full_duration_ms,sound_duration_ms,n_pulses,pulse_rate_hz,pulse_strength,rms,centroid_hz,bandwidth_hz,dominant_hz,flatness,class
649.2,607.85,8,400.0,0.728,0.0002,315.64,359.06,51.0,0.01,vocal
654.82,653.43,121,50.0,0.457,0.0001,527.36,529.57,50.5,0.02,vocal
653.46,642.72,5,400.0,0.747,0.00014,353.44,397.71,51.34,0.01,vocal
664.08,648.32,21,400.0,0.759,0.00015,374.58,406.83,50.9,0.01,vocal
623.99,623.99,19,400.0,0.72,0.00016,394.87,416.91,51.28,0.02,vocal
649.86,645.46,9,400.0,0.657,0.00011,408.99,454.76,51.13,0.01,vocal
652.59,603.68,4,400.0,0.835,0.00019,317.87,352.06,225.29,0.01,vocal
695.09,691.68,13,400.0,0.78,0.00016,364.75,419.1,50.6,0.01,vocal
643.69,634.55,8,400.0,0.677,0.00011,403.23,459.84,50.43,0.01,vocal
635.81,630.35,6,400.0,0.755,0.00013,350.39,414.49,50.77,0.01,vocal
656.02,656.02,43,400.0,0.702,0.00013,453.44,487.28,50.3,0.02,vocal
616.62,561.04,4,400.0,0.871,0.00022,298.35,363.71,90.9,0.01,vocal
604.62,600.6,7,400.0,0.852,0.00023,291.59,360.05,109.89,0.0,vocal
645.75,645.75,22,400.0,0.757,0.00014,355.84,414.72,51.1,0.01,vocal
701.6,701.6,152,50.0,0.537,0.0001,498.33,514.22,51.31,0.03,vocal
692.88,692.88,146,400.0,0.485,0.0001,482.08,502.58,50.51,0.02,vocal
723.54,721.8,39,400.0,0.699,0.00013,386.54,457.37,51.26,0.01,vocal
664.08,664.03,22,400.0,0.831,0.00017,334.32,415.77,51.2,0.01,vocal
679.84,679.3,25,400.0,0.835,0.00017,350.43,408.21,50.05,0.01,vocal
656.89,656.89,73,400.0,0.74,0.00012,402.98,464.01,50.24,0.01,vocal
670.07,670.07,120,400.0,0.661,0.00012,433.61,483.37,50.74,0.02,vocal
653.8,653.53,129,400.0,0.631,0.00011,437.49,492.59,50.49,0.02,vocal
667.34,666.89,117,50.0,0.439,0.0001,498.89,512.63,50.98,0.03,vocal
657.4,656.18,91,400.0,0.676,0.00011,433.15,472.5,50.29,0.02,vocal
667.0,664.55,11,400.0,0.859,0.00023,309.41,359.95,51.16,0.01,vocal
634.78,584.99,14,400.0,0.856,0.00027,366.05,415.99,51.28,0.01,vocal
610.8,609.19,45,400.0,0.797,0.00015,378.55,428.44,50.89,0.01,vocal
621.25,621.25,50,400.0,0.794,0.00022,365.59,409.12,51.51,0.01,vocal
662.2,661.7,51,400.0,0.798,0.00021,326.65,369.7,102.77,0.01,vocal
651.58,650.5,56,400.0,0.791,0.00022,349.63,401.4,50.73,0.01,vocal
676.01,676.01,59,400.0,0.752,0.00019,331.71,388.89,50.3,0.01,vocal
757.98,734.73,28,400.0,0.801,0.00029,273.55,324.3,91.19,0.0,vocal
636.8,636.19,27,400.0,0.773,0.00024,330.85,384.47,50.3,0.01,vocal
619.19,615.85,20,400.0,0.717,0.00017,366.97,410.64,50.34,0.01,vocal
678.99,678.34,122,400.0,0.741,0.00012,466.4,502.35,50.12,0.02,vocal
675.91,675.91,135,400.0,0.69,0.00012,458.74,495.14,50.3,0.01,vocal
659.8,659.8,135,400.0,0.538,0.00011,430.95,473.46,50.01,0.02,vocal
660.14,653.15,28,400.0,0.636,0.00013,360.51,417.56,50.52,0.01,vocal
620.91,620.05,81,400.0,0.584,0.0001,530.85,493.83,51.61,0.05,vocal
650.2,649.04,90,400.0,0.663,0.00011,430.21,492.93,50.84,0.02,vocal
633.76,633.76,85,400.0,0.47,0.0001,491.16,507.13,50.49,0.02,vocal
650.38,650.38,90,400.0,0.465,0.00011,503.43,502.28,50.74,0.03,vocal
625.01,623.69,54,400.0,0.803,0.00014,424.56,473.74,51.31,0.02,vocal
664.07,664.07,60,400.0,0.726,0.00013,402.47,447.8,51.2,0.02,vocal
623.65,623.65,88,400.0,0.753,0.00012,403.07,446.99,51.31,0.02,vocal
639.07,639.07,15,400.0,0.614,0.00011,412.44,462.21,50.07,0.02,vocal
693.55,691.16,16,400.0,0.671,0.00012,392.25,438.2,50.64,0.02,vocal
668.2,662.84,9,400.0,0.805,0.0002,349.1,392.53,51.29,0.01,vocal
625.7,625.7,116,400.0,0.473,0.00011,497.54,509.77,51.14,0.03,vocal
657.91,657.22,16,400.0,0.773,0.00015,442.26,487.3,50.21,0.01,vocal
652.26,652.26,25,400.0,0.651,0.00012,386.98,435.8,50.59,0.01,vocal
645.41,636.15,5,400.0,0.785,0.00014,341.73,379.49,50.3,0.01,vocal
629.64,629.64,115,50.0,0.552,0.00011,484.24,515.49,50.82,0.02,vocal
651.23,635.86,6,400.0,0.777,0.00014,340.12,386.68,50.33,0.01,vocal
649.86,649.86,33,400.0,0.695,0.00013,399.24,449.32,50.78,0.02,vocal
637.18,637.18,12,400.0,0.654,0.00011,519.49,523.46,50.22,0.02,vocal
662.02,660.83,8,400.0,0.805,0.00018,346.99,383.82,51.45,0.01,vocal
646.6,632.5,10,400.0,0.74,0.00016,340.87,399.27,50.59,0.01,vocal
665.45,665.45,137,50.0,0.494,0.0001,519.44,513.95,51.09,0.03,vocal
641.64,641.15,59,400.0,0.628,0.00013,458.17,490.18,51.47,0.03,vocal
691.67,690.22,57,400.0,0.68,0.00013,395.71,446.48,50.71,0.01,vocal
628.96,627.89,65,400.0,0.508,0.0001,475.3,487.25,50.96,0.03,vocal
659.45,625.58,6,400.0,0.802,0.00017,318.0,363.25,51.15,0.01,vocal
654.32,654.32,109,400.0,0.675,0.00012,443.66,478.27,50.43,0.02,vocal
1563.77,1563.64,78,100.0,0.459,0.00012,866.46,512.75,50.52,0.16,water
782.23,782.23,116,100.0,0.474,0.00011,971.53,437.42,51.14,0.08,water
960.19,960.19,224,25.0,0.654,0.0001,866.96,590.18,51.03,0.13,water
