full_duration_ms,sound_duration_ms,n_pulses,pulse_rate_hz,pulse_strength,rms,centroid_hz,bandwidth_hz,dominant_hz,flatness,class
601.08,601.08,138,50.0,0.729,1e-05,887.81,541.89,99.82,0.21,click
601.24,601.24,136,50.0,0.767,1e-05,896.34,541.16,99.79,0.2,click
601.25,601.25,75,50.0,0.729,1e-05,953.43,538.79,99.79,0.25,click
602.75,602.75,54,50.0,0.668,1e-05,908.85,521.9,99.54,0.24,click
600.9,600.9,52,50.0,0.623,1e-05,921.09,535.05,99.85,0.23,click
602.18,602.18,3,50.0,0.445,1e-05,1070.99,548.6,99.64,0.36,click
601.09,601.09,135,50.0,0.742,1e-05,908.61,532.41,99.82,0.21,click
600.98,600.98,132,50.0,0.736,1e-05,907.06,531.74,99.84,0.21,click
602.21,601.38,64,50.0,0.658,1e-05,900.19,530.01,99.77,0.19,click
604.54,604.27,64,50.0,0.646,1e-05,888.12,516.89,99.29,0.24,click
601.09,600.7,104,50.0,0.783,1e-05,935.45,544.79,99.88,0.21,click
601.67,601.67,134,50.0,0.763,1e-05,897.54,532.35,99.72,0.21,click
602.22,600.99,1,50.0,0.418,1e-05,1076.9,541.71,99.84,0.37,click
602.41,602.41,59,50.0,0.632,1e-05,900.74,515.17,99.6,0.24,click
601.02,601.02,94,25.0,0.708,1e-05,930.79,538.65,99.83,0.25,click
601.41,601.41,139,50.0,0.672,1e-05,901.17,530.8,99.77,0.22,click
602.71,602.71,34,50.0,0.456,1e-05,871.92,508.26,99.55,0.24,click
601.92,601.23,1,50.0,0.386,1e-05,1068.97,548.73,99.8,0.41,click
600.89,600.89,116,48.8,0.578,1e-05,937.17,523.66,99.85,0.24,click
602.34,602.34,55,50.0,0.56,1e-05,890.25,507.04,99.61,0.24,click
601.32,601.32,135,50.0,0.627,1e-05,896.23,528.03,99.78,0.22,click
601.81,601.81,123,25.0,0.666,1e-05,916.51,540.62,99.7,0.23,click
600.89,600.89,111,50.0,0.683,1e-05,941.54,535.98,99.85,0.24,click
602.58,600.52,36,25.0,0.626,1e-05,901.71,510.4,99.91,0.24,click
602.65,601.71,1,50.0,0.459,1e-05,1067.9,549.89,99.72,0.35,click
601.45,601.45,131,50.0,0.765,1e-05,898.21,538.82,99.76,0.18,click
602.81,602.81,50,50.0,0.543,1e-05,907.7,521.05,99.53,0.26,click
601.66,601.66,76,50.0,0.55,1e-05,948.13,526.98,99.72,0.25,click
601.0,601.0,123,50.0,0.628,1e-05,929.14,539.0,99.83,0.23,click
601.04,601.04,126,50.0,0.711,1e-05,895.79,534.77,99.83,0.21,click
601.16,601.16,125,50.0,0.715,1e-05,895.8,534.66,99.81,0.21,click
602.26,600.65,1,50.0,0.394,1e-05,1068.52,541.4,99.89,0.37,click
602.8,602.21,52,25.0,0.665,1e-05,900.92,514.07,99.63,0.25,click
602.02,602.02,138,50.0,0.681,1e-05,907.15,521.77,99.66,0.21,click
601.76,601.76,138,50.0,0.712,1e-05,919.16,527.87,99.71,0.21,click
601.03,601.03,118,48.8,0.596,1e-05,914.75,542.66,99.83,0.26,click
602.6,601.51,47,50.0,0.538,1e-05,829.84,535.18,99.75,0.24,click
601.03,601.03,102,50.0,0.741,1e-05,932.35,531.73,99.83,0.21,click
602.07,602.07,1,48.8,0.442,1e-05,1089.12,547.22,99.66,0.38,click
601.2,601.11,137,50.0,0.752,1e-05,894.78,531.82,99.81,0.21,click
602.68,602.68,58,51.3,0.503,1e-05,887.31,512.48,99.56,0.25,click
601.41,601.34,130,50.0,0.695,1e-05,904.32,528.86,99.78,0.23,click
602.16,601.8,82,50.0,0.614,1e-05,947.29,545.22,99.7,0.25,click
601.02,601.02,112,50.0,0.664,1e-05,931.5,530.36,99.83,0.23,click
602.88,602.32,39,50.0,0.644,1e-05,893.78,513.69,99.61,0.26,click
602.03,602.03,138,25.0,0.526,1e-05,894.44,535.03,99.66,0.22,click
602.15,601.64,1,25.0,0.337,1e-05,1064.15,536.37,99.73,0.39,click
601.46,601.4,1,25.0,0.323,1e-05,975.04,542.49,99.77,0.26,click
601.1,600.15,48,25.0,0.493,1e-05,943.24,531.01,99.98,0.26,click
603.16,603.16,51,25.0,0.504,1e-05,907.54,514.66,99.48,0.24,click
601.56,601.56,141,50.0,0.649,1e-05,913.6,531.43,99.74,0.22,click
602.29,601.44,35,50.0,0.456,1e-05,878.87,512.49,99.76,0.25,click
602.36,602.36,136,50.0,0.654,1e-05,890.73,522.48,99.61,0.2,click
600.86,600.86,132,50.0,0.629,1e-05,892.95,522.05,99.86,0.2,click
601.96,601.96,136,50.0,0.645,1e-05,909.86,537.59,99.67,0.22,click
602.93,602.16,2,48.8,0.345,1e-05,1071.27,546.05,99.64,0.41,click
601.06,592.9,2,48.8,0.354,1e-05,1061.62,550.61,99.51,0.38,click
603.29,603.29,33,50.0,0.537,1e-05,917.97,522.79,99.45,0.29,click
600.93,600.93,96,50.0,0.671,1e-05,935.03,536.2,99.85,0.22,click
602.21,602.21,138,50.0,0.637,1e-05,890.65,529.94,99.63,0.21,click
602.24,602.11,1,50.0,0.38,1e-05,1069.39,549.78,99.65,0.39,click
600.99,600.99,134,50.0,0.644,1e-05,882.17,540.44,99.84,0.22,click
602.84,602.8,43,48.8,0.449,1e-05,890.6,506.81,99.54,0.24,click
603.07,603.07,82,50.0,0.477,1e-05,959.51,539.79,99.49,0.26,click
601.99,601.99,117,50.0,0.694,1e-05,925.1,537.79,99.67,0.24,click
601.81,601.56,48,50.0,0.464,1e-05,909.73,526.21,99.74,0.24,click
602.52,602.52,44,50.0,0.49,1e-05,907.47,519.44,99.58,0.26,click
602.45,602.45,136,50.0,0.676,1e-05,894.64,529.23,99.59,0.22,click
602.81,602.81,1,50.0,0.324,1e-05,1072.62,545.97,99.53,0.41,click
601.23,600.7,1,50.0,0.377,1e-05,907.04,534.38,99.88,0.21,click
601.09,601.09,102,50.0,0.674,1e-05,947.08,547.75,99.82,0.25,click
602.69,602.69,22,50.0,0.501,1e-05,890.29,502.33,99.55,0.23,click
602.47,602.47,138,50.0,0.654,1e-05,917.11,539.0,99.59,0.22,click
602.55,602.55,134,25.0,0.666,1e-05,924.97,535.61,99.58,0.21,click
601.01,600.82,46,50.0,0.511,1e-05,928.93,511.8,99.86,0.27,click
602.5,602.49,45,50.0,0.501,1e-05,927.61,512.38,99.59,0.27,click
602.58,602.14,1,48.8,0.432,1e-05,1070.12,542.18,99.65,0.38,click
601.69,601.69,140,50.0,0.699,1e-05,920.49,538.16,99.72,0.21,click
601.79,601.79,131,50.0,0.811,1e-05,892.08,527.31,99.7,0.18,click
602.07,602.07,131,50.0,0.803,1e-05,892.59,527.1,99.66,0.18,click
602.46,602.46,56,50.0,0.657,1e-05,887.6,507.73,99.59,0.21,click
601.33,601.33,123,50.0,0.774,1e-05,908.66,537.42,99.78,0.21,click
601.47,601.47,127,50.0,0.741,1e-05,917.47,534.41,99.76,0.21,click
602.46,602.46,51,50.0,0.667,1e-05,900.66,514.3,99.59,0.24,click
602.61,600.0,49,50.0,0.672,1e-05,866.36,541.67,100.0,0.15,click
602.22,601.89,95,50.0,0.74,1e-05,927.6,537.8,99.69,0.21,click
602.89,601.71,1,50.0,0.56,1e-05,1086.82,562.16,99.72,0.35,click
602.26,602.26,1,50.0,0.559,1e-05,925.28,547.52,99.62,0.22,click
600.98,600.98,108,50.0,0.744,1e-05,930.1,537.56,99.84,0.24,click
600.89,600.89,131,50.0,0.781,1e-05,863.34,525.92,99.85,0.17,click
601.04,600.96,130,50.0,0.787,1e-05,889.15,532.79,99.84,0.19,click
602.9,602.53,45,50.0,0.639,1e-05,880.53,510.56,99.58,0.21,click
602.14,601.99,119,50.0,0.773,1e-05,922.8,539.88,99.67,0.22,click
601.98,601.73,1,50.0,0.505,1e-05,1068.05,543.92,99.71,0.37,click
601.82,598.25,1,50.0,0.527,1e-05,964.47,546.82,100.29,0.26,click
602.82,602.82,43,50.0,0.663,1e-05,885.41,512.98,99.53,0.24,click
601.38,601.07,98,50.0,0.801,1e-05,947.39,546.62,99.82,0.22,click
603.41,598.2,45,50.0,0.652,1e-05,866.32,519.26,100.3,0.2,click
601.38,601.19,126,50.0,0.803,1e-05,883.16,535.25,99.8,0.18,click
602.34,601.97,1,50.0,0.453,1e-05,1057.23,544.01,99.67,0.37,click
602.28,602.28,46,50.0,0.593,1e-05,901.17,515.67,99.62,0.25,click
601.07,601.07,103,50.0,0.72,1e-05,935.05,536.69,99.82,0.22,click
600.69,600.69,137,50.0,0.682,1e-05,894.68,529.94,99.89,0.21,click
600.73,600.73,137,50.0,0.682,1e-05,893.78,529.62,99.88,0.21,click
601.35,601.35,80,50.0,0.596,1e-05,936.7,530.66,99.77,0.27,click
601.85,599.17,41,25.0,0.615,1e-05,892.73,518.64,100.14,0.21,click
601.29,601.29,113,50.0,0.619,1e-05,942.08,531.26,99.79,0.25,click
602.27,602.12,1,48.8,0.386,1e-05,1075.02,552.35,99.65,0.4,click
601.34,601.17,1,50.0,0.35,1e-05,997.57,553.12,99.81,0.29,click
602.78,602.61,37,50.0,0.56,1e-05,909.12,510.75,99.57,0.27,click
603.47,603.39,134,50.0,0.721,1e-05,897.13,532.66,99.44,0.2,click
601.09,601.09,103,50.0,0.721,1e-05,934.97,536.13,99.82,0.23,click
602.49,602.49,51,16.7,0.648,1e-05,887.76,512.04,99.59,0.23,click
602.28,602.28,48,50.0,0.64,1e-05,887.94,512.8,99.62,0.23,click
604.62,603.2,136,50.0,0.792,1e-05,872.92,547.24,99.47,0.19,click
602.12,601.86,1,50.0,0.343,1e-05,1080.49,545.25,99.69,0.37,click
601.15,601.15,106,50.0,0.593,1e-05,933.61,540.44,99.81,0.25,click
602.83,602.83,41,50.0,0.499,1e-05,907.1,510.64,99.53,0.26,click
601.11,601.11,130,50.0,0.525,1e-05,936.67,538.34,99.81,0.25,click
602.44,602.44,76,50.0,0.603,1e-05,937.68,550.28,99.6,0.26,click
602.86,601.85,36,48.8,0.425,1e-05,875.21,517.73,99.69,0.27,click
603.77,603.74,1,50.0,0.285,1e-05,1082.89,542.2,99.38,0.41,click
603.02,602.76,1,50.0,0.287,1e-05,983.81,549.12,99.54,0.31,click
602.34,602.34,139,50.0,0.587,1e-05,899.99,537.19,99.61,0.22,click
602.16,602.16,137,50.0,0.624,1e-05,901.27,537.57,99.64,0.22,click
603.52,603.52,42,50.0,0.492,1e-05,900.9,509.7,99.42,0.23,click
601.08,600.59,113,50.0,0.607,1e-05,945.72,546.57,99.9,0.26,click
602.49,602.49,54,50.0,0.653,1e-05,912.52,519.25,99.59,0.26,click
603.04,603.04,1,50.0,0.429,1e-05,1081.01,550.05,99.5,0.37,click
601.56,601.56,129,50.0,0.635,1e-05,930.61,533.52,99.74,0.23,click
628.43,628.43,120,50.0,0.567,1e-05,809.77,547.56,100.25,0.2,vocal
603.0,600.77,39,50.0,0.539,1e-05,900.88,508.13,99.87,0.24,click
601.47,601.47,122,50.0,0.65,1e-05,937.59,533.39,99.76,0.24,click
603.75,603.18,1,50.0,0.363,1e-05,1067.05,545.75,99.47,0.4,click
601.99,601.88,53,50.0,0.595,1e-05,925.53,512.1,99.69,0.25,click
601.32,601.32,110,50.0,0.614,1e-05,941.3,528.31,99.78,0.24,click
602.97,602.97,40,50.0,0.469,1e-05,903.42,508.82,99.51,0.26,click
601.86,601.86,135,50.0,0.661,1e-05,905.7,517.04,99.69,0.21,click
602.53,602.44,1,16.7,0.404,1e-05,1086.22,542.23,99.6,0.37,click
602.08,602.08,2,16.7,0.365,1e-05,918.77,547.65,99.65,0.22,click
601.98,601.98,123,50.0,0.668,1e-05,924.78,538.26,99.67,0.24,click
602.56,602.54,28,50.0,0.523,1e-05,901.71,511.77,99.58,0.27,click
603.97,603.97,142,50.0,0.676,1e-05,908.75,534.34,99.34,0.21,click
602.4,602.4,136,50.0,0.677,1e-05,918.17,532.72,99.6,0.23,click
602.73,602.73,134,50.0,0.664,1e-05,915.49,533.68,99.55,0.22,click
602.24,602.24,49,50.0,0.517,1e-05,886.9,506.92,99.63,0.26,click
601.49,601.49,127,50.0,0.556,1e-05,922.87,538.88,99.75,0.24,click
603.31,602.85,1,51.3,0.264,1e-05,1073.4,545.44,99.53,0.41,click
602.7,602.32,46,50.0,0.494,1e-05,905.6,508.42,99.61,0.24,click
601.54,601.54,121,50.0,0.582,1e-05,935.01,541.77,99.74,0.26,click
603.71,603.57,47,50.0,0.492,1e-05,899.1,510.92,99.41,0.25,click
601.49,601.49,99,50.0,0.47,1e-05,937.14,531.42,99.75,0.28,click
602.69,602.69,138,50.0,0.55,1e-05,885.12,526.27,99.55,0.22,click
728.6,728.6,161,48.8,0.466,1e-05,829.26,542.65,100.19,0.22,vocal
601.57,600.99,120,50.0,0.592,1e-05,928.39,531.15,99.84,0.24,click
603.39,601.84,1,50.0,0.336,1e-05,1076.48,544.05,99.69,0.39,click
602.73,602.73,47,50.0,0.581,1e-05,889.44,516.54,99.55,0.24,click
601.49,601.49,115,50.0,0.581,1e-05,952.66,535.86,99.75,0.24,click
602.73,602.73,137,50.0,0.619,1e-05,890.86,544.07,99.55,0.23,click
602.43,600.58,47,25.0,0.553,1e-05,893.62,510.83,99.9,0.23,click
603.15,601.43,1,51.3,0.242,1e-05,1085.7,543.67,99.76,0.38,click
602.69,601.46,1,51.3,0.263,1e-05,944.29,539.83,99.76,0.28,click
602.7,602.7,140,25.0,0.486,1e-05,890.84,525.06,99.55,0.23,click
600.99,600.99,139,50.0,0.507,1e-05,893.46,523.73,99.84,0.23,click
601.49,601.49,132,50.0,0.519,1e-05,933.11,530.85,99.75,0.24,click
603.01,602.02,41,16.5,0.354,1e-05,904.51,511.65,99.66,0.26,click
739.75,739.75,166,400.0,0.466,1e-05,788.77,559.63,100.03,0.17,vocal
602.23,601.97,49,50.0,0.451,1e-05,891.25,510.21,99.67,0.26,click
601.12,601.12,126,12.5,0.479,1e-05,925.01,534.6,99.81,0.24,click
602.75,600.55,1,16.7,0.272,1e-05,1071.37,542.14,99.91,0.41,click
601.81,601.04,1,16.7,0.283,1e-05,926.31,524.58,99.83,0.24,click
601.42,601.42,74,50.0,0.582,1e-05,961.19,538.92,99.76,0.25,click
603.33,603.33,57,51.3,0.508,1e-05,899.7,519.15,99.45,0.26,click
601.26,601.26,124,25.0,0.475,1e-05,920.66,541.69,99.79,0.25,click
602.67,602.25,2,7.3,0.261,1e-05,965.16,540.96,99.63,0.33,click
602.86,601.5,2,7.3,0.262,1e-05,1060.48,551.95,99.75,0.39,click
601.33,601.33,117,50.0,0.507,1e-05,918.75,541.05,99.78,0.24,click
602.88,599.61,17,25.0,0.284,1e-05,901.16,506.43,100.06,0.25,click
602.31,601.42,142,50.0,0.46,1e-05,914.07,535.49,99.76,0.22,click
601.62,601.62,126,51.3,0.531,1e-05,925.47,541.6,99.73,0.24,click
602.38,601.45,1,24.7,0.282,1e-05,1083.96,541.58,99.76,0.42,click
602.85,601.46,29,50.0,0.364,1e-05,899.06,509.14,99.76,0.24,click
601.31,601.31,138,50.0,0.619,1e-05,905.89,524.57,99.78,0.22,click
601.35,601.35,139,50.0,0.611,1e-05,906.17,523.96,99.77,0.22,click
601.71,601.71,130,50.0,0.629,1e-05,915.03,538.01,99.72,0.22,click
601.33,601.33,112,50.0,0.627,1e-05,931.27,527.58,99.78,0.23,click
602.02,601.81,43,50.0,0.466,1e-05,893.25,505.93,99.7,0.24,click
601.38,600.46,44,16.7,0.454,1e-05,898.87,525.18,99.92,0.23,click
601.89,601.89,1,25.0,0.328,1e-05,1073.44,541.15,99.69,0.4,click
602.19,602.19,119,50.0,0.595,1e-05,929.26,538.39,99.64,0.23,click
601.99,601.99,119,50.0,0.595,1e-05,930.23,534.42,99.67,0.25,click
602.6,602.42,13,50.0,0.463,1e-05,884.66,508.4,99.6,0.26,click
601.93,601.93,135,50.0,0.644,1e-05,918.27,533.28,99.68,0.23,click
602.59,602.59,49,50.0,0.515,1e-05,907.76,518.54,99.57,0.27,click
601.45,601.45,121,50.0,0.584,1e-05,921.54,538.26,99.76,0.25,click
601.86,601.43,1,50.0,0.29,1e-05,1061.94,547.34,99.76,0.38,click
602.5,602.2,32,50.0,0.361,1e-05,929.27,522.26,99.64,0.29,click
602.68,602.18,141,50.0,0.632,1e-05,886.31,537.3,99.64,0.22,click
602.58,602.38,39,50.0,0.341,1e-05,903.3,517.36,99.61,0.28,click
601.41,601.04,140,16.7,0.556,1e-05,889.45,531.38,99.83,0.21,click
601.68,601.68,78,50.0,0.463,1e-05,937.88,533.8,99.72,0.27,click
602.08,600.98,1,10.0,0.207,1e-05,1073.3,544.25,99.84,0.4,click
601.05,600.82,106,50.0,0.483,1e-05,933.23,531.2,99.86,0.26,click
601.49,601.49,141,25.0,0.497,1e-05,910.52,532.27,99.75,0.25,click
602.1,602.1,142,50.0,0.487,1e-05,908.4,532.78,99.65,0.24,click
602.84,602.76,33,50.0,0.462,1e-05,879.53,511.81,99.54,0.27,click
601.99,601.99,128,50.0,0.453,1e-05,946.95,543.33,99.67,0.23,click
601.73,601.73,139,50.0,0.486,1e-05,907.18,526.43,99.71,0.22,click
602.46,602.46,41,16.7,0.374,1e-05,916.3,523.45,99.59,0.27,click
602.1,601.44,1,50.0,0.245,1e-05,1074.78,545.65,99.76,0.41,click
602.99,602.99,118,50.0,0.669,1e-05,934.13,537.13,99.5,0.23,click
601.34,601.34,117,50.0,0.716,1e-05,945.01,537.79,99.78,0.24,click
603.07,602.5,36,50.0,0.465,1e-05,917.32,509.58,99.59,0.24,click
601.05,601.05,141,50.0,0.538,1e-05,910.38,523.68,99.82,0.23,click
602.09,602.09,139,16.7,0.547,1e-05,916.62,516.63,99.65,0.23,click
602.32,602.32,27,50.0,0.371,1e-05,919.11,503.1,99.61,0.26,click
601.5,600.62,2,26.7,0.301,1e-05,1083.95,543.1,99.9,0.37,click
601.71,601.64,2,26.7,0.304,1e-05,1085.85,543.49,99.73,0.38,click
601.86,601.86,86,50.0,0.507,1e-05,972.31,533.81,99.69,0.29,click
602.43,602.39,32,50.0,0.366,1e-05,920.49,508.79,99.6,0.26,click
600.97,600.97,126,25.0,0.489,1e-05,934.0,533.89,99.84,0.25,click
602.23,602.23,138,50.0,0.674,1e-05,906.46,540.91,99.63,0.23,click
601.57,601.57,136,50.0,0.674,1e-05,908.15,540.3,99.74,0.23,click
601.39,601.39,1,51.3,0.347,1e-05,928.17,537.76,99.77,0.24,click
604.15,600.89,1,51.3,0.334,1e-05,1072.28,542.54,99.85,0.37,click
603.11,603.01,52,50.0,0.564,1e-05,916.79,514.46,99.5,0.25,click
602.64,602.64,141,50.0,0.669,1e-05,910.02,541.67,99.56,0.22,click
600.93,600.93,124,50.0,0.599,1e-05,946.79,542.47,99.85,0.26,click
602.96,602.96,44,50.0,0.478,1e-05,891.34,514.45,99.51,0.26,click
601.06,601.06,121,50.0,0.579,1e-05,945.55,535.81,99.82,0.23,click
602.36,602.24,1,8.3,0.269,1e-05,1075.8,541.46,99.63,0.37,click
603.72,603.72,52,50.0,0.463,1e-05,892.12,507.73,99.38,0.24,click
602.26,602.26,138,50.0,0.642,1e-05,918.37,540.56,99.62,0.22,click
601.8,601.8,122,50.0,0.513,1e-05,926.73,540.54,99.7,0.25,click
1189.91,1189.91,200,400.0,0.574,2e-05,636.39,549.07,153.79,0.12,other
603.02,603.02,30,50.0,0.347,1e-05,910.62,515.82,99.5,0.28,click
1323.25,1322.07,264,400.0,0.504,2e-05,676.95,558.24,99.84,0.16,other
1083.16,1083.16,122,400.0,0.486,1e-05,720.5,564.14,99.71,0.18,other
1070.73,1070.73,244,25.0,0.547,1e-05,936.47,550.61,99.93,0.25,other
1368.2,1368.2,222,400.0,0.602,2e-05,660.25,552.1,100.13,0.13,other
602.8,601.33,1,48.8,0.362,1e-05,1062.42,541.98,99.78,0.38,click
601.61,601.61,137,50.0,0.584,1e-05,908.61,527.66,99.73,0.22,click
601.07,601.07,110,50.0,0.631,1e-05,952.12,538.95,99.82,0.25,click
600.84,600.24,138,50.0,0.634,1e-05,934.8,540.11,99.96,0.24,click
603.08,602.64,38,50.0,0.513,1e-05,899.06,514.98,99.56,0.26,click
601.84,601.84,144,25.0,0.633,1e-05,922.36,541.43,99.69,0.23,click
806.01,805.57,52,400.0,0.716,2e-05,664.07,587.51,99.31,0.12,vocal
1019.75,1019.73,175,400.0,0.6,2e-05,667.34,563.87,100.03,0.14,other
989.77,989.77,213,400.0,0.553,1e-05,702.63,569.87,100.02,0.15,other
2249.88,2249.88,419,400.0,0.534,2e-05,671.07,553.8,100.01,0.14,other
1153.17,1153.11,225,400.0,0.524,2e-05,644.8,552.27,99.73,0.13,other
602.2,602.2,136,50.0,0.696,1e-05,898.97,535.52,99.64,0.21,click
601.78,601.78,136,50.0,0.666,1e-05,900.07,535.55,99.7,0.22,click
602.77,602.77,59,50.0,0.487,1e-05,919.32,511.56,99.54,0.26,click
600.9,600.9,126,50.0,0.524,1e-05,938.64,542.37,99.85,0.25,click
947.4,947.05,212,50.0,0.517,1e-05,742.24,559.52,100.31,0.19,other
601.77,601.77,116,400.0,0.672,2e-05,781.56,563.6,99.71,0.19,click
1023.31,1021.78,21,400.0,0.534,2e-05,667.63,565.84,99.83,0.12,other
602.8,602.8,3,400.0,0.354,2e-05,1013.89,580.73,99.54,0.37,click
1261.62,1261.62,191,400.0,0.666,2e-05,649.92,555.63,99.87,0.11,other
1016.12,1016.09,210,400.0,0.526,2e-05,683.96,558.82,100.38,0.14,other
997.31,996.69,213,400.0,0.494,2e-05,675.63,545.74,100.33,0.14,other
11928.06,8334.69,412,400.0,0.842,0.00011,579.55,441.32,136.06,0.1,other
691.28,690.54,131,400.0,0.543,1e-05,703.62,562.44,50.68,0.17,vocal
601.11,600.66,105,50.0,0.524,1e-05,904.77,544.54,99.89,0.27,click
602.99,602.95,48,50.0,0.561,1e-05,900.31,528.26,99.51,0.25,click
601.27,598.02,2,5.0,0.31,1e-05,893.4,560.62,100.33,0.27,click
602.09,601.04,2,5.0,0.326,1e-05,1025.7,570.6,99.83,0.39,click
601.0,601.0,103,50.0,0.507,1e-05,904.09,544.88,99.83,0.25,click
601.62,601.62,139,50.0,0.673,1e-05,898.89,534.8,99.73,0.22,click
1042.25,1041.79,205,400.0,0.537,1e-05,737.38,562.95,99.83,0.18,other
603.25,603.25,34,51.3,0.421,1e-05,898.48,514.55,99.46,0.27,click
601.32,601.32,120,50.0,0.678,1e-05,879.06,537.68,99.78,0.21,click
600.93,600.93,124,25.0,0.642,1e-05,921.04,544.22,99.85,0.23,click
601.81,601.72,1,400.0,0.291,1e-05,991.04,589.13,99.71,0.41,click
602.25,602.25,57,400.0,0.431,1e-05,874.29,528.96,99.63,0.25,click
601.06,601.06,115,50.0,0.542,1e-05,918.55,539.24,99.82,0.26,click
602.45,602.35,35,50.0,0.507,1e-05,903.54,513.07,99.61,0.27,click
601.56,601.56,143,50.0,0.534,1e-05,913.6,541.72,99.74,0.25,click
601.95,601.95,142,50.0,0.551,1e-05,913.73,540.8,99.68,0.25,click
601.98,601.68,1,50.0,0.238,1e-05,1072.71,549.0,99.72,0.39,click
601.4,601.4,109,50.0,0.395,1e-05,882.96,566.86,99.77,0.24,click
603.09,603.09,43,25.0,0.314,1e-05,885.31,515.3,99.49,0.28,click
601.19,600.32,44,25.0,0.284,1e-05,921.7,537.14,99.95,0.27,click
601.57,601.57,138,50.0,0.559,1e-05,904.56,526.39,99.74,0.24,click
602.93,602.93,48,50.0,0.445,1e-05,915.18,522.65,99.51,0.29,click
601.0,601.0,124,51.3,0.438,1e-05,922.76,534.04,99.83,0.25,click
602.46,602.46,1,25.0,0.29,1e-05,1051.21,555.57,99.59,0.39,click
602.47,602.47,46,25.0,0.427,1e-05,908.82,516.4,99.59,0.27,click
600.95,600.95,131,50.0,0.509,1e-05,935.47,541.42,99.84,0.26,click
602.81,602.81,18,50.0,0.384,1e-05,888.29,511.39,99.53,0.25,click
602.9,602.9,1,50.0,0.214,1e-05,1066.86,547.65,99.52,0.39,click
602.75,602.75,140,50.0,0.441,1e-05,921.72,533.08,99.54,0.23,click
601.16,601.16,129,16.7,0.461,1e-05,950.86,543.02,99.81,0.24,click
602.96,602.96,139,50.0,0.377,1e-05,906.99,528.26,99.51,0.2,click
602.43,602.43,142,50.0,0.418,1e-05,892.06,532.81,99.6,0.22,click
601.24,601.24,132,400.0,0.612,1e-05,784.53,558.17,99.79,0.14,click
602.81,602.77,40,50.0,0.331,1e-05,874.01,522.95,99.54,0.24,click
601.31,601.31,145,24.7,0.455,1e-05,910.36,533.75,99.78,0.25,click
601.68,601.68,127,50.0,0.462,1e-05,910.92,532.66,99.72,0.24,click
601.48,601.48,134,50.0,0.523,1e-05,910.81,531.54,99.75,0.24,click
603.05,603.05,142,50.0,0.489,1e-05,891.56,529.66,99.49,0.24,click
602.7,602.7,135,50.0,0.523,1e-05,882.0,532.21,99.55,0.23,click
601.05,601.05,128,50.0,0.561,1e-05,949.04,535.03,99.82,0.25,click
602.62,602.62,36,50.0,0.399,1e-05,904.57,510.5,99.56,0.27,click
602.18,601.74,1,50.0,0.367,1e-05,1067.54,548.51,99.71,0.38,click
602.86,602.28,107,50.0,0.509,1e-05,943.87,528.92,99.62,0.23,click
