start_s,end_s,duration_s,class,confidence
143.655,144.08,0.425,other,0.6438
144.125,144.2,0.075,vocal,0.7297
144.275,144.5,0.225,vocal,0.5492
144.575,144.58,0.005,vocal,0.5833
144.635,144.76,0.125,click,0.3597
144.815,144.83,0.015,vocal,0.6982
144.895,144.9,0.005,silence,0.4672
144.955,145.06,0.105,vocal,0.8544
145.115,145.28,0.165,vocal,0.5882
145.395,145.4,0.005,silence,0.3331
145.455,145.68,0.225,vocal,0.4814
145.835,146.335,0.5,other,0.6123
146.335,146.835,0.5,other,0.954
146.835,146.845,0.01,vocal,0.8746
146.895,147.395,0.5,other,0.7184
147.395,147.8,0.405,other,0.9225
147.875,147.9,0.025,vocal,0.461
147.945,147.98,0.035,vocal,0.7784
148.055,148.2,0.145,vocal,0.7348
148.265,148.48,0.215,other,0.6335
148.535,148.86,0.325,other,0.9559
148.915,149.195,0.28,other,0.8122
149.285,149.31,0.025,other,0.6491
149.355,149.54,0.185,other,0.4022
149.615,149.63,0.015,vocal,0.6543
149.695,149.87,0.175,other,0.4933
149.915,149.98,0.065,vocal,0.6996
150.025,150.06,0.035,vocal,0.8075
150.11,150.14,0.03,vocal,0.7966
150.19,150.33,0.14,vocal,0.4665
150.385,150.43,0.045,other,0.3762
150.475,150.745,0.27,other,0.9354
150.79,151.15,0.36,other,0.9895
151.195,151.23,0.035,other,0.3686
151.295,151.55,0.255,other,0.9266
151.605,151.62,0.015,vocal,0.6485
151.67,151.69,0.02,other,0.7851
151.76,151.78,0.02,other,0.7836
151.825,152.16,0.335,other,0.8227
152.215,152.25,0.035,vocal,0.8738
152.295,152.33,0.035,vocal,0.7174
152.435,152.935,0.5,other,0.6921
152.935,153.28,0.345,other,0.4393
153.335,153.34,0.005,vocal,0.489
153.395,153.68,0.285,vocal,0.7635
153.735,153.74,0.005,vocal,0.4128
153.795,153.82,0.025,other,0.3187
153.905,154.01,0.105,vocal,0.6376
154.055,154.12,0.065,vocal,0.7404
154.175,154.18,0.005,silence,0.3944
154.295,154.64,0.345,other,0.5336
154.695,154.7,0.005,click,0.3597
154.875,154.9,0.025,other,0.3027
154.955,154.98,0.025,vocal,0.8196
155.095,155.24,0.145,vocal,0.5778
155.315,155.32,0.005,silence,0.4103
155.365,155.38,0.015,vocal,0.4441
155.435,155.46,0.025,vocal,0.8303
155.53,155.79,0.26,vocal,0.733
155.845,156.05,0.205,vocal,0.6455
156.095,156.12,0.025,vocal,0.4645
156.175,156.24,0.065,vocal,0.4533
156.335,156.36,0.025,silence,0.3059
156.415,156.44,0.025,vocal,0.496
156.595,156.64,0.045,vocal,0.3673
156.695,156.77,0.075,other,0.7057
156.835,156.885,0.05,vocal,0.6199
156.935,157.22,0.285,other,0.8445
157.265,157.32,0.055,other,0.4144
157.375,157.48,0.105,vocal,0.4993
157.535,157.54,0.005,silence,0.6132
157.635,157.66,0.025,vocal,0.3825
157.855,158.0,0.145,vocal,0.4839
158.045,158.05,0.005,silence,0.6115
158.195,158.36,0.165,vocal,0.3575
158.475,158.5,0.025,other,0.4226
158.595,158.68,0.085,other,0.6564
158.735,158.825,0.09,silence,0.5013
158.875,158.92,0.045,vocal,0.6435
158.975,158.98,0.005,silence,0.3655
159.035,159.04,0.005,silence,0.4246
159.095,159.1,0.005,silence,0.3825
159.195,159.2,0.005,silence,0.3904
159.325,159.36,0.035,other,0.6238
159.415,159.42,0.005,silence,0.4114
159.515,159.52,0.005,silence,0.5154
159.585,159.64,0.055,other,0.5582
159.715,159.72,0.005,silence,0.5984
159.775,159.78,0.005,silence,0.5142
159.885,159.92,0.035,vocal,0.477
159.975,159.98,0.005,silence,0.4104
160.115,160.34,0.225,other,0.3591
160.44,160.445,0.005,other,0.4025
160.755,160.76,0.005,silence,0.6192
160.815,160.82,0.005,silence,0.5756
161.015,161.05,0.035,click,0.4397
161.435,161.56,0.125,other,0.8103
162.045,162.115,0.07,other,0.4886
162.595,162.61,0.015,vocal,0.5613
162.655,162.665,0.01,vocal,0.8605
162.85,162.855,0.005,vocal,0.4376
163.215,163.22,0.005,other,0.4336
163.3,163.305,0.005,vocal,0.3893
163.815,163.825,0.01,vocal,0.9416
164.23,164.255,0.025,other,0.5453
164.3,164.31,0.01,other,0.5816
164.73,164.735,0.005,vocal,0.8535
164.98,164.985,0.005,vocal,0.7682
165.04,165.045,0.005,silence,0.3765
165.15,165.155,0.005,other,0.4504
165.42,165.425,0.005,other,0.4235
165.94,165.945,0.005,vocal,0.6447
166.27,166.275,0.005,silence,0.4252
166.43,166.435,0.005,silence,0.4205
166.65,166.655,0.005,silence,0.5476
167.09,167.095,0.005,silence,0.4001
167.16,167.215,0.055,vocal,0.4233
167.27,167.275,0.005,other,0.5632
167.38,167.385,0.005,vocal,0.6339
167.47,167.475,0.005,silence,0.416
167.71,167.715,0.005,vocal,0.5149
168.01,168.015,0.005,silence,0.4546
168.23,168.235,0.005,silence,0.5202
168.51,168.565,0.055,other,0.8649
168.67,168.675,0.005,silence,0.3152
168.95,168.965,0.015,vocal,0.9171
169.05,169.085,0.035,vocal,0.3841
170.025,170.075,0.05,click,0.7935
170.21,170.215,0.005,vocal,0.4801
170.285,170.29,0.005,vocal,0.532
170.49,170.5,0.01,vocal,0.6158
170.545,170.55,0.005,vocal,0.4676
171.045,171.05,0.005,vocal,0.3373
171.145,171.38,0.235,other,0.6299
171.485,171.49,0.005,vocal,0.5202
171.625,171.74,0.115,vocal,0.5148
171.805,171.92,0.115,vocal,0.4715
172.01,172.05,0.04,vocal,0.5721
172.095,172.15,0.055,vocal,0.3939
172.205,172.31,0.105,vocal,0.5021
172.365,172.67,0.305,other,0.8513
172.725,172.77,0.045,other,0.5315
172.845,172.87,0.025,vocal,0.4017
172.925,172.93,0.005,vocal,0.3695
173.045,173.145,0.1,vocal,0.5973
173.205,173.215,0.01,vocal,0.402
173.265,173.31,0.045,silence,0.6061
173.355,173.415,0.06,vocal,0.7333
173.5,173.545,0.045,vocal,0.6725
173.605,173.61,0.005,vocal,0.3505
173.745,173.755,0.01,vocal,0.7058
174.27,174.315,0.045,vocal,0.4741
174.36,174.365,0.005,other,0.7266
174.68,174.715,0.035,vocal,0.7622
174.965,175.005,0.04,vocal,0.5909
175.05,175.095,0.045,vocal,0.4101
175.36,175.375,0.015,silence,0.4531
175.42,175.425,0.005,silence,0.4943
175.51,175.545,0.035,vocal,0.5078
175.59,175.595,0.005,silence,0.6155
175.74,175.745,0.005,silence,0.3784
175.8,175.865,0.065,vocal,0.4321
175.92,176.045,0.125,other,0.4092
176.18,176.26,0.08,other,0.3627
176.38,176.465,0.085,other,0.4556
176.82,176.825,0.005,vocal,0.5739
176.995,177.0,0.005,vocal,0.6292
177.16,177.17,0.01,other,0.6458
177.495,177.575,0.08,vocal,0.8122
177.625,177.71,0.085,vocal,0.5338
177.795,177.8,0.005,silence,0.4178
177.855,177.87,0.015,vocal,0.5377
177.955,177.96,0.005,vocal,0.522
178.07,178.24,0.17,vocal,0.6366
178.315,178.48,0.165,other,0.7329
178.525,178.68,0.155,other,0.4942
178.815,178.82,0.005,silence,0.5979
178.875,178.88,0.005,silence,0.3799
179.035,179.04,0.005,silence,0.4109
179.115,179.46,0.345,vocal,0.5402
179.615,179.63,0.015,vocal,0.5247
179.725,179.795,0.07,vocal,0.9969
179.855,179.86,0.005,vocal,0.4959
179.935,179.94,0.005,vocal,0.4004
180.22,180.225,0.005,vocal,0.5023
180.55,180.6,0.05,other,0.9299
180.675,180.835,0.16,other,0.7886
180.89,180.985,0.095,click,0.5686
181.19,181.195,0.005,silence,0.4902
181.38,181.465,0.085,vocal,0.7352
181.55,181.735,0.185,silence,0.4338
181.81,181.815,0.005,silence,0.5549
181.87,181.915,0.045,vocal,0.5114
182.03,182.035,0.005,silence,0.3904
182.14,182.295,0.155,vocal,0.5725
182.34,182.365,0.025,vocal,0.4145
182.49,182.495,0.005,vocal,0.4806
182.7,182.705,0.005,vocal,0.3977
182.77,182.775,0.005,silence,0.3917
182.83,182.835,0.005,vocal,0.8919
182.93,182.935,0.005,vocal,0.6969
183.39,183.395,0.005,vocal,0.4556
183.87,183.88,0.01,vocal,0.6507
183.935,183.94,0.005,vocal,0.3778
184.485,184.49,0.005,vocal,0.4142
184.635,184.64,0.005,vocal,0.3851
184.865,185.09,0.225,other,0.8785
185.155,185.17,0.015,silence,0.414
185.235,185.24,0.005,other,0.2974
185.285,185.3,0.015,vocal,0.371
185.375,185.415,0.04,other,0.8471
185.685,185.69,0.005,silence,0.5595
185.92,186.03,0.11,vocal,0.6171
186.185,186.19,0.005,silence,0.4037
186.545,186.64,0.095,other,0.8002
186.705,186.71,0.005,vocal,0.4526
187.365,187.38,0.015,other,0.7231
188.68,188.765,0.085,other,0.8646
188.86,188.865,0.005,silence,0.4295
189.02,189.025,0.005,silence,0.4715
189.19,189.195,0.005,silence,0.5465
189.24,189.285,0.045,vocal,0.4221
189.36,189.425,0.065,vocal,0.7165
189.6,189.605,0.005,silence,0.5207
189.88,189.885,0.005,silence,0.5556
190.43,190.435,0.005,silence,0.541
191.62,191.625,0.005,vocal,0.3927
191.86,191.865,0.005,other,0.5209
192.02,192.03,0.01,other,0.699
192.84,192.845,0.005,click,0.446
194.715,194.72,0.005,other,0.3374
195.195,195.205,0.01,other,0.4868
195.395,195.4,0.005,silence,0.5242
195.515,195.56,0.045,silence,0.5423
195.68,195.7,0.02,vocal,0.8995
196.16,196.165,0.005,vocal,0.4232
196.765,196.77,0.005,silence,0.3322
196.955,196.96,0.005,silence,0.5188
197.115,197.12,0.005,silence,0.5201
197.335,197.34,0.005,silence,0.5209
197.575,197.58,0.005,silence,0.4862
197.635,197.68,0.045,vocal,0.3909
197.775,197.78,0.005,other,0.4408
197.975,197.98,0.005,silence,0.6442
198.055,198.06,0.005,silence,0.4987
198.215,198.22,0.005,silence,0.4499
198.495,198.5,0.005,silence,0.4497
198.925,198.945,0.02,other,0.5076
198.995,199.0,0.005,silence,0.4348
199.815,199.82,0.005,silence,0.6391
200.395,200.4,0.005,silence,0.3957
200.69,200.72,0.03,other,0.4961
201.305,201.31,0.005,vocal,0.4762
202.215,202.22,0.005,silence,0.4622
202.435,202.44,0.005,click,0.3722
202.655,202.68,0.025,vocal,0.6976
203.935,203.94,0.005,silence,0.4507
204.255,204.26,0.005,other,0.6233
204.395,204.4,0.005,vocal,0.5329
204.575,204.58,0.005,silence,0.4725
204.775,204.78,0.005,silence,0.4439
205.255,205.26,0.005,other,0.4969
206.015,206.08,0.065,vocal,0.4316
206.275,206.28,0.005,vocal,0.3586
206.395,206.4,0.005,silence,0.4972
206.455,206.46,0.005,silence,0.3404
206.575,206.61,0.035,vocal,0.6591
206.655,206.7,0.045,silence,0.4884
206.855,206.88,0.025,vocal,0.307
206.935,206.94,0.005,silence,0.4194
207.115,207.12,0.005,silence,0.4304
207.655,207.66,0.005,silence,0.4187
207.73,207.74,0.01,click,0.6199
207.875,207.88,0.005,silence,0.5474
208.0,208.04,0.04,click,0.5088
208.335,208.34,0.005,silence,0.5034
208.435,208.44,0.005,silence,0.4025
208.895,208.9,0.005,silence,0.3539
209.175,209.19,0.015,vocal,0.6584
209.365,209.37,0.005,other,0.4266
209.455,209.46,0.005,silence,0.3949
209.755,209.78,0.025,vocal,0.2754
209.915,209.92,0.005,silence,0.4399
210.255,210.26,0.005,silence,0.4112
210.505,210.51,0.005,vocal,0.654
210.675,210.68,0.005,other,0.5541
211.095,211.1,0.005,silence,0.5288
211.175,211.24,0.065,click,0.4101
211.295,211.3,0.005,silence,0.4495
211.445,211.45,0.005,silence,0.451
211.715,211.74,0.025,vocal,0.4349
212.155,212.16,0.005,click,0.3796
212.235,212.24,0.005,silence,0.5183
212.315,212.34,0.025,click,0.6609
212.525,212.53,0.005,silence,0.3905
213.235,213.24,0.005,silence,0.5283
213.295,213.33,0.035,vocal,0.8858
213.385,213.41,0.025,silence,0.3454
213.725,213.77,0.045,other,0.6457
214.015,214.02,0.005,silence,0.5366
214.315,214.36,0.045,other,0.3493
214.735,214.74,0.005,silence,0.4039
214.895,214.9,0.005,silence,0.4001
215.315,215.32,0.005,other,0.3712
215.585,215.59,0.005,vocal,0.4405
215.705,215.72,0.015,vocal,0.4209
218.215,218.22,0.005,other,0.3721
220.455,220.485,0.03,vocal,0.7406
220.88,220.89,0.01,vocal,0.6565
221.145,221.15,0.005,other,0.5961
222.03,222.04,0.01,other,0.4556
223.86,223.865,0.005,vocal,0.6445
224.335,224.34,0.005,other,0.4188
224.445,224.455,0.01,vocal,0.6575
224.545,224.55,0.005,silence,0.3037
224.95,225.005,0.055,vocal,0.5344
226.58,226.585,0.005,vocal,0.4929
226.94,226.945,0.005,vocal,0.4816
227.3,227.305,0.005,silence,0.4269
227.42,227.425,0.005,silence,0.3846
228.12,228.125,0.005,silence,0.3403
228.46,228.505,0.045,vocal,0.2919
228.92,228.925,0.005,vocal,0.3675
229.08,229.115,0.035,other,0.5084
229.4,229.405,0.005,silence,0.4276
229.5,229.505,0.005,vocal,0.4193
230.01,230.015,0.005,other,0.5308
230.98,230.985,0.005,vocal,0.5421
233.04,233.045,0.005,vocal,0.4595
234.22,234.23,0.01,vocal,0.965
234.335,234.34,0.005,silence,0.3679
234.785,234.9,0.115,other,0.5445
235.205,235.21,0.005,other,0.5235
235.325,235.33,0.005,vocal,0.725
235.4,235.405,0.005,vocal,0.6824
235.595,235.6,0.005,silence,0.5133
235.89,236.0,0.11,vocal,0.9289
236.075,236.08,0.005,silence,0.3155
236.155,236.16,0.005,silence,0.4001
236.235,236.45,0.215,other,0.927
236.495,236.5,0.005,silence,0.4448
236.615,236.71,0.095,other,0.5757
236.865,236.91,0.045,vocal,0.4263
237.095,237.1,0.005,silence,0.4364
237.325,237.33,0.005,click,0.4039
237.375,237.4,0.025,vocal,0.3036
237.465,237.56,0.095,silence,0.3083
237.605,237.72,0.115,other,0.6106
237.765,237.78,0.015,click,0.4074
237.875,237.9,0.025,vocal,0.3776
238.22,238.34,0.12,other,0.8627
238.535,238.59,0.055,vocal,0.7059
238.655,238.66,0.005,silence,0.6102
239.16,239.165,0.005,other,0.7525
239.245,239.25,0.005,click,0.5698
239.435,239.445,0.01,vocal,0.6273
239.655,239.66,0.005,vocal,0.342
240.04,240.045,0.005,silence,0.409
240.12,240.125,0.005,vocal,0.4965
240.32,240.465,0.145,vocal,0.6557
240.55,240.565,0.015,vocal,0.7443
240.62,240.775,0.155,other,0.8757
240.89,240.895,0.005,vocal,0.4116
241.24,241.245,0.005,silence,0.472
241.51,241.575,0.065,vocal,0.9733
241.62,241.705,0.085,vocal,0.3705
241.76,241.855,0.095,other,0.544
241.92,242.095,0.175,vocal,0.4805
242.175,242.185,0.01,vocal,0.6293
242.26,242.275,0.015,vocal,0.5286
242.33,242.385,0.055,vocal,0.5158
242.43,242.475,0.045,vocal,0.4798
242.53,242.535,0.005,silence,0.3691
242.59,242.635,0.045,silence,0.3426
242.77,242.775,0.005,silence,0.3437
243.13,243.155,0.025,other,0.6985
243.25,243.255,0.005,silence,0.3582
243.7,243.855,0.155,other,0.9777
243.91,243.99,0.08,silence,0.321
244.085,244.14,0.055,vocal,0.4028
244.205,244.22,0.015,vocal,0.4285
244.355,244.36,0.005,vocal,0.3789
244.475,244.55,0.075,vocal,0.6937
244.735,244.74,0.005,vocal,0.5377
244.785,244.79,0.005,silence,0.4057
244.965,245.0,0.035,silence,0.4392
245.085,245.13,0.045,vocal,0.5637
245.175,245.19,0.015,click,0.3433
245.265,245.31,0.045,vocal,0.4351
245.485,245.92,0.435,other,0.6983
245.965,245.97,0.005,vocal,0.4768
246.055,246.17,0.115,vocal,0.5772
246.225,246.25,0.025,vocal,0.2824
246.305,246.355,0.05,other,0.2982
246.44,246.49,0.05,other,0.7322
246.81,246.815,0.005,silence,0.3472
246.865,246.915,0.05,other,0.811
246.96,247.065,0.105,vocal,0.6256
247.135,247.145,0.01,vocal,0.7182
247.21,247.415,0.205,other,0.6683
247.6,247.625,0.025,vocal,0.7163
247.73,247.805,0.075,vocal,0.7945
247.86,247.865,0.005,vocal,0.3797
247.99,248.065,0.075,other,0.8342
248.12,248.175,0.055,other,0.4875
248.23,248.245,0.015,vocal,0.6926
248.36,248.365,0.005,silence,0.5159
248.6,248.685,0.085,vocal,0.4451
248.82,248.825,0.005,silence,0.5701
248.9,248.905,0.005,vocal,0.4136
248.96,248.965,0.005,silence,0.3865
249.08,249.095,0.015,vocal,0.8109
249.615,249.66,0.045,vocal,0.9389
249.74,249.77,0.03,vocal,0.7709
250.235,250.24,0.005,vocal,0.4325
250.435,250.44,0.005,silence,0.3899
250.635,250.64,0.005,other,0.4283
250.855,250.905,0.05,vocal,0.8363
250.965,251.04,0.075,vocal,0.7064
251.295,251.305,0.01,vocal,0.8044
251.385,251.53,0.145,vocal,0.9205
251.585,251.61,0.025,vocal,0.286
251.955,251.96,0.005,vocal,0.7288
252.025,252.03,0.005,vocal,0.5309
252.115,252.175,0.06,vocal,0.8892
252.48,252.765,0.285,vocal,0.8712
253.515,253.585,0.07,vocal,0.9665
253.75,253.815,0.065,vocal,0.767
253.89,253.935,0.045,silence,0.5878
254.04,254.115,0.075,vocal,0.9006
254.27,254.275,0.005,vocal,0.3807
254.36,254.365,0.005,vocal,0.4593
254.43,254.435,0.005,vocal,0.5181
254.81,254.935,0.125,vocal,0.3523
254.99,254.995,0.005,vocal,0.3812
255.455,255.51,0.055,silence,0.4049
255.565,255.58,0.015,other,0.5348
255.885,255.89,0.005,other,0.5814
257.365,257.37,0.005,vocal,0.2901
258.2,258.285,0.085,vocal,0.6305
258.35,258.355,0.005,vocal,0.4195
258.77,258.78,0.01,other,0.5332
259.04,259.045,0.005,vocal,0.3415
259.1,259.225,0.125,vocal,0.476
259.28,259.325,0.045,click,0.3529
259.4,259.405,0.005,silence,0.4462
259.755,259.795,0.04,other,0.5679
259.98,260.0,0.02,other,0.5612
260.315,260.325,0.01,other,0.5113
260.395,260.41,0.015,vocal,0.8293
260.53,260.545,0.015,vocal,0.5146
260.825,260.86,0.035,other,0.5403
260.975,260.98,0.005,other,0.4597
261.205,261.23,0.025,other,0.7795
261.73,261.75,0.02,vocal,0.6057
261.805,261.82,0.015,click,0.4345
261.92,261.96,0.04,other,0.8125
262.215,262.22,0.005,silence,0.483
262.295,262.3,0.005,silence,0.5688
262.355,262.39,0.035,other,0.5025
262.475,262.48,0.005,vocal,0.6196
262.635,262.68,0.045,other,0.4811
262.735,262.74,0.005,vocal,0.4774
262.895,262.93,0.035,other,0.6362
262.995,263.05,0.055,other,0.6296
263.115,263.12,0.005,silence,0.3604
263.195,263.2,0.005,silence,0.314
263.545,263.55,0.005,other,0.4554
263.6,263.695,0.095,other,0.5866
263.84,263.92,0.08,other,0.7405
265.9,265.925,0.025,vocal,0.6813
266.93,267.045,0.115,other,0.9684
267.555,267.56,0.005,vocal,0.4207
268.065,268.22,0.155,other,0.9183
268.65,268.71,0.06,other,0.966
268.935,268.94,0.005,silence,0.5234
269.375,269.45,0.075,other,0.9775
269.585,269.63,0.045,other,0.9287
269.725,269.73,0.005,silence,0.4497
269.845,269.85,0.005,other,0.3047
270.125,270.13,0.005,silence,0.4637
270.33,270.335,0.005,other,0.3959
270.615,270.635,0.02,vocal,0.8174
270.825,270.86,0.035,silence,0.3629
271.455,271.48,0.025,other,0.7757
271.805,271.825,0.02,vocal,0.6202
271.885,271.89,0.005,silence,0.3553
272.355,272.535,0.18,other,0.6299
272.79,272.795,0.005,vocal,0.4601
272.96,272.965,0.005,vocal,0.4227
273.425,273.485,0.06,vocal,0.555
273.625,273.715,0.09,vocal,0.6316
275.47,275.475,0.005,silence,0.3332
277.7,277.71,0.01,vocal,0.9474
278.095,278.105,0.01,water,0.5504
279.095,279.25,0.155,vocal,0.9535
281.195,281.205,0.01,water,0.4345
282.055,282.06,0.005,other,0.3323
282.35,282.37,0.02,other,0.7657
282.585,282.605,0.02,other,0.8067
282.885,282.925,0.04,vocal,0.3263
283.135,283.18,0.045,other,0.8069
283.795,283.825,0.03,vocal,0.7086
283.875,283.92,0.045,vocal,0.5703
284.45,284.465,0.015,vocal,0.9547
284.515,284.52,0.005,silence,0.4668
285.035,285.06,0.025,other,0.8744
285.14,285.145,0.005,other,0.3902
286.41,286.415,0.005,vocal,0.4188
286.835,286.965,0.13,other,0.7769
287.015,287.085,0.07,other,0.9288
287.16,287.17,0.01,silence,0.4043
287.235,287.25,0.015,other,0.5767
287.83,287.885,0.055,other,0.9733
288.06,288.065,0.005,silence,0.4526
288.19,288.225,0.035,other,0.5469
288.81,288.895,0.085,other,0.9227
289.09,289.1,0.01,water,0.4418
289.22,289.23,0.01,other,0.6841
290.54,290.545,0.005,silence,0.3868
291.055,291.06,0.005,vocal,0.79
291.18,291.185,0.005,silence,0.4235
293.065,293.08,0.015,vocal,0.9304
293.155,293.175,0.02,vocal,0.9467
294.66,294.685,0.025,vocal,0.933
295.385,295.39,0.005,other,0.3388
295.435,295.44,0.005,silence,0.529
297.225,297.23,0.005,vocal,0.4703
297.585,297.59,0.005,other,0.3205
298.425,298.43,0.005,silence,0.3759
298.475,298.48,0.005,silence,0.4703
298.545,298.55,0.005,silence,0.3984
299.105,299.11,0.005,silence,0.4026
305.02,305.025,0.005,vocal,0.4432
305.2,305.205,0.005,vocal,0.3496
307.445,307.495,0.05,other,0.5161
307.645,307.71,0.065,other,0.7024
307.765,307.77,0.005,vocal,0.4416
307.895,307.9,0.005,silence,0.4667
313.785,313.79,0.005,click,0.9168
314.805,314.815,0.01,other,0.4828
315.12,315.125,0.005,silence,0.3225
318.84,318.855,0.015,vocal,0.5721
318.93,318.935,0.005,silence,0.5568
322.285,322.3,0.015,vocal,0.8819
324.545,324.55,0.005,vocal,0.4161
325.725,325.73,0.005,click,0.4668
325.78,325.89,0.11,vocal,0.442
325.945,325.95,0.005,vocal,0.5381
326.005,326.01,0.005,silence,0.5472
327.22,327.225,0.005,click,0.3168
328.885,328.935,0.05,other,0.7508
329.05,329.055,0.005,silence,0.3318
330.2,330.205,0.005,vocal,0.4021
330.585,330.595,0.01,vocal,0.5282
330.88,330.97,0.09,vocal,0.8912
331.02,331.025,0.005,other,0.4494
331.08,331.155,0.075,other,0.9023
331.22,331.225,0.005,silence,0.383
332.655,332.75,0.095,other,0.8942
332.83,332.85,0.02,vocal,0.4922
333.05,333.055,0.005,vocal,0.3144
333.8,333.825,0.025,click,0.5103
334.35,334.38,0.03,other,0.4953
334.98,335.15,0.17,vocal,0.6281
335.545,335.57,0.025,other,0.6072
335.655,335.875,0.22,other,0.4838
344.605,344.61,0.005,other,0.4613
345.265,345.28,0.015,vocal,0.3469
346.315,346.32,0.005,silence,0.559
348.74,348.76,0.02,click,0.4805
349.345,349.43,0.085,other,0.8395
350.12,350.21,0.09,other,0.9081
350.52,350.53,0.01,vocal,0.7674
350.83,350.88,0.05,other,0.4564
351.14,351.145,0.005,vocal,0.7479
351.375,351.43,0.055,other,0.9126
351.475,351.48,0.005,vocal,0.4529
351.805,351.92,0.115,other,0.9112
351.975,351.98,0.005,silence,0.3223
352.19,352.26,0.07,other,0.9895
352.345,352.395,0.05,vocal,0.7843
352.495,352.5,0.005,vocal,0.4903
352.565,352.57,0.005,other,0.4964
352.69,353.07,0.38,other,0.9291
353.125,353.18,0.055,other,0.9482
353.235,353.24,0.005,vocal,0.5185
353.285,353.34,0.055,vocal,0.8106
353.43,353.435,0.005,other,0.6119
353.485,353.75,0.265,other,0.9624
354.065,354.07,0.005,silence,0.3349
354.305,354.31,0.005,silence,0.4162
354.605,354.61,0.005,vocal,0.4484
354.745,354.75,0.005,vocal,0.4631
354.965,354.97,0.005,vocal,0.3991
355.465,355.47,0.005,silence,0.4137
355.705,355.71,0.005,vocal,0.5248
356.645,356.65,0.005,vocal,0.5539
363.38,363.41,0.03,vocal,0.4119
380.385,380.465,0.08,vocal,0.9212
380.78,380.865,0.085,vocal,0.7511
387.655,387.66,0.005,silence,0.3234
388.455,388.46,0.005,click,0.726
391.37,391.485,0.115,vocal,0.8839
392.365,392.41,0.045,vocal,0.6813
392.79,392.795,0.005,vocal,0.6221
393.34,393.42,0.08,vocal,0.966
393.725,393.73,0.005,vocal,0.5623
394.18,394.195,0.015,vocal,0.6683
394.575,394.58,0.005,vocal,0.6441
395.04,395.12,0.08,vocal,0.7406
395.39,395.395,0.005,vocal,0.4017
395.9,395.955,0.055,vocal,0.8684
396.635,396.69,0.055,vocal,0.5445
399.41,399.455,0.045,vocal,0.9442
402.25,402.28,0.03,vocal,0.6092
407.09,407.11,0.02,vocal,0.5056
407.19,407.195,0.005,vocal,0.4365
408.3,408.325,0.025,other,0.7293
412.0,412.015,0.015,vocal,0.9407
413.185,413.19,0.005,vocal,0.4971
413.43,413.435,0.005,vocal,0.4826
414.16,414.195,0.035,other,0.9662
414.44,414.85,0.41,other,0.7038
415.055,415.075,0.02,other,0.3848
415.12,415.13,0.01,other,0.3472
415.62,415.64,0.02,other,0.9293
417.71,417.715,0.005,vocal,0.5945
418.38,418.385,0.005,silence,0.519
419.61,420.11,0.5,other,0.9096
420.11,420.245,0.135,other,0.9034
420.325,420.495,0.17,other,0.4589
420.6,420.68,0.08,vocal,0.4417
420.74,420.8,0.06,other,0.8465
421.04,421.045,0.005,vocal,0.3345
421.185,421.24,0.055,vocal,0.9507
421.365,421.37,0.005,vocal,0.5014
422.0,422.02,0.02,other,0.6704
422.53,422.555,0.025,other,0.5169
422.825,422.865,0.04,other,0.5018
422.945,423.145,0.2,other,0.7254
423.22,423.225,0.005,other,0.3531
423.355,423.58,0.225,other,0.8293
423.635,423.65,0.015,other,0.5876
423.91,424.045,0.135,other,0.9987
424.125,424.13,0.005,other,0.6892
424.37,424.41,0.04,other,0.8955
424.575,424.63,0.055,other,0.9851
424.79,424.94,0.15,other,0.9413
425.17,425.18,0.01,water,0.8962
425.505,426.005,0.5,other,0.8116
426.005,426.505,0.5,silence,0.3859
426.505,426.765,0.26,water,0.5372
426.82,426.86,0.04,other,0.4423
426.925,426.975,0.05,other,0.9713
427.03,427.17,0.14,water,0.6668
427.295,427.33,0.035,other,0.8623
427.455,427.685,0.23,other,0.5883
427.745,427.765,0.02,other,0.4285
428.035,428.04,0.005,other,0.3832
428.195,428.21,0.015,water,0.4912
428.29,428.295,0.005,silence,0.4923
428.355,428.46,0.105,other,0.9389
428.555,428.56,0.005,silence,0.5349
428.975,428.98,0.005,other,0.3867
429.085,429.585,0.5,other,0.4834
429.585,430.085,0.5,other,0.5056
430.085,430.15,0.065,other,0.6385
430.28,430.355,0.075,other,0.8314
430.44,430.94,0.5,other,0.8385
430.94,431.44,0.5,other,0.7991
431.44,431.69,0.25,vocal,0.6714
431.755,432.125,0.37,silence,0.8207
432.175,432.21,0.035,vocal,0.903
432.26,432.32,0.06,vocal,0.9736
432.475,432.48,0.005,click,0.452
432.635,432.64,0.005,silence,0.3323
432.9,433.005,0.105,click,0.8049
433.095,433.1,0.005,vocal,0.5783
433.245,433.325,0.08,other,0.8539
433.985,434.05,0.065,other,0.6313
434.83,434.885,0.055,other,0.8558
435.84,435.895,0.055,vocal,0.751
436.385,436.395,0.01,other,0.6545
436.875,436.88,0.005,water,0.4789
437.095,437.1,0.005,vocal,0.3355
437.29,437.32,0.03,other,0.8243
437.835,437.845,0.01,water,0.7128
439.235,439.31,0.075,other,0.8603
439.445,439.595,0.15,other,0.5497
439.64,439.7,0.06,other,0.9123
439.985,439.995,0.01,water,0.8344
440.91,440.915,0.005,vocal,0.6201
440.985,441.3,0.315,other,0.9067
441.59,441.61,0.02,vocal,0.7185
441.7,441.705,0.005,silence,0.555
441.845,441.85,0.005,water,0.3103
441.905,441.91,0.005,silence,0.3025
442.13,442.195,0.065,other,0.9001
