start_s,end_s,duration_s,class,confidence
53.24,53.245,0.005,click,0.7625
53.355,53.36,0.005,click,0.8787
53.475,53.48,0.005,click,0.8828
53.975,53.98,0.005,click,0.8714
54.25,54.255,0.005,click,0.9071
54.67,54.855,0.185,silence,0.4522
54.91,54.915,0.005,click,0.9015
55.05,55.55,0.5,silence,0.8014
55.55,55.635,0.085,vocal,0.6823
55.71,55.715,0.005,click,0.872
55.77,55.935,0.165,silence,0.3543
55.99,55.995,0.005,click,0.8329
56.07,56.075,0.005,click,0.9243
56.17,56.355,0.185,other,0.6149
56.43,56.435,0.005,click,0.8833
56.51,56.515,0.005,click,0.8597
56.59,56.675,0.085,vocal,0.7498
56.83,56.835,0.005,click,0.8872
57.01,57.015,0.005,click,0.9108
57.43,57.455,0.025,water,0.7679
57.77,57.775,0.005,click,0.8591
58.465,58.47,0.005,click,0.9018
58.725,58.73,0.005,click,0.8882
58.825,58.87,0.045,vocal,0.5064
58.945,58.955,0.01,click,0.8747
59.005,59.01,0.005,click,0.8995
59.225,59.43,0.205,other,0.5198
59.505,59.77,0.265,silence,0.5552
59.845,60.11,0.265,silence,0.4489
60.205,60.21,0.005,click,0.8659
60.325,60.45,0.125,other,0.696
60.505,60.51,0.005,click,0.8705
60.665,60.67,0.005,click,0.8737
60.765,60.81,0.045,vocal,0.5058
60.865,60.89,0.025,water,0.6773
61.165,61.21,0.045,water,0.5166
62.025,62.03,0.005,click,0.8635
62.345,62.35,0.005,click,0.8737
62.94,62.945,0.005,click,0.8699
63.46,63.465,0.005,click,0.8239
63.68,63.685,0.005,click,0.8852
63.9,63.905,0.005,click,0.9019
63.96,64.045,0.085,vocal,0.7969
64.14,64.145,0.005,click,0.8803
64.26,64.265,0.005,click,0.8795
64.32,64.325,0.005,click,0.9159
64.38,64.505,0.125,vocal,0.3847
64.8,64.805,0.005,click,0.8775
64.9,64.925,0.025,water,0.5523
64.98,65.025,0.045,vocal,0.5111
65.08,65.085,0.005,click,0.8918
65.18,65.225,0.045,vocal,0.5448
65.28,65.285,0.005,click,0.9072
65.4,65.405,0.005,click,0.8513
65.67,65.675,0.005,click,0.7991
65.76,65.805,0.045,water,0.5427
65.9,65.905,0.005,click,0.816
66.28,66.305,0.025,water,0.8045
66.38,66.385,0.005,click,0.8744
66.7,66.705,0.005,click,0.8597
66.8,66.805,0.005,click,0.8701
66.86,66.885,0.025,water,0.7843
66.94,66.945,0.005,click,0.8839
67.04,67.165,0.125,other,0.4767
67.22,67.225,0.005,click,0.8959
67.3,67.305,0.005,click,0.8851
67.4,67.565,0.165,other,0.3749
67.94,67.945,0.005,click,0.8804
68.315,68.32,0.005,click,0.882
68.655,68.66,0.005,click,0.8916
69.075,69.08,0.005,click,0.8978
69.855,69.89,0.035,click,0.3378
70.235,70.32,0.085,vocal,0.795
70.375,70.42,0.045,vocal,0.5345
70.595,70.72,0.125,vocal,0.4887
70.775,70.78,0.005,click,0.885
71.135,71.14,0.005,click,0.8758
71.195,71.22,0.025,water,0.5515
71.495,71.5,0.005,click,0.9002
71.575,71.62,0.045,vocal,0.5754
71.755,71.76,0.005,click,0.9215
71.895,71.9,0.005,click,0.9071
72.255,72.32,0.065,vocal,0.7701
72.415,72.44,0.025,water,0.4597
72.575,72.58,0.005,click,0.8743
72.735,72.9,0.165,silence,0.4035
73.035,73.04,0.005,click,0.7953
73.175,73.18,0.005,click,0.9263
73.255,73.38,0.125,other,0.555
73.735,73.74,0.005,click,0.9043
73.815,73.82,0.005,click,0.8665
73.895,73.9,0.005,click,0.9099
74.075,74.08,0.005,click,0.8842
74.195,74.24,0.045,vocal,0.6475
74.375,74.38,0.005,click,0.8475
74.535,74.7,0.165,vocal,0.444
74.755,74.76,0.005,click,0.9123
74.835,74.84,0.005,click,0.8765
74.975,75.14,0.165,silence,0.3606
75.43,75.44,0.01,water,0.5394
75.675,75.68,0.005,click,0.8867
76.055,76.06,0.005,click,0.8843
76.17,76.175,0.005,click,0.9117
76.47,76.475,0.005,click,0.9101
76.87,76.92,0.05,vocal,0.7721
76.97,76.975,0.005,click,0.8717
77.23,77.235,0.005,click,0.8687
77.31,77.315,0.005,click,0.8767
77.51,77.515,0.005,click,0.835
77.57,77.655,0.085,vocal,0.7593
77.91,77.915,0.005,click,0.8737
78.03,78.095,0.065,vocal,0.8002
78.31,78.335,0.025,water,0.7928
78.43,78.475,0.045,water,0.5233
78.53,78.535,0.005,click,0.9001
78.59,78.595,0.005,click,0.9226
78.71,78.735,0.025,water,0.7478
78.83,78.835,0.005,click,0.882
78.91,78.915,0.005,click,0.8996
79.13,79.135,0.005,click,0.8482
79.27,79.335,0.065,vocal,0.8686
79.45,79.455,0.005,click,0.9023
79.55,79.595,0.045,vocal,0.5133
79.71,79.715,0.005,click,0.8769
79.83,79.835,0.005,click,0.862
79.91,80.015,0.105,vocal,0.5814
80.09,80.135,0.045,water,0.5482
80.27,80.415,0.145,vocal,0.3728
80.61,80.695,0.085,vocal,0.7599
80.77,80.795,0.025,water,0.6478
80.93,80.955,0.025,water,0.7642
81.01,81.51,0.5,silence,0.7898
81.51,81.575,0.065,vocal,0.7904
81.63,81.635,0.005,click,0.9001
81.71,81.935,0.225,other,0.6214
82.13,82.235,0.105,vocal,0.6415
82.29,82.315,0.025,water,0.6319
82.45,82.455,0.005,click,0.8921
82.57,82.575,0.005,click,0.9017
82.63,82.775,0.145,other,0.4283
82.87,82.875,0.005,click,0.8742
83.07,83.075,0.005,click,0.8994
84.305,84.33,0.025,water,0.7294
84.41,84.43,0.02,water,0.6058
84.665,84.67,0.005,click,0.8911
84.725,84.73,0.005,click,0.8643
84.825,84.85,0.025,water,0.8683
85.165,85.25,0.085,vocal,0.6816
85.305,85.31,0.005,click,0.9075
85.685,85.73,0.045,vocal,0.3893
86.465,86.53,0.065,vocal,0.8937
86.66,86.665,0.005,click,0.7722
86.845,86.85,0.005,click,0.9101
86.905,86.93,0.025,water,0.727
87.39,87.43,0.04,vocal,0.4704
87.625,87.63,0.005,click,0.9025
88.04,88.065,0.025,water,0.6458
88.36,88.365,0.005,click,0.8576
88.42,88.425,0.005,click,0.9143
88.48,88.545,0.065,vocal,0.8764
88.66,88.785,0.125,vocal,0.4678
88.88,88.925,0.045,vocal,0.5107
89.1,89.205,0.105,vocal,0.5593
89.36,89.505,0.145,vocal,0.424
89.94,89.945,0.005,click,0.8868
90.16,90.245,0.085,vocal,0.7068
90.48,90.485,0.005,click,0.8898
90.54,90.565,0.025,water,0.7558
90.64,90.665,0.025,water,0.6244
90.74,90.765,0.025,water,0.5074
90.88,90.985,0.105,vocal,0.6138
91.04,91.045,0.005,click,0.887
91.4,91.405,0.005,click,0.9206
91.735,91.74,0.005,click,0.8766
91.875,91.88,0.005,click,0.8805
92.035,92.2,0.165,silence,0.4002
92.395,92.895,0.5,other,0.4911
92.895,93.12,0.225,other,0.4807
93.195,93.46,0.265,silence,0.4819
93.515,93.84,0.325,silence,0.599
93.955,93.96,0.005,click,0.888
94.075,94.14,0.065,vocal,0.8573
94.195,94.22,0.025,water,0.7578
94.435,94.44,0.005,click,0.9087
94.515,94.56,0.045,water,0.4423
94.615,94.66,0.045,water,0.4643
94.95,94.955,0.005,click,0.9167
95.03,95.075,0.045,vocal,0.5045
95.31,95.375,0.065,vocal,0.7181
95.47,95.475,0.005,click,0.8881
95.69,95.855,0.165,other,0.4618
96.05,96.055,0.005,click,0.8566
96.13,96.135,0.005,click,0.8844
96.19,96.235,0.045,water,0.5811
96.35,96.355,0.005,click,0.894
96.43,96.435,0.005,click,0.8829
96.51,96.515,0.005,click,0.8642
96.59,96.635,0.045,water,0.5588
96.73,96.775,0.045,water,0.5655
96.85,96.935,0.085,vocal,0.6799
96.99,97.155,0.165,other,0.4599
97.25,97.355,0.105,vocal,0.5887
97.41,97.475,0.065,vocal,0.8238
97.59,97.595,0.005,click,0.8656
97.65,97.715,0.065,vocal,0.6242
97.79,97.855,0.065,vocal,0.8429
98.07,98.255,0.185,silence,0.4919
98.525,98.53,0.005,click,0.9168
98.625,98.63,0.005,click,0.8477
98.885,98.93,0.045,vocal,0.5362
99.005,99.07,0.065,vocal,0.6814
99.185,99.53,0.345,other,0.6371
99.585,99.91,0.325,silence,0.5448
99.965,100.43,0.465,other,0.6636
100.565,100.65,0.085,vocal,0.6453
100.905,101.05,0.145,other,0.4081
101.165,101.17,0.005,click,0.8765
101.225,101.23,0.005,click,0.9011
101.285,101.39,0.105,vocal,0.513
102.08,102.085,0.005,click,0.8575
102.14,102.145,0.005,click,0.8832
102.26,102.305,0.045,water,0.4395
102.46,102.465,0.005,click,0.9226
102.52,102.585,0.065,vocal,0.7563
102.64,102.645,0.005,click,0.8878
102.82,102.825,0.005,click,0.8758
102.9,102.985,0.085,vocal,0.7958
103.06,103.145,0.085,vocal,0.7871
103.22,103.365,0.145,vocal,0.4492
103.42,103.425,0.005,click,0.802
103.56,103.765,0.205,other,0.8708
103.9,104.165,0.265,other,0.441
104.26,104.525,0.265,silence,0.5131
104.62,104.625,0.005,click,0.9035
104.68,104.845,0.165,silence,0.3993
105.535,105.56,0.025,water,0.8019
105.695,105.7,0.005,click,0.9086
105.915,105.94,0.025,water,0.7074
106.215,106.26,0.045,water,0.5573
106.315,106.4,0.085,vocal,0.7824
106.575,106.58,0.005,click,0.8852
106.635,106.66,0.025,water,0.5978
106.715,106.74,0.025,water,0.7465
106.815,106.82,0.005,click,0.8764
107.015,107.02,0.005,click,0.9119
107.175,107.18,0.005,click,0.9093
107.415,107.44,0.025,water,0.6453
107.515,107.62,0.105,vocal,0.5236
107.775,107.84,0.065,vocal,0.8951
107.895,108.005,0.11,other,0.3193
108.115,108.12,0.005,click,0.8663
108.315,108.4,0.085,vocal,0.8028
108.59,108.595,0.005,click,0.858
108.675,108.715,0.04,vocal,0.5546
108.9,108.905,0.005,click,0.8051
108.99,109.135,0.145,vocal,0.4426
109.41,109.575,0.165,other,0.6454
109.65,109.975,0.325,other,0.4667
110.09,110.275,0.185,silence,0.4153
110.41,110.415,0.005,click,0.8442
110.49,110.535,0.045,vocal,0.4497
110.83,110.835,0.005,click,0.8209
110.91,110.935,0.025,water,0.7353
111.01,111.015,0.005,click,0.8705
111.27,111.275,0.005,click,0.8153
111.47,111.475,0.005,click,0.8983
111.57,111.575,0.005,click,0.8772
111.83,111.835,0.005,click,0.9032
112.005,112.01,0.005,click,0.8849
112.19,112.195,0.005,click,0.8608
112.485,112.49,0.005,click,0.8769
112.845,112.85,0.005,click,0.885
112.985,112.99,0.005,click,0.8515
113.065,113.07,0.005,click,0.8986
113.125,113.15,0.025,water,0.7068
113.425,113.43,0.005,click,0.9064
113.485,113.51,0.025,water,0.8161
113.565,113.57,0.005,click,0.7454
113.625,113.71,0.085,vocal,0.7414
113.785,113.79,0.005,click,0.9186
113.905,114.29,0.385,silence,0.6786
114.345,114.39,0.045,water,0.5333
114.445,114.71,0.265,silence,0.649
114.765,115.07,0.305,silence,0.5866
115.205,115.21,0.005,click,0.8617
115.285,115.29,0.005,click,0.8963
115.365,115.37,0.005,click,0.8722
115.445,115.45,0.005,click,0.8692
115.74,115.745,0.005,click,0.8855
116.06,116.065,0.005,click,0.9109
116.12,116.125,0.005,click,0.8857
116.28,116.325,0.045,vocal,0.4826
116.38,116.385,0.005,click,0.8696
116.48,116.485,0.005,click,0.8964
116.68,116.705,0.025,water,0.6062
116.78,116.845,0.065,vocal,0.7738
116.96,116.965,0.005,click,0.9044
117.02,117.225,0.205,other,0.4507
117.28,117.685,0.405,silence,0.7572
117.74,118.065,0.325,other,0.6018
118.14,118.425,0.285,silence,0.5681
118.5,118.505,0.005,click,0.8646
118.62,118.625,0.005,click,0.8689
118.7,118.805,0.105,vocal,0.6484
118.86,118.865,0.005,click,0.8655
119.115,119.16,0.045,water,0.4332
119.235,119.28,0.045,vocal,0.4744
119.395,119.8,0.405,silence,0.4928
119.855,119.86,0.005,click,0.8767
119.915,120.08,0.165,silence,0.4089
120.195,120.46,0.265,other,0.3998
120.635,120.76,0.125,other,0.4498
121.035,121.08,0.045,water,0.5056
121.155,121.16,0.005,click,0.879
121.255,121.26,0.005,click,0.8924
121.375,121.38,0.005,click,0.878
121.475,121.64,0.165,other,0.4835
121.835,121.88,0.045,water,0.5847
122.015,122.02,0.005,click,0.8721
122.275,122.28,0.005,click,0.8847
122.55,122.555,0.005,click,0.8713
122.63,122.755,0.125,vocal,0.4436
122.93,122.975,0.045,water,0.5545
123.05,123.55,0.5,silence,0.8044
123.55,123.575,0.025,water,0.712
123.63,123.635,0.005,click,0.9054
123.69,124.19,0.5,silence,0.5437
124.19,124.355,0.165,silence,0.4223
124.41,124.415,0.005,click,0.9043
124.51,124.715,0.205,other,0.4443
124.77,124.855,0.085,vocal,0.6942
124.91,125.155,0.245,silence,0.4428
125.29,125.335,0.045,vocal,0.4261
125.39,125.575,0.185,silence,0.4089
125.73,125.775,0.045,water,0.5616
125.93,125.935,0.005,click,0.8614
126.545,126.55,0.005,click,0.924
126.665,126.67,0.005,click,0.8641
126.825,126.87,0.045,water,0.4624
127.045,127.09,0.045,water,0.5799
127.265,127.27,0.005,click,0.8991
127.345,127.43,0.085,vocal,0.8467
127.605,127.63,0.025,water,0.8116
127.685,127.71,0.025,water,0.7843
127.825,127.87,0.045,vocal,0.4218
127.925,128.27,0.345,silence,0.6809
128.345,128.35,0.005,click,0.8804
128.405,128.65,0.245,silence,0.5629
128.745,128.79,0.045,water,0.4731
128.865,129.13,0.265,other,0.5836
129.205,129.43,0.225,other,0.6437
129.665,129.83,0.165,other,0.4518
130.045,130.17,0.125,other,0.5361
130.465,130.55,0.085,vocal,0.8104
130.88,130.885,0.005,click,0.8565
131.3,131.305,0.005,click,0.9061
131.74,131.745,0.005,click,0.9065
131.96,132.045,0.085,vocal,0.7177
132.16,132.165,0.005,click,0.885
132.36,132.405,0.045,vocal,0.5814
132.48,132.585,0.105,vocal,0.765
132.8,132.805,0.005,click,0.9101
132.86,132.885,0.025,water,0.8101
132.94,132.945,0.005,click,0.9018
133.06,133.085,0.025,water,0.6379
133.14,133.325,0.185,silence,0.3822
133.42,133.425,0.005,click,0.8618
133.64,133.645,0.005,click,0.8991
133.7,133.745,0.045,water,0.587
133.94,134.185,0.245,silence,0.4888
134.26,134.565,0.305,silence,0.4664
134.66,134.665,0.005,click,0.8571
134.72,135.025,0.305,silence,0.5658
135.1,135.285,0.185,silence,0.4069
135.955,135.96,0.005,click,0.9023
136.015,136.06,0.045,vocal,0.418
136.395,136.4,0.005,click,0.8892
136.455,136.5,0.045,vocal,0.4652
136.695,136.74,0.045,vocal,0.4535
136.855,136.92,0.065,vocal,0.7329
137.035,137.04,0.005,click,0.8864
137.115,137.26,0.145,other,0.6774
137.395,137.44,0.045,water,0.4762
137.515,137.66,0.145,vocal,0.408
137.755,137.78,0.025,water,0.6785
137.895,137.98,0.085,vocal,0.7613
138.055,138.06,0.005,click,0.8725
138.315,138.44,0.125,other,0.4182
138.495,138.5,0.005,click,0.8907
138.775,138.8,0.025,water,0.5614
138.875,138.92,0.045,vocal,0.4723
138.975,139.04,0.065,vocal,0.8081
139.175,139.18,0.005,click,0.9006
139.255,139.28,0.025,water,0.7872
139.475,139.58,0.105,vocal,0.6694
139.635,139.64,0.005,click,0.8814
139.715,139.72,0.005,click,0.8854
139.815,139.82,0.005,click,0.9118
140.19,140.235,0.045,vocal,0.4876
140.55,140.575,0.025,water,0.7173
140.69,140.735,0.045,vocal,0.5487
140.89,140.895,0.005,click,0.9221
141.01,141.195,0.185,silence,0.4149
141.25,141.255,0.005,click,0.8855
141.31,141.315,0.005,click,0.848
141.39,141.495,0.105,vocal,0.6597
141.55,141.655,0.105,vocal,0.5486
141.73,141.735,0.005,click,0.8798
141.83,141.855,0.025,water,0.7255
141.91,141.975,0.065,vocal,0.8593
142.13,142.175,0.045,water,0.4227
142.23,142.235,0.005,click,0.8896
142.29,142.435,0.145,other,0.4369
142.49,142.495,0.005,click,0.8564
142.59,142.715,0.125,other,0.4847
142.91,143.115,0.205,silence,0.5071
143.17,143.215,0.045,water,0.5437
143.31,143.395,0.085,vocal,0.7938
143.47,143.795,0.325,silence,0.5544
143.985,143.99,0.005,click,0.8522
144.145,144.21,0.065,vocal,0.7723
144.465,144.51,0.045,water,0.538
144.745,144.83,0.085,vocal,0.7077
145.025,145.03,0.005,click,0.8926
145.485,145.49,0.005,click,0.8696
145.545,145.61,0.065,vocal,0.7663
145.745,145.91,0.165,silence,0.4608
145.985,145.99,0.005,click,0.9036
146.065,146.11,0.045,water,0.4426
146.165,146.19,0.025,water,0.6335
146.245,146.35,0.105,vocal,0.5608
146.485,146.71,0.225,other,0.4636
146.845,147.15,0.305,other,0.577
147.225,147.65,0.425,silence,0.7058
147.765,147.93,0.165,other,0.3576
148.18,148.23,0.05,vocal,0.5259
148.285,148.31,0.025,water,0.5842
148.48,148.485,0.005,click,0.8974
148.58,148.585,0.005,click,0.896
148.64,148.685,0.045,vocal,0.7158
148.76,148.765,0.005,click,0.8991
148.9,148.985,0.085,vocal,0.8232
149.04,149.085,0.045,water,0.571
149.22,149.225,0.005,click,0.9029
149.3,149.305,0.005,click,0.9049
149.44,149.485,0.045,water,0.6907
149.6,149.605,0.005,click,0.8847
149.72,149.865,0.145,vocal,0.4192
149.92,149.925,0.005,click,0.8838
150.08,150.325,0.245,silence,0.6147
150.44,150.445,0.005,click,0.878
150.5,150.505,0.005,click,0.8685
150.56,150.765,0.205,silence,0.4144
150.94,151.105,0.165,silence,0.3981
151.16,151.265,0.105,vocal,0.4625
151.32,151.345,0.025,water,0.6204
151.4,151.445,0.045,vocal,0.5089
151.78,151.805,0.025,water,0.677
