start_s,end_s,duration_s,class,confidence
497.755,497.84,0.085,vocal,0.6396
497.915,497.92,0.005,click,0.8777
498.035,498.04,0.005,click,0.8377
498.295,498.34,0.045,water,0.4716
498.435,498.44,0.005,click,0.8597
498.555,498.64,0.085,vocal,0.8053
498.715,498.74,0.025,water,0.6494
498.895,498.9,0.005,click,0.8941
498.955,499.04,0.085,vocal,0.5786
499.155,499.18,0.025,water,0.6823
500.55,500.555,0.005,click,0.9132
500.67,500.695,0.025,water,0.7945
500.91,500.915,0.005,click,0.8766
501.07,501.155,0.085,vocal,0.7971
501.41,501.595,0.185,silence,0.3605
501.65,501.655,0.005,click,0.868
501.73,501.795,0.065,vocal,0.6217
501.85,501.875,0.025,water,0.7405
501.95,501.995,0.045,water,0.5302
502.05,502.395,0.345,silence,0.4945
502.45,502.455,0.005,click,0.8942
502.59,502.775,0.185,silence,0.3391
502.83,502.975,0.145,other,0.4083
503.05,503.275,0.225,other,0.6024
503.33,503.375,0.045,water,0.5081
503.43,503.535,0.105,vocal,0.6102
503.825,503.83,0.005,click,0.8868
503.945,503.95,0.005,click,0.9367
504.045,504.05,0.005,click,0.9285
504.145,504.15,0.005,click,0.883
504.225,504.23,0.005,click,0.8733
504.485,504.49,0.005,click,0.8849
504.645,504.65,0.005,click,0.8804
504.705,504.71,0.005,click,0.8993
504.785,504.85,0.065,vocal,0.8518
504.905,504.91,0.005,click,0.8386
505.065,505.09,0.025,water,0.7246
505.145,505.19,0.045,water,0.5842
505.245,505.25,0.005,click,0.8841
505.325,505.33,0.005,click,0.8848
505.425,505.43,0.005,click,0.8692
505.505,505.53,0.025,water,0.8162
505.605,505.61,0.005,click,0.9421
505.985,505.99,0.005,click,0.8869
506.045,506.05,0.005,click,0.9039
506.105,506.11,0.005,click,0.8681
506.385,506.41,0.025,water,0.6735
506.525,506.53,0.005,click,0.853
506.825,506.83,0.005,click,0.9047
506.905,506.91,0.005,click,0.9
507.62,507.685,0.065,vocal,0.8002
507.76,507.765,0.005,click,0.8671
507.92,507.925,0.005,click,0.8943
507.98,507.985,0.005,click,0.8857
508.045,508.105,0.06,other,0.3713
508.2,508.205,0.005,click,0.8217
508.3,508.305,0.005,click,0.8828
508.36,508.86,0.5,silence,0.7251
508.86,508.865,0.005,click,0.8785
508.92,508.965,0.045,vocal,0.5417
509.04,509.045,0.005,click,0.8801
509.1,509.105,0.005,click,0.8468
509.16,509.385,0.225,other,0.6172
509.5,509.805,0.305,silence,0.5144
509.9,509.925,0.025,water,0.8369
509.98,510.345,0.365,other,0.5307
510.42,510.565,0.145,other,0.4166
510.68,510.745,0.065,vocal,0.8363
510.82,510.825,0.005,click,0.8763
510.96,510.965,0.005,click,0.8883
511.02,511.025,0.005,click,0.8405
511.14,511.145,0.005,click,0.8719
511.22,511.225,0.005,click,0.9155
511.36,511.385,0.025,water,0.7279
511.695,511.7,0.005,click,0.901
511.755,511.76,0.005,click,0.9015
511.975,511.98,0.005,click,0.8616
512.195,512.24,0.045,water,0.5722
512.295,512.36,0.065,vocal,0.7623
512.495,512.58,0.085,vocal,0.7671
512.655,512.98,0.325,silence,0.5523
513.035,513.16,0.125,vocal,0.4332
513.215,513.4,0.185,other,0.4218
513.475,513.5,0.025,water,0.7285
513.555,513.68,0.125,vocal,0.5343
513.735,513.78,0.045,vocal,0.4858
513.835,514.02,0.185,other,0.6659
514.115,514.12,0.005,click,0.8558
514.175,514.54,0.365,silence,0.5218
514.635,514.92,0.285,silence,0.6431
514.995,515.0,0.005,click,0.889
515.135,515.14,0.005,click,0.9033
515.315,515.32,0.005,click,0.8343
515.89,515.895,0.005,click,0.8748
516.15,516.155,0.005,click,0.907
516.27,516.295,0.025,water,0.808
516.39,516.435,0.045,vocal,0.4478
516.55,516.555,0.005,click,0.8517
516.69,517.075,0.385,other,0.5863
517.13,517.195,0.065,vocal,0.853
517.27,517.455,0.185,silence,0.4364
517.51,517.695,0.185,silence,0.4201
517.75,517.955,0.205,other,0.4474
518.01,518.055,0.045,water,0.4453
518.19,518.255,0.065,vocal,0.6899
518.31,518.355,0.045,water,0.468
518.53,518.675,0.145,other,0.7874
518.77,518.775,0.005,click,0.8573
518.83,518.835,0.005,click,0.8781
518.89,518.915,0.025,water,0.6095
519.01,519.095,0.085,vocal,0.8095
519.15,519.155,0.005,click,0.8754
519.23,519.275,0.045,vocal,0.476
519.35,519.375,0.025,water,0.7963
519.73,519.735,0.005,click,0.876
519.79,519.795,0.005,click,0.794
519.93,519.935,0.005,click,0.8667
520.33,520.335,0.005,click,0.8382
520.725,520.73,0.005,click,0.8862
520.785,520.79,0.005,click,0.8293
520.885,520.89,0.005,click,0.897
521.065,521.07,0.005,click,0.8959
521.165,521.17,0.005,click,0.894
521.225,521.23,0.005,click,0.9192
521.285,521.29,0.005,click,0.8916
521.565,521.57,0.005,click,0.908
521.705,521.71,0.005,click,0.8858
521.785,521.83,0.045,vocal,0.4919
521.885,522.09,0.205,other,0.7005
522.145,522.19,0.045,vocal,0.4483
522.265,522.27,0.005,click,0.8639
522.325,522.33,0.005,click,0.8913
522.385,522.39,0.005,click,0.9003
522.485,522.51,0.025,water,0.7345
522.585,522.63,0.045,water,0.504
522.715,522.72,0.005,click,0.8415
522.785,522.79,0.005,click,0.896
522.985,523.05,0.065,vocal,0.7559
523.185,523.27,0.085,vocal,0.6197
523.365,523.49,0.125,other,0.3756
523.545,523.55,0.005,click,0.8841
523.605,523.65,0.045,water,0.6418
523.705,523.71,0.005,click,0.8907
523.765,523.79,0.025,water,0.5735
523.885,523.89,0.005,click,0.8372
523.965,523.97,0.005,click,0.8977
524.065,524.11,0.045,vocal,0.4578
524.205,524.21,0.005,click,0.8486
524.265,524.27,0.005,click,0.8812
524.405,524.41,0.005,click,0.8959
524.545,524.59,0.045,water,0.4676
524.665,524.81,0.145,other,0.6826
524.925,525.09,0.165,vocal,0.35
525.185,525.25,0.065,vocal,0.8701
525.365,525.37,0.005,click,0.9071
525.425,525.43,0.005,click,0.8701
525.665,525.71,0.045,vocal,0.6707
525.8,525.805,0.005,click,0.8444
525.865,525.87,0.005,click,0.8919
526.025,526.03,0.005,click,0.8776
526.085,526.13,0.045,water,0.5376
526.185,526.19,0.005,click,0.8276
526.265,526.29,0.025,water,0.5279
526.345,526.39,0.045,vocal,0.5098
526.565,526.63,0.065,vocal,0.7289
526.685,526.75,0.065,vocal,0.7762
526.905,526.91,0.005,click,0.907
526.965,526.97,0.005,click,0.8981
527.065,527.15,0.085,vocal,0.6954
527.305,527.37,0.065,vocal,0.8548
527.505,527.51,0.005,click,0.8645
527.625,527.67,0.045,vocal,0.453
527.785,527.79,0.005,click,0.8628
527.945,527.95,0.005,click,0.8757
528.005,528.01,0.005,click,0.8949
528.065,528.09,0.025,water,0.5785
528.305,528.35,0.045,water,0.5018
528.505,528.57,0.065,vocal,0.7358
528.665,528.67,0.005,click,0.6723
528.905,528.91,0.005,click,0.8472
528.98,528.985,0.005,click,0.8772
529.145,529.15,0.005,click,0.8831
529.265,529.27,0.005,click,0.8779
529.325,529.33,0.005,click,0.8811
529.9,529.905,0.005,click,0.9028
531.375,531.425,0.05,other,0.3232
531.9,531.905,0.005,click,0.9231
532.02,532.025,0.005,click,0.9154
532.3,532.305,0.005,click,0.8759
532.62,532.625,0.005,click,0.9018
532.84,532.885,0.045,water,0.5529
532.94,532.985,0.045,water,0.6436
533.04,533.045,0.005,click,0.8848
533.14,533.145,0.005,click,0.8474
533.2,533.205,0.005,click,0.9036
533.56,533.565,0.005,click,0.839
533.7,533.705,0.005,click,0.8948
533.84,533.945,0.105,vocal,0.5065
534.38,534.385,0.005,click,0.9055
534.56,534.625,0.065,vocal,0.8544
534.76,534.885,0.125,vocal,0.4568
535.04,535.105,0.065,vocal,0.7524
535.18,535.185,0.005,click,0.8773
535.24,535.245,0.005,click,0.8824
535.36,535.405,0.045,water,0.5022
535.54,535.605,0.065,vocal,0.6994
535.66,535.785,0.125,vocal,0.4856
535.88,535.945,0.065,vocal,0.8596
536.0,536.005,0.005,click,0.8943
536.08,536.145,0.065,vocal,0.8087
536.26,536.265,0.005,click,0.8576
536.32,536.385,0.065,vocal,0.6553
536.5,536.505,0.005,click,0.8789
536.64,536.645,0.005,click,0.9124
536.7,536.705,0.005,click,0.9114
536.76,536.825,0.065,vocal,0.8815
536.88,536.885,0.005,click,0.8783
537.04,537.045,0.005,click,0.8551
537.16,537.165,0.005,click,0.9092
537.3,537.325,0.025,water,0.6997
537.64,537.785,0.145,other,0.565
537.86,537.905,0.045,water,0.4002
537.96,538.025,0.065,other,0.5226
538.12,538.125,0.005,click,0.8746
538.18,538.405,0.225,other,0.5892
538.5,538.625,0.125,other,0.462
538.68,538.745,0.065,vocal,0.8446
538.8,538.845,0.045,water,0.5909
538.9,538.965,0.065,vocal,0.5033
539.04,539.045,0.005,click,0.8564
539.1,539.105,0.005,click,0.8456
539.18,539.245,0.065,vocal,0.8401
539.3,539.345,0.045,water,0.6406
539.44,539.525,0.085,vocal,0.5984
539.58,539.585,0.005,click,0.8073
539.68,539.845,0.165,other,0.4855
539.9,539.925,0.025,water,0.7179
540.0,540.005,0.005,click,0.8292
540.06,540.265,0.205,other,0.5933
540.32,540.405,0.085,vocal,0.8207
540.6,540.605,0.005,click,0.9121
540.72,540.725,0.005,click,0.9058
540.78,540.785,0.005,click,0.8666
540.92,540.925,0.005,click,0.8691
541.02,541.025,0.005,click,0.8498
541.12,541.125,0.005,click,0.9094
542.255,542.28,0.025,water,0.7311
542.535,542.54,0.005,click,0.8472
542.615,542.68,0.065,vocal,0.631
542.735,542.78,0.045,water,0.7679
542.955,543.2,0.245,silence,0.5771
543.255,543.4,0.145,other,0.5099
543.595,543.7,0.105,vocal,0.568
543.755,543.92,0.165,silence,0.4264
544.015,544.04,0.025,water,0.6788
544.095,544.1,0.005,click,0.894
544.215,544.26,0.045,vocal,0.5559
544.315,544.36,0.045,vocal,0.5151
544.415,544.78,0.365,other,0.5179
544.835,545.04,0.205,other,0.6308
545.095,545.14,0.045,water,0.5444
545.195,545.24,0.045,vocal,0.5431
545.295,545.3,0.005,click,0.923
545.455,545.48,0.025,water,0.6742
545.595,545.64,0.045,water,0.4908
545.695,545.74,0.045,vocal,0.4901
545.795,545.86,0.065,vocal,0.7882
545.975,545.98,0.005,click,0.8642
546.175,546.32,0.145,vocal,0.3612
546.415,546.42,0.005,click,0.8544
546.475,546.64,0.165,other,0.4917
546.735,546.8,0.065,vocal,0.7777
546.855,546.9,0.045,water,0.428
546.955,547.02,0.065,vocal,0.7308
547.195,547.2,0.005,click,0.8366
547.255,547.3,0.045,vocal,0.6258
547.355,547.38,0.025,water,0.7196
547.91,547.915,0.005,click,0.8459
548.27,548.275,0.005,click,0.8783
548.59,548.595,0.005,click,0.8688
548.745,548.75,0.005,click,0.7836
548.91,548.935,0.025,water,0.6912
549.05,549.215,0.165,other,0.4998
549.37,549.375,0.005,click,0.8503
549.45,549.455,0.005,click,0.8913
549.51,549.675,0.165,silence,0.3832
549.77,549.935,0.165,other,0.6055
550.01,550.015,0.005,click,0.8591
550.07,550.115,0.045,water,0.4248
550.21,550.255,0.045,water,0.4982
550.37,550.375,0.005,click,0.8585
550.49,550.555,0.065,vocal,0.9057
550.65,550.675,0.025,water,0.7819
550.75,550.755,0.005,click,0.8937
550.81,550.815,0.005,click,0.9019
550.87,550.895,0.025,water,0.7415
551.05,551.055,0.005,click,0.8383
551.11,551.155,0.045,vocal,0.465
551.29,551.295,0.005,click,0.8782
551.39,551.435,0.045,water,0.4602
551.53,551.535,0.005,click,0.8845
551.59,551.595,0.005,click,0.8677
551.65,551.655,0.005,click,0.8654
551.75,551.775,0.025,water,0.7261
551.89,552.255,0.365,silence,0.5499
552.41,552.555,0.145,other,0.4934
552.65,552.795,0.145,other,0.3873
552.85,552.855,0.005,click,0.8431
552.95,552.955,0.005,click,0.8694
553.01,553.075,0.065,vocal,0.589
553.19,553.195,0.005,click,0.8717
553.31,553.415,0.105,vocal,0.5196
553.51,553.515,0.005,click,0.9056
553.57,553.795,0.225,other,0.4836
553.93,554.015,0.085,vocal,0.7185
554.13,554.195,0.065,vocal,0.6849
554.29,554.335,0.045,water,0.6102
554.465,554.47,0.005,click,0.8666
554.55,554.555,0.005,click,0.8954
554.765,554.775,0.01,water,0.5102
554.93,554.935,0.005,click,0.8565
555.29,555.295,0.005,click,0.8697
556.385,556.39,0.005,click,0.8664
556.485,556.49,0.005,click,0.8851
556.685,556.73,0.045,water,0.4412
556.865,556.89,0.025,water,0.7211
556.985,556.99,0.005,click,0.883
557.085,557.09,0.005,click,0.8786
557.325,557.43,0.105,vocal,0.5351
557.485,557.53,0.045,water,0.4638
557.625,557.63,0.005,click,0.8442
557.885,557.89,0.005,click,0.8591
558.045,558.37,0.325,other,0.5795
558.445,558.45,0.005,click,0.8641
558.525,558.59,0.065,vocal,0.6378
558.645,558.65,0.005,click,0.8788
558.745,558.75,0.005,click,0.8816
558.805,558.81,0.005,click,0.8479
558.865,558.87,0.005,click,0.8563
558.965,559.03,0.065,vocal,0.6512
559.125,559.29,0.165,silence,0.4214
559.345,559.43,0.085,vocal,0.5842
559.485,559.59,0.105,vocal,0.5934
559.645,559.69,0.045,water,0.4876
559.745,559.75,0.005,click,0.9102
559.825,560.03,0.205,other,0.5672
560.105,560.11,0.005,click,0.87
560.185,560.19,0.005,click,0.88
560.245,560.31,0.065,vocal,0.8285
560.365,560.41,0.045,water,0.5412
560.465,560.47,0.005,click,0.8742
560.525,560.53,0.005,click,0.8525
560.625,560.65,0.025,water,0.7195
560.765,560.77,0.005,click,0.8562
560.825,560.83,0.005,click,0.8377
561.12,561.125,0.005,click,0.8635
561.42,561.425,0.005,click,0.89
561.72,561.725,0.005,click,0.8635
561.88,561.885,0.005,click,0.7584
562.0,562.005,0.005,click,0.8617
562.12,562.145,0.025,water,0.8179
562.22,562.225,0.005,click,0.8684
562.3,562.365,0.065,vocal,0.784
562.46,562.505,0.045,water,0.4772
562.6,562.825,0.225,other,0.6474
562.88,562.945,0.065,vocal,0.7327
563.0,563.005,0.005,click,0.8993
563.06,563.105,0.045,water,0.4618
563.22,563.265,0.045,vocal,0.6122
563.32,563.405,0.085,vocal,0.6773
563.5,563.505,0.005,click,0.8931
563.56,563.565,0.005,click,0.9239
563.7,563.825,0.125,other,0.4883
563.88,564.025,0.145,vocal,0.3831
564.28,564.305,0.025,water,0.564
564.38,564.425,0.045,water,0.5108
564.5,564.665,0.165,silence,0.3519
564.74,564.925,0.185,silence,0.4367
564.98,565.045,0.065,vocal,0.6478
565.1,565.105,0.005,click,0.8807
565.24,565.245,0.005,click,0.8475
565.36,565.365,0.005,click,0.9004
565.44,565.645,0.205,other,0.5654
565.7,565.705,0.005,click,0.8389
565.76,565.865,0.105,vocal,0.649
565.92,565.925,0.005,click,0.8974
566.02,566.025,0.005,click,0.8973
566.1,566.105,0.005,click,0.9083
566.26,566.265,0.005,click,0.7295
566.995,567.02,0.025,water,0.7392
567.135,567.14,0.005,click,0.8911
567.195,567.26,0.065,vocal,0.8495
567.335,567.34,0.005,click,0.9227
567.395,567.42,0.025,water,0.6898
567.515,567.56,0.045,water,0.5809
567.655,567.72,0.065,vocal,0.5206
567.775,568.08,0.305,other,0.7386
568.195,568.2,0.005,click,0.7989
568.455,568.58,0.125,other,0.494
568.715,568.92,0.205,other,0.4518
568.975,569.46,0.485,silence,0.6892
569.555,569.68,0.125,vocal,0.4433
569.775,569.84,0.065,vocal,0.7573
569.895,569.9,0.005,click,0.911
570.055,570.06,0.005,click,0.9135
570.115,570.16,0.045,vocal,0.4046
570.215,570.34,0.125,vocal,0.4559
570.395,570.42,0.025,water,0.7733
570.495,570.5,0.005,click,0.8145
570.555,570.62,0.065,vocal,0.5877
570.775,570.84,0.065,vocal,0.9182
570.895,570.94,0.045,water,0.5996
570.995,571.0,0.005,click,0.8542
571.33,571.335,0.005,click,0.9152
571.69,571.715,0.025,water,0.7023
571.83,571.855,0.025,water,0.7548
571.95,571.955,0.005,click,0.8444
572.05,572.055,0.005,click,0.8871
572.13,572.135,0.005,click,0.8786
572.19,572.195,0.005,click,0.8202
572.43,572.435,0.005,click,0.8983
572.73,572.815,0.085,vocal,0.7573
572.87,573.095,0.225,other,0.7072
573.15,573.295,0.145,vocal,0.4208
573.35,573.555,0.205,other,0.6006
573.65,573.715,0.065,vocal,0.799
573.79,573.935,0.145,other,0.4268
574.01,574.095,0.085,vocal,0.4927
574.19,574.415,0.225,other,0.556
574.47,574.515,0.045,water,0.4809
574.59,574.595,0.005,click,0.9102
574.69,574.695,0.005,click,0.8684
574.77,574.775,0.005,click,0.8168
574.87,574.875,0.005,click,0.886
574.97,574.975,0.005,click,0.868
575.09,575.155,0.065,vocal,0.7789
575.29,575.455,0.165,silence,0.3422
575.51,575.595,0.085,vocal,0.6118
575.67,575.775,0.105,vocal,0.5845
575.85,575.855,0.005,click,0.8792
575.91,575.975,0.065,vocal,0.6848
576.07,576.075,0.005,click,0.8467
576.23,576.235,0.005,click,0.8921
576.33,576.375,0.045,water,0.4951
576.45,576.455,0.005,click,0.8956
576.51,576.515,0.005,click,0.7908
576.57,576.655,0.085,vocal,0.7975
576.77,576.775,0.005,click,0.8643
576.83,576.835,0.005,click,0.899
576.89,576.895,0.005,click,0.9103
577.05,577.215,0.165,other,0.6039
577.29,577.295,0.005,click,0.9177
577.39,577.395,0.005,click,0.8825
577.47,577.495,0.025,water,0.767
577.55,577.555,0.005,click,0.8827
577.65,577.775,0.125,other,0.8209
578.19,578.195,0.005,click,0.8926
578.67,578.675,0.005,click,0.8894
579.69,579.695,0.005,click,0.841
581.025,581.07,0.045,water,0.6839
581.565,581.57,0.005,click,0.8652
582.225,582.25,0.025,water,0.7991
582.325,582.33,0.005,click,0.872
582.385,582.39,0.005,click,0.8695
582.545,582.55,0.005,click,0.8662
582.985,582.99,0.005,click,0.8465
583.35,583.355,0.005,click,0.8
583.665,583.67,0.005,click,0.8608
583.725,583.73,0.005,click,0.8828
583.84,583.845,0.005,click,0.7657
584.065,584.11,0.045,vocal,0.4832
584.885,584.89,0.005,click,0.9108
585.385,585.39,0.005,click,0.875
585.525,585.53,0.005,click,0.9064
586.085,586.09,0.005,click,0.8626
587.125,587.13,0.005,click,0.8957
587.685,587.69,0.005,click,0.8917
587.785,587.79,0.005,click,0.8806
588.065,588.07,0.005,click,0.9075
588.685,588.69,0.005,click,0.8691
589.045,589.05,0.005,click,0.8812
589.165,589.17,0.005,click,0.9154
589.725,589.73,0.005,click,0.8692
589.885,589.89,0.005,click,0.8867
589.945,589.95,0.005,click,0.9022
590.385,590.39,0.005,click,0.8884
590.505,590.51,0.005,click,0.8952
590.765,590.77,0.005,click,0.8996
590.865,590.87,0.005,click,0.894
591.725,591.73,0.005,click,0.9219
592.145,592.15,0.005,click,0.9002
592.285,592.29,0.005,click,0.8608
592.465,592.47,0.005,click,0.8733
592.685,592.69,0.005,click,0.9086
593.065,593.07,0.005,click,0.894
593.35,593.355,0.005,click,0.8615
594.005,594.01,0.005,click,0.9024
594.17,594.175,0.005,click,0.8759
594.605,594.61,0.005,click,0.8653
595.61,595.615,0.005,click,0.8761
595.67,595.675,0.005,click,0.7877
595.83,595.835,0.005,click,0.8448
595.99,595.995,0.005,click,0.8518
596.21,596.215,0.005,click,0.9203
596.45,596.495,0.045,water,0.423
596.57,596.595,0.025,water,0.8756
596.77,596.775,0.005,click,0.8926
597.43,597.435,0.005,click,0.8794
597.51,597.615,0.105,vocal,0.5199
597.81,597.855,0.045,click,0.3589
597.91,597.955,0.045,vocal,0.696
598.03,598.055,0.025,click,0.708
598.17,598.195,0.025,water,0.6558
598.29,598.395,0.105,vocal,0.6141
598.45,598.495,0.045,water,0.5752
598.55,598.575,0.025,water,0.8189
598.63,598.635,0.005,click,0.8978
598.91,598.955,0.045,water,0.4136
599.03,599.035,0.005,click,0.8712
599.21,599.215,0.005,click,0.8871
599.37,599.375,0.005,click,0.8692
599.45,599.455,0.005,click,0.9092
599.51,599.515,0.005,click,0.873
599.57,599.575,0.005,click,0.8569
599.63,599.635,0.005,click,0.8859
599.97,599.975,0.005,click,0.8554
600.15,600.155,0.005,click,0.8933
600.29,600.295,0.005,click,0.8769
600.89,600.895,0.005,click,0.8734
601.05,601.055,0.005,click,0.8834
601.485,601.515,0.03,click,0.4185
601.61,601.615,0.005,click,0.8705
602.09,602.095,0.005,click,0.8592
602.23,602.235,0.005,click,0.9104
603.23,603.235,0.005,click,0.8792
603.525,603.57,0.045,water,0.456
604.665,604.67,0.005,click,0.8603
604.845,604.85,0.005,click,0.9164
604.915,604.92,0.005,click,0.7946
604.985,604.99,0.005,click,0.8996
605.125,605.13,0.005,click,0.8782
605.385,605.39,0.005,click,0.9258
605.525,605.53,0.005,click,0.8835
605.885,605.89,0.005,click,0.9145
606.165,606.17,0.005,click,0.8972
606.285,606.29,0.005,click,0.8985
606.385,606.39,0.005,click,0.8783
606.445,606.51,0.065,vocal,0.9304
606.605,606.61,0.005,click,0.8788
606.785,606.83,0.045,water,0.6971
606.925,606.93,0.005,click,0.8396
607.045,607.05,0.005,click,0.8931
607.165,607.17,0.005,click,0.8885
607.225,607.23,0.005,click,0.8778
607.285,607.35,0.065,vocal,0.9052
607.485,607.53,0.045,water,0.5292
607.605,607.61,0.005,click,0.9071
607.665,607.67,0.005,click,0.8523
607.745,607.79,0.045,vocal,0.5732
607.865,607.87,0.005,click,0.9021
607.925,607.95,0.025,water,0.7394
608.025,608.03,0.005,click,0.8986
608.105,608.23,0.125,vocal,0.643
608.285,608.785,0.5,silence,0.7812
608.785,608.93,0.145,other,0.6056
608.985,609.485,0.5,silence,0.6745
609.485,609.69,0.205,other,0.5252
609.745,610.03,0.285,silence,0.4985
610.085,610.29,0.205,other,0.5023
610.345,610.47,0.125,vocal,0.4664
610.525,610.89,0.365,silence,0.5547
610.985,611.485,0.5,silence,0.6929
611.485,611.63,0.145,vocal,0.4013
611.685,611.69,0.005,click,0.8828
611.765,612.265,0.5,silence,0.7854
612.265,612.765,0.5,silence,0.5873
612.765,612.83,0.065,vocal,0.8472
612.885,612.93,0.045,vocal,0.461
613.005,613.35,0.345,silence,0.5697
613.405,613.905,0.5,silence,0.8287
613.905,614.405,0.5,other,0.4893
614.405,614.45,0.045,water,0.4631
614.565,614.71,0.145,vocal,0.3964
614.785,614.89,0.105,vocal,0.711
614.965,615.07,0.105,vocal,0.5502
615.145,615.19,0.045,water,0.5181
615.245,615.25,0.005,click,0.8823
615.305,615.47,0.165,other,0.5065
615.525,616.025,0.5,silence,0.5697
616.025,616.23,0.205,silence,0.481
616.325,616.35,0.025,water,0.5875
616.425,616.43,0.005,click,0.9046
616.505,616.75,0.245,other,0.4873
616.925,616.97,0.045,water,0.6502
617.025,617.27,0.245,silence,0.6732
617.365,617.37,0.005,click,0.8727
617.565,617.57,0.005,click,0.8752
617.725,617.73,0.005,click,0.8826
617.805,617.81,0.005,click,0.9132
617.925,618.05,0.125,vocal,0.5322
618.305,618.33,0.025,water,0.601
618.385,618.39,0.005,click,0.8759
618.485,618.57,0.085,vocal,0.8049
618.845,618.89,0.045,vocal,0.4361
619.005,619.055,0.05,other,0.3718
619.29,619.295,0.005,click,0.8722
619.725,619.73,0.005,click,0.8774
620.25,620.255,0.005,click,0.8949
620.31,620.395,0.085,vocal,0.6878
620.79,620.795,0.005,click,0.898
620.87,620.955,0.085,vocal,0.6827
621.05,621.175,0.125,other,0.4053
621.29,621.295,0.005,click,0.8463
621.35,621.435,0.085,vocal,0.6224
621.51,621.555,0.045,water,0.6347
621.65,621.655,0.005,click,0.8978
621.71,621.895,0.185,other,0.4175
621.95,622.035,0.085,vocal,0.806
622.11,622.235,0.125,vocal,0.3854
622.29,622.495,0.205,silence,0.4017
622.55,623.05,0.5,silence,0.7072
623.05,623.215,0.165,other,0.4189
623.27,623.575,0.305,silence,0.4471
623.65,623.655,0.005,click,0.8566
623.71,623.895,0.185,other,0.3996
623.95,624.155,0.205,other,0.5568
624.21,624.535,0.325,silence,0.465
624.59,625.09,0.5,silence,0.6505
625.09,625.475,0.385,other,0.4906
625.53,625.815,0.285,silence,0.5478
625.91,625.915,0.005,click,0.8969
625.97,626.375,0.405,silence,0.5165
626.47,626.855,0.385,other,0.837
626.91,627.41,0.5,silence,0.7853
627.41,627.91,0.5,other,0.7419
627.91,627.955,0.045,water,0.3975
628.01,628.115,0.105,vocal,0.5572
628.19,628.195,0.005,click,0.8466
628.29,628.295,0.005,click,0.8784
628.43,628.535,0.105,vocal,0.5908
628.61,628.655,0.045,water,0.6805
628.73,628.735,0.005,click,0.8938
628.81,628.815,0.005,click,0.8394
628.87,628.915,0.045,vocal,0.5542
629.01,629.015,0.005,click,0.8759
629.09,629.095,0.005,click,0.9171
629.21,629.255,0.045,water,0.6261
629.43,629.515,0.085,vocal,0.5851
629.69,629.695,0.005,click,0.8478
629.81,629.855,0.045,vocal,0.4925
629.97,629.975,0.005,click,0.8943
630.41,630.415,0.005,click,0.9114
630.47,630.475,0.005,click,0.8863
630.675,630.68,0.005,click,0.8711
630.89,630.895,0.005,click,0.9053
630.955,630.96,0.005,click,0.8992
631.135,631.14,0.005,click,0.9116
631.415,631.44,0.025,water,0.5939
631.535,631.54,0.005,click,0.8705
631.615,631.66,0.045,vocal,0.5497
631.775,631.82,0.045,vocal,0.5532
631.895,631.9,0.005,click,0.9038
631.955,631.96,0.005,click,0.8624
632.015,632.06,0.045,water,0.5262
632.135,632.22,0.085,vocal,0.7979
632.335,632.34,0.005,click,0.9152
632.395,632.52,0.125,other,0.4233
632.575,632.58,0.005,click,0.8279
632.635,632.68,0.045,water,0.5438
632.735,632.74,0.005,click,0.8728
632.795,632.94,0.145,vocal,0.4267
632.995,633.38,0.385,silence,0.4857
633.535,633.84,0.305,silence,0.5744
633.895,634.0,0.105,vocal,0.5922
634.095,634.1,0.005,click,0.9151
634.175,634.48,0.305,other,0.8203
634.535,634.66,0.125,other,0.4553
634.715,634.82,0.105,vocal,0.5827
634.895,635.02,0.125,other,0.496
635.075,635.2,0.125,other,0.397
635.295,635.42,0.125,vocal,0.4459
635.475,635.56,0.085,vocal,0.7783
635.635,635.84,0.205,other,0.5838
635.935,636.435,0.5,silence,0.8184
636.435,636.64,0.205,other,0.6058
636.695,636.92,0.225,other,0.5864
636.975,636.98,0.005,click,0.8757
637.055,637.46,0.405,silence,0.6827
637.515,637.52,0.005,click,0.8894
637.615,637.62,0.005,click,0.8972
637.675,638.175,0.5,silence,0.7604
638.175,638.675,0.5,silence,0.7354
638.675,638.72,0.045,vocal,0.4733
638.795,639.18,0.385,other,0.6158
639.235,639.3,0.065,vocal,0.8577
639.355,639.36,0.005,click,0.8835
639.415,639.6,0.185,silence,0.3504
639.655,639.66,0.005,click,0.8749
639.775,639.78,0.005,click,0.8754
639.835,639.84,0.005,click,0.8932
639.895,640.36,0.465,other,0.5921
640.415,640.52,0.105,vocal,0.5822
640.595,640.72,0.125,vocal,0.4225
640.775,641.275,0.5,silence,0.6267
641.275,641.64,0.365,silence,0.5851
641.755,641.76,0.005,click,0.895
641.815,641.92,0.105,vocal,0.5835
641.975,642.16,0.185,silence,0.3848
642.215,642.42,0.205,other,0.5883
642.475,642.72,0.245,other,0.4544
642.815,642.86,0.045,water,0.5175
642.915,643.02,0.105,vocal,0.6287
643.095,643.18,0.085,vocal,0.7156
643.235,643.24,0.005,click,0.8865
643.295,643.56,0.265,silence,0.6052
643.675,643.76,0.085,vocal,0.7508
643.855,644.04,0.185,other,0.3727
644.095,644.14,0.045,water,0.4158
644.195,644.2,0.005,click,0.8719
644.275,644.28,0.005,click,0.8378
644.335,644.34,0.005,click,0.9163
644.495,644.5,0.005,click,0.87
