rank,start_s,end_s,duration_s,similarity
2141,918.565,918.57,0.005,0.8612
2142,240.89,240.895,0.005,0.8611
2143,418.38,418.385,0.005,0.861
2144,730.225,730.23,0.005,0.8609
2145,518.48,518.485,0.005,0.8608
2146,80.575,80.58,0.005,0.8608
2147,801.67,801.675,0.005,0.8607
2148,895.75,895.755,0.005,0.8607
2149,331.22,331.225,0.005,0.8607
2150,21.285,21.29,0.005,0.8607
2151,567.915,567.92,0.005,0.8605
2152,325.945,325.95,0.005,0.8605
2153,297.225,297.23,0.005,0.8604
2154,635.085,635.09,0.005,0.8604
2155,170.025,170.075,0.05,0.8604
2156,631.09,631.095,0.005,0.8603
2157,13.965,14.01,0.045,0.8603
2158,151.67,151.69,0.02,0.8601
2159,894.79,894.795,0.005,0.8599
2160,178.815,178.82,0.005,0.8599
2161,782.6,782.605,0.005,0.8598
2162,816.335,816.34,0.005,0.8597
2163,69.885,69.89,0.005,0.8597
2164,536.79,536.795,0.005,0.8596
2165,83.03,83.115,0.085,0.8596
2166,827.29,827.295,0.005,0.8596
2167,333.05,333.055,0.005,0.8595
2168,59.455,59.52,0.065,0.8595
2169,646.05,646.055,0.005,0.8593
2170,685.71,685.715,0.005,0.8591
2171,872.755,872.76,0.005,0.8589
2172,112.95,112.97,0.02,0.8589
2173,1164.905,1164.91,0.005,0.8589
2174,856.83,856.84,0.01,0.8587
2175,905.66,905.665,0.005,0.8586
2176,135.64,135.645,0.005,0.8585
2177,663.065,663.07,0.005,0.8584
2178,162.85,162.855,0.005,0.8584
2179,159.585,159.64,0.055,0.8584
2180,272.96,272.965,0.005,0.8583
2181,560.365,560.37,0.005,0.8583
2182,689.515,689.52,0.005,0.8582
2183,926.695,926.7,0.005,0.8581
2184,689.055,689.06,0.005,0.8578
2185,572.31,572.315,0.005,0.8576
2186,718.495,718.5,0.005,0.8575
2187,868.425,868.435,0.01,0.8573
2188,27.03,27.035,0.005,0.8572
2189,248.36,248.365,0.005,0.8571
2190,36.58,36.585,0.005,0.857
2191,21.675,21.68,0.005,0.8569
2192,69.585,69.59,0.005,0.8568
2193,81.32,81.335,0.015,0.8567
2194,54.825,54.83,0.005,0.8566
2195,876.75,876.755,0.005,0.8565
2196,259.4,259.405,0.005,0.8564
2197,12.835,12.855,0.02,0.8563
2198,546.005,546.05,0.045,0.856
2199,103.48,103.485,0.005,0.8559
2200,917.965,917.97,0.005,0.8559
2201,522.495,522.51,0.015,0.8557
2202,144.895,144.9,0.005,0.8557
2203,106.655,106.76,0.105,0.8555
2204,295.385,295.39,0.005,0.8554
2205,554.83,554.835,0.005,0.8554
2206,307.765,307.77,0.005,0.8553
2207,206.935,206.94,0.005,0.8553
2208,104.685,104.69,0.005,0.8552
2209,724.43,724.435,0.005,0.8552
2210,686.15,686.155,0.005,0.8551
2211,518.91,518.915,0.005,0.8551
2212,875.89,875.895,0.005,0.855
2213,21.765,21.77,0.005,0.8549
2214,785.635,785.64,0.005,0.8547
2215,299.105,299.11,0.005,0.8545
2216,161.015,161.05,0.035,0.8543
2217,190.43,190.435,0.005,0.8543
2218,442.565,442.585,0.02,0.854
2219,963.525,963.53,0.005,0.8539
2220,175.59,175.595,0.005,0.8536
2221,246.865,246.915,0.05,0.8535
2222,196.16,196.165,0.005,0.8531
2223,691.935,691.94,0.005,0.8531
2224,137.42,137.425,0.005,0.853
2225,56.895,56.9,0.005,0.8528
2226,149.285,149.31,0.025,0.8527
2227,729.405,729.41,0.005,0.8525
2228,647.74,647.745,0.005,0.8523
2229,349.345,349.43,0.085,0.8522
2230,69.965,69.97,0.005,0.8521
2231,25.55,25.625,0.075,0.8521
2232,352.565,352.57,0.005,0.852
2233,35.72,35.725,0.005,0.8519
2234,635.525,635.53,0.005,0.8517
2235,56.735,56.74,0.005,0.8517
2236,138.01,138.015,0.005,0.8515
2237,540.595,540.6,0.005,0.8513
2238,515.145,515.15,0.005,0.8511
2239,692.375,692.38,0.005,0.8507
2240,912.99,912.995,0.005,0.8506
2241,57.645,57.65,0.005,0.8505
2242,446.295,446.3,0.005,0.8504
2243,31.825,31.83,0.005,0.8503
2244,1045.535,1045.54,0.005,0.85
2245,184.635,184.64,0.005,0.8499
2246,234.335,234.34,0.005,0.8498
2247,158.735,158.825,0.09,0.8495
2248,712.84,712.845,0.005,0.8495
2249,197.115,197.12,0.005,0.8493
2250,25.78,25.785,0.005,0.8492
2251,931.47,931.475,0.005,0.849
2252,17.07,17.105,0.035,0.8487
2253,931.67,931.675,0.005,0.8485
2254,244.355,244.36,0.005,0.8481
2255,17.24,17.245,0.005,0.8477
2256,497.27,497.275,0.005,0.8474
2257,20.115,20.12,0.005,0.8474
2258,895.27,895.275,0.005,0.8472
2259,133.76,133.835,0.075,0.8471
2260,740.065,740.07,0.005,0.8469
2261,420.6,420.68,0.08,0.8469
2262,213.725,213.77,0.045,0.8469
2263,786.395,786.4,0.005,0.8468
2264,559.955,559.96,0.005,0.8467
2265,521.795,521.8,0.005,0.8467
2266,423.22,423.225,0.005,0.8464
2267,283.135,283.18,0.045,0.8463
2268,539.695,539.7,0.005,0.8463
2269,665.93,665.935,0.005,0.8463
2270,118.98,119.07,0.09,0.8461
2271,262.995,263.05,0.055,0.8461
2272,138.105,138.11,0.005,0.8458
2273,521.855,521.86,0.005,0.8458
2274,327.22,327.225,0.005,0.8456
2275,233.04,233.045,0.005,0.8454
2276,244.475,244.55,0.075,0.8454
2277,685.9,685.905,0.005,0.8454
2278,676.67,676.745,0.075,0.8453
2279,570.835,570.845,0.01,0.8453
2280,116.63,116.635,0.005,0.8449
2281,841.155,841.245,0.09,0.8449
2282,66.77,66.775,0.005,0.8449
2283,159.325,159.36,0.035,0.8448
2284,437.29,437.32,0.03,0.8447
2285,655.82,655.825,0.005,0.8447
2286,63.64,63.645,0.005,0.8441
2287,168.67,168.675,0.005,0.8439
2288,47.805,47.81,0.005,0.8438
2289,263.115,263.12,0.005,0.8436
2290,8.36,8.365,0.005,0.8436
2291,262.895,262.93,0.035,0.8433
2292,291.18,291.185,0.005,0.8433
2293,685.2,685.205,0.005,0.8431
2294,102.1,102.105,0.005,0.8427
2295,247.73,247.805,0.075,0.8427
2296,235.205,235.21,0.005,0.8427
2297,706.455,706.51,0.055,0.8425
2298,428.29,428.295,0.005,0.8423
2299,617.735,617.74,0.005,0.842
2300,49.475,49.5,0.025,0.8412
2301,230.01,230.015,0.005,0.8406
2302,9.04,9.045,0.005,0.8403
2303,70.505,70.51,0.005,0.8402
2304,387.655,387.66,0.005,0.8402
2305,315.12,315.125,0.005,0.8401
2306,181.81,181.815,0.005,0.8401
2307,192.84,192.845,0.005,0.8399
2308,503.315,503.32,0.005,0.8396
2309,243.91,243.99,0.08,0.8395
2310,115.165,115.17,0.005,0.8394
2311,167.27,167.275,0.005,0.8394
2312,428.555,428.56,0.005,0.8394
2313,391.37,391.485,0.115,0.8391
2314,891.285,891.29,0.005,0.8388
2315,346.315,346.32,0.005,0.8382
2316,273.625,273.715,0.09,0.838
2317,430.085,430.15,0.065,0.838
2318,195.68,195.7,0.02,0.8379
2319,526.72,526.725,0.005,0.8378
2320,345.265,345.28,0.015,0.8376
2321,134.39,134.405,0.015,0.8375
2322,19.455,19.46,0.005,0.8364
2323,255.885,255.89,0.005,0.8363
2324,8.71,8.745,0.035,0.836
2325,254.04,254.115,0.075,0.836
2326,57.565,57.59,0.025,0.8359
2327,255.565,255.58,0.015,0.8358
2328,424.37,424.41,0.04,0.8358
2329,31.185,31.26,0.075,0.8357
2330,224.335,224.34,0.005,0.8352
2331,117.02,117.055,0.035,0.8348
2332,94.425,94.525,0.1,0.8346
2333,510.365,510.46,0.095,0.8345
2334,157.375,157.48,0.105,0.8345
2335,204.255,204.26,0.005,0.8344
2336,101.315,101.355,0.04,0.8342
2337,671.82,671.825,0.005,0.834
2338,17.8,17.805,0.005,0.8335
2339,220.455,220.485,0.03,0.8331
2340,221.145,221.15,0.005,0.8327
2341,330.88,330.97,0.09,0.8326
2342,640.48,640.57,0.09,0.8325
2343,325.725,325.73,0.005,0.8323
2344,422.53,422.555,0.025,0.8322
2345,27.8,27.805,0.005,0.8321
2346,65.89,65.895,0.005,0.8319
2347,239.16,239.165,0.005,0.8312
2348,1192.405,1192.48,0.075,0.8309
2349,451.08,451.18,0.1,0.8308
2350,80.46,80.49,0.03,0.8306
2351,107.975,108.01,0.035,0.8304
2352,129.045,129.15,0.105,0.8303
2353,17.58,17.585,0.005,0.8301
2354,501.255,501.26,0.005,0.8301
2355,78.775,78.88,0.105,0.83
2356,523.165,523.21,0.045,0.8297
2357,576.925,577.0,0.075,0.8297
2358,432.635,432.64,0.005,0.8296
2359,941.055,941.145,0.09,0.8296
2360,173.045,173.145,0.1,0.8293
2361,153.905,154.01,0.105,0.8293
2362,136.16,136.205,0.045,0.8292
2363,39.12,39.125,0.005,0.8291
2364,187.365,187.38,0.015,0.8291
2365,165.15,165.155,0.005,0.8284
2366,714.22,714.31,0.09,0.8281
2367,559.805,559.91,0.105,0.828
2368,208.0,208.04,0.04,0.8275
2369,285.14,285.145,0.005,0.8274
2370,56.375,56.44,0.065,0.8269
2371,172.205,172.31,0.105,0.8265
2372,441.845,441.85,0.005,0.8264
2373,241.76,241.855,0.095,0.8262
2374,70.605,70.65,0.045,0.8261
2375,174.36,174.365,0.005,0.8261
2376,427.745,427.765,0.02,0.826
2377,98.92,99.025,0.105,0.825
2378,331.02,331.025,0.005,0.8248
2379,395.04,395.12,0.08,0.8246
2380,24.1,24.105,0.005,0.8246
2381,250.965,251.04,0.075,0.8244
2382,162.595,162.61,0.015,0.8244
2383,109.73,109.815,0.085,0.8242
2384,104.965,105.06,0.095,0.8241
2385,422.0,422.02,0.02,0.824
2386,54.575,54.68,0.105,0.8238
2387,510.69,510.79,0.1,0.8238
2388,97.1,97.205,0.105,0.8236
2389,636.165,636.24,0.075,0.8235
2390,191.86,191.865,0.005,0.8229
2391,99.76,99.865,0.105,0.8223
2392,260.315,260.325,0.01,0.822
2393,144.955,145.06,0.105,0.8219
2394,351.375,351.43,0.055,0.8217
2395,927.975,928.07,0.095,0.8217
2396,446.02,446.025,0.005,0.8215
2397,463.405,463.41,0.005,0.8214
2398,11.635,11.64,0.005,0.8212
2399,177.16,177.17,0.01,0.8205
2400,1201.68,1201.775,0.095,0.8202
2401,287.235,287.25,0.015,0.8199
2402,243.13,243.155,0.025,0.8198
2403,519.47,519.555,0.085,0.8195
2404,492.03,492.05,0.02,0.8194
2405,74.26,74.365,0.105,0.8186
2406,532.82,532.91,0.09,0.8186
2407,584.665,584.68,0.015,0.8186
2408,58.455,58.46,0.005,0.8178
2409,140.235,140.27,0.035,0.8174
2410,285.035,285.06,0.025,0.8172
2411,651.775,651.88,0.105,0.8168
2412,690.795,690.9,0.105,0.8167
2413,904.66,904.765,0.105,0.8163
2414,915.11,915.235,0.125,0.8153
2415,927.255,927.33,0.075,0.8147
2416,87.785,87.89,0.105,0.8143
2417,715.02,715.125,0.105,0.814
2418,19.945,20.05,0.105,0.8138
2419,424.125,424.13,0.005,0.8138
2420,30.795,30.81,0.015,0.8136
2421,77.395,77.49,0.095,0.8135
2422,628.84,628.935,0.095,0.8135
2423,287.16,287.17,0.01,0.8131
2424,164.3,164.31,0.01,0.8116
2425,188.68,188.765,0.085,0.8109
2426,11.715,11.72,0.005,0.8104
2427,128.805,128.93,0.125,0.8101
2428,91.125,91.23,0.105,0.81
2429,205.255,205.26,0.005,0.8098
2430,498.81,498.885,0.075,0.8096
2431,441.905,441.91,0.005,0.8095
2432,5.615,5.71,0.095,0.8095
2433,246.96,247.065,0.105,0.8095
2434,121.315,121.42,0.105,0.8095
2435,50.245,50.28,0.035,0.8094
2436,156.695,156.77,0.075,0.8089
2437,741.265,741.37,0.105,0.8087
2438,521.13,521.17,0.04,0.8084
2439,133.37,133.45,0.08,0.8077
2440,353.43,353.435,0.005,0.8076
2441,501.395,501.4,0.005,0.8075
2442,160.44,160.445,0.005,0.8075
2443,271.455,271.48,0.025,0.8074
2444,10.04,10.045,0.005,0.8062
2445,454.88,454.885,0.005,0.8057
2446,427.295,427.33,0.035,0.8057
2447,18.22,18.225,0.005,0.8057
2448,73.88,73.985,0.105,0.8054
2449,210.675,210.68,0.005,0.8053
2450,126.54,126.66,0.12,0.8049
2451,45.855,45.86,0.005,0.8041
2452,239.245,239.25,0.005,0.804
2453,529.495,529.64,0.145,0.8039
2454,518.74,518.79,0.05,0.8031
2455,568.515,568.62,0.105,0.8031
2456,93.175,93.295,0.12,0.8028
2457,125.87,126.035,0.165,0.8028
2458,263.84,263.92,0.08,0.8025
2459,88.665,88.77,0.105,0.8022
2460,2.28,2.33,0.05,0.8022
2461,275.47,275.475,0.005,0.8015
2462,314.805,314.815,0.01,0.7997
2463,65.71,65.785,0.075,0.799
2464,307.895,307.9,0.005,0.7989
2465,175.92,176.045,0.125,0.7988
2466,422.825,422.865,0.04,0.798
2467,1055.345,1055.365,0.02,0.7974
2468,444.48,444.49,0.01,0.7972
2469,537.98,538.025,0.045,0.7972
2470,240.32,240.465,0.145,0.7966
2471,282.055,282.06,0.005,0.7963
2472,254.81,254.935,0.125,0.7961
2473,426.82,426.86,0.04,0.7958
2474,236.615,236.71,0.095,0.7958
2475,269.585,269.63,0.045,0.7957
2476,913.47,913.595,0.125,0.795
2477,534.925,534.97,0.045,0.7948
2478,55.525,55.62,0.095,0.7945
2479,258.77,258.78,0.01,0.7943
2480,237.465,237.56,0.095,0.7942
2481,94.285,94.36,0.075,0.7937
2482,259.1,259.225,0.125,0.7936
2483,428.975,428.98,0.005,0.7933
2484,289.09,289.1,0.01,0.7929
2485,50.07,50.1,0.03,0.7919
2486,529.315,529.44,0.125,0.7918
2487,171.805,171.92,0.115,0.7909
2488,77.995,78.1,0.105,0.7897
2489,738.48,738.5,0.02,0.7896
2490,145.115,145.28,0.165,0.7893
2491,537.72,537.775,0.055,0.7884
2492,64.52,64.635,0.115,0.7881
2493,307.445,307.495,0.05,0.7881
2494,29.67,29.69,0.02,0.7878
2495,247.99,248.065,0.075,0.7872
2496,222.03,222.04,0.01,0.7871
2497,60.84,60.85,0.01,0.7863
2498,128.495,128.51,0.015,0.7859
2499,653.295,653.36,0.065,0.7856
2500,278.095,278.105,0.01,0.7856
2501,434.83,434.885,0.055,0.785
2502,890.955,891.1,0.145,0.7848
2503,128.625,128.75,0.125,0.7847
2504,134.25,134.335,0.085,0.7833
2505,432.9,433.005,0.105,0.7828
2506,43.52,43.565,0.045,0.782
2507,892.055,892.18,0.125,0.7817
2508,148.055,148.2,0.145,0.7815
2509,112.03,112.155,0.125,0.7804
2510,415.12,415.13,0.01,0.7801
2511,127.305,127.31,0.005,0.7797
2512,656.11,656.235,0.125,0.7791
2513,192.02,192.03,0.01,0.7783
2514,523.085,523.11,0.025,0.7783
2515,90.285,90.43,0.145,0.7782
2516,136.0,136.105,0.105,0.7777
2517,628.51,628.635,0.125,0.7775
2518,282.585,282.605,0.02,0.777
2519,554.69,554.755,0.065,0.7768
2520,2.955,3.04,0.085,0.7765
2521,0.185,0.19,0.005,0.7765
2522,325.78,325.89,0.11,0.7759
2523,681.505,681.62,0.115,0.7757
2524,235.89,236.0,0.11,0.7757
2525,504.205,504.35,0.145,0.7756
2526,351.805,351.92,0.115,0.7754
2527,563.46,563.585,0.125,0.7753
2528,151.76,151.78,0.02,0.7751
2529,246.055,246.17,0.115,0.775
2530,30.135,30.19,0.055,0.7745
2531,131.285,131.41,0.125,0.7737
2532,307.645,307.71,0.065,0.7728
2533,350.12,350.21,0.09,0.7726
2534,140.815,140.94,0.125,0.7725
2535,1149.995,1150.12,0.125,0.7724
2536,251.385,251.53,0.145,0.7706
2537,50.475,50.48,0.005,0.7706
2538,17.66,17.69,0.03,0.7694
2539,263.6,263.695,0.095,0.7691
2540,105.735,105.86,0.125,0.7691
2541,143.105,143.22,0.115,0.7687
2542,71.325,71.38,0.055,0.7684
2543,655.93,656.055,0.125,0.7677
2544,117.72,117.825,0.105,0.7675
2545,692.635,692.75,0.115,0.7673
2546,545.235,545.27,0.035,0.7673
2547,98.68,98.825,0.145,0.7671
2548,658.435,658.58,0.145,0.7665
2549,655.2,655.315,0.115,0.7663
2550,155.095,155.24,0.145,0.766
2551,98.51,98.635,0.125,0.7652
2552,48.715,48.84,0.125,0.7649
2553,353.125,353.18,0.055,0.7642
2554,157.855,158.0,0.145,0.764
2555,738.79,738.815,0.025,0.7628
2556,61.0,61.04,0.04,0.7626
2557,663.525,663.64,0.115,0.7624
2558,1055.66,1055.755,0.095,0.7612
2559,453.13,453.155,0.025,0.7611
2560,516.185,516.3,0.115,0.7607
2561,168.51,168.565,0.055,0.7604
2562,150.19,150.33,0.14,0.7603
2563,500.525,500.65,0.125,0.7593
2564,234.785,234.9,0.115,0.7586
2565,162.655,162.665,0.01,0.7586
2566,105.115,105.24,0.125,0.7583
2567,29.595,29.62,0.025,0.758
2568,8.61,8.645,0.035,0.7577
2569,279.095,279.25,0.155,0.7577
2570,16.41,16.455,0.045,0.7575
2571,117.885,118.065,0.18,0.7574
2572,171.625,171.74,0.115,0.7573
2573,930.96,931.075,0.115,0.7568
2574,110.72,110.835,0.115,0.7565
2575,158.195,158.36,0.165,0.7549
2576,97.29,97.405,0.115,0.7549
2577,101.44,101.565,0.125,0.7544
2578,128.37,128.44,0.07,0.7541
2579,118.13,118.285,0.155,0.7539
2580,70.425,70.46,0.035,0.7538
2581,90.645,90.79,0.145,0.753
2582,492.155,492.22,0.065,0.7526
2583,91.885,92.0,0.115,0.752
2584,108.715,108.895,0.18,0.752
2585,428.035,428.04,0.005,0.7512
2586,180.89,180.985,0.095,0.7508
2587,33.33,33.35,0.02,0.7508
2588,20.74,20.75,0.01,0.7505
2589,117.22,117.335,0.115,0.749
2590,68.235,68.25,0.015,0.7489
2591,545.315,545.36,0.045,0.7488
2592,240.62,240.775,0.155,0.7486
2593,560.775,560.91,0.135,0.7485
2594,237.605,237.72,0.115,0.7479
2595,445.09,445.1,0.01,0.7477
2596,1209.25,1209.26,0.01,0.7475
2597,436.875,436.88,0.005,0.7474
2598,1195.245,1195.355,0.11,0.7473
2599,436.385,436.395,0.01,0.7459
2600,1.325,1.34,0.015,0.7455
2601,90.085,90.23,0.145,0.7454
2602,923.22,923.315,0.095,0.7453
2603,195.195,195.205,0.01,0.7453
2604,510.515,510.645,0.13,0.7441
2605,644.355,644.485,0.13,0.7441
2606,144.635,144.76,0.125,0.7432
2607,687.09,687.255,0.165,0.7422
2608,125.31,125.495,0.185,0.7413
2609,1.715,1.79,0.075,0.7413
2610,79.055,79.14,0.085,0.741
2611,259.755,259.795,0.04,0.7402
2612,559.105,559.26,0.155,0.7395
2613,493.965,494.0,0.035,0.739
2614,123.1,123.22,0.12,0.7382
2615,78.495,78.68,0.185,0.7381
2616,45.605,45.66,0.055,0.7374
2617,144.275,144.5,0.225,0.7357
2618,647.1,647.25,0.15,0.7356
2619,289.22,289.23,0.01,0.7336
2620,99.36,99.545,0.185,0.7334
2621,136.26,136.385,0.125,0.7312
2622,515.635,515.82,0.185,0.7309
2623,1150.73,1150.885,0.155,0.7302
2624,713.58,713.725,0.145,0.73
2625,328.885,328.935,0.05,0.7296
2626,12.775,12.785,0.01,0.7288
2627,149.355,149.54,0.185,0.7287
2628,496.53,496.655,0.125,0.7286
2629,126.09,126.335,0.245,0.728
2630,288.81,288.895,0.085,0.7268
2631,101.76,101.925,0.165,0.7265
2632,178.07,178.24,0.17,0.7264
2633,0.045,0.11,0.065,0.7259
2634,92.565,92.58,0.015,0.7254
2635,534.805,534.85,0.045,0.7242
2636,658.735,658.89,0.155,0.7221
2637,181.55,181.735,0.185,0.722
2638,335.545,335.57,0.025,0.7208
2639,99.98,100.165,0.185,0.7207
2640,268.65,268.71,0.06,0.7202
2641,426.925,426.975,0.05,0.7197
2642,550.58,550.79,0.21,0.7194
2643,125.09,125.265,0.175,0.7188
2644,24.8,24.86,0.06,0.7183
2645,652.515,652.68,0.165,0.7176
2646,108.18,108.195,0.015,0.7169
2647,287.83,287.885,0.055,0.7156
2648,890.775,890.91,0.135,0.7144
2649,111.47,111.695,0.225,0.7141
2650,145.455,145.68,0.225,0.7129
2651,207.73,207.74,0.01,0.7125
2652,180.55,180.6,0.05,0.7118
2653,135.12,135.265,0.145,0.7118
2654,241.92,242.095,0.175,0.7117
2655,344.605,344.61,0.005,0.7115
2656,45.985,46.05,0.065,0.7113
2657,113.865,114.05,0.185,0.7111
2658,178.315,178.48,0.165,0.711
2659,546.925,546.985,0.06,0.7107
2660,1194.9,1195.055,0.155,0.7104
2661,51.575,51.74,0.165,0.7096
2662,472.655,472.67,0.015,0.7093
2663,155.845,156.05,0.205,0.7083
2664,97.94,98.115,0.175,0.708
2665,180.675,180.835,0.16,0.7078
2666,58.765,58.965,0.2,0.7069
2667,923.8,924.065,0.265,0.7067
2668,313.785,313.79,0.005,0.7066
2669,331.08,331.155,0.075,0.7061
2670,148.265,148.48,0.215,0.706
2671,123.67,123.68,0.01,0.7043
2672,186.545,186.64,0.095,0.7032
2673,182.14,182.295,0.155,0.7029
2674,123.465,123.475,0.01,0.7015
2675,10.725,10.735,0.01,0.7007
2676,62.52,62.865,0.345,0.7003
2677,130.245,130.4,0.155,0.6987
2678,113.335,113.51,0.175,0.6978
2679,149.695,149.87,0.175,0.697
2680,558.705,558.955,0.25,0.6958
2681,352.19,352.26,0.07,0.6958
2682,281.195,281.205,0.01,0.695
2683,85.24,85.485,0.245,0.6949
2684,117.48,117.675,0.195,0.6948
2685,33.82,33.86,0.04,0.6938
2686,121.925,122.18,0.255,0.6934
2687,424.575,424.63,0.055,0.693
2688,114.845,115.05,0.205,0.6924
2689,92.265,92.515,0.25,0.6924
2690,88.435,88.62,0.185,0.6921
2691,152.935,153.28,0.345,0.692
2692,425.17,425.18,0.01,0.6917
2693,138.515,138.625,0.11,0.6908
2694,178.525,178.68,0.155,0.6899
2695,122.335,122.53,0.195,0.6893
2696,923.36,923.585,0.225,0.6891
2697,252.48,252.765,0.285,0.6882
2698,150.475,150.745,0.27,0.688
2699,439.985,439.995,0.01,0.6876
2700,113.555,113.8,0.245,0.6873
2701,334.98,335.15,0.17,0.6861
2702,415.62,415.64,0.02,0.6854
2703,437.835,437.845,0.01,0.6847
2704,60.655,60.73,0.075,0.6836
2705,272.355,272.535,0.18,0.6835
2706,93.765,93.955,0.19,0.6817
2707,499.9,499.93,0.03,0.6811
2708,505.015,505.17,0.155,0.6807
2709,238.22,238.34,0.12,0.6803
2710,2.875,2.9,0.025,0.6795
2711,148.915,149.195,0.28,0.6792
2712,8.84,8.865,0.025,0.6785
2713,546.625,546.65,0.025,0.6762
2714,548.52,548.675,0.155,0.6761
2715,154.295,154.64,0.345,0.6758
2716,905.06,905.265,0.205,0.6752
2717,143.265,143.605,0.34,0.6735
2718,98.16,98.445,0.285,0.6723
2719,472.175,472.2,0.025,0.671
2720,73.68,73.785,0.105,0.6707
2721,122.575,122.63,0.055,0.6701
2722,1201.345,1201.555,0.21,0.6689
2723,52.235,52.38,0.145,0.6675
2724,172.365,172.67,0.305,0.6674
2725,119.51,119.685,0.175,0.6663
2726,428.195,428.21,0.015,0.6654
2727,155.53,155.79,0.26,0.6631
2728,77.755,77.94,0.185,0.6631
2729,107.7,107.715,0.015,0.663
2730,388.455,388.46,0.005,0.6628
2731,25.19,25.245,0.055,0.6606
2732,53.275,53.44,0.165,0.6599
2733,160.115,160.34,0.225,0.6596
2734,135.46,135.585,0.125,0.6596
2735,52.075,52.16,0.085,0.6589
2736,1192.74,1192.965,0.225,0.6573
2737,525.54,525.625,0.085,0.6549
2738,657.975,658.28,0.305,0.6546
2739,151.295,151.55,0.255,0.6529
2740,526.38,526.465,0.085,0.652
2741,143.655,144.08,0.425,0.6499
2742,21.1,21.2,0.1,0.6496
2743,522.665,522.73,0.065,0.6488
2744,153.395,153.68,0.285,0.6487
2745,87.955,88.27,0.315,0.6483
2746,924.46,924.775,0.315,0.6464
2747,1194.015,1194.4,0.385,0.6457
2748,179.115,179.46,0.345,0.6443
2749,112.635,112.675,0.04,0.6421
2750,116.775,116.965,0.19,0.6416
2751,508.58,508.715,0.135,0.6415
2752,185.92,186.03,0.11,0.6405
2753,442.13,442.195,0.065,0.6367
2754,1194.47,1194.72,0.25,0.6345
2755,557.93,558.29,0.36,0.6326
2756,19.76,19.88,0.12,0.6301
2757,114.105,114.35,0.245,0.6286
2758,528.775,529.19,0.415,0.6263
2759,443.4,443.435,0.035,0.6256
2760,432.475,432.48,0.005,0.6252
2761,147.395,147.8,0.405,0.625
2762,141.915,142.22,0.305,0.6217
2763,8.46,8.565,0.105,0.6203
2764,94.8,95.005,0.205,0.6202
2765,142.695,143.06,0.365,0.6185
2766,97.63,97.885,0.255,0.6177
2767,446.395,446.42,0.025,0.6175
2768,110.49,110.675,0.185,0.6151
2769,45.16,45.265,0.105,0.614
2770,408.3,408.325,0.025,0.6131
2771,69.365,69.47,0.105,0.6125
2772,57.095,57.1,0.005,0.6065
2773,287.015,287.085,0.07,0.6052
2774,13.115,13.14,0.025,0.6045
2775,171.145,171.38,0.235,0.6041
2776,15.935,15.985,0.05,0.6032
2777,184.865,185.09,0.225,0.6026
2778,288.19,288.225,0.035,0.6016
2779,91.285,91.43,0.145,0.5967
2780,28.33,28.345,0.015,0.5956
2781,9.95,9.995,0.045,0.5942
2782,430.28,430.355,0.075,0.5929
2783,151.825,152.16,0.335,0.5895
2784,33.975,34.08,0.105,0.5845
2785,134.46,134.665,0.205,0.5843
2786,261.92,261.96,0.04,0.583
2787,488.61,488.63,0.02,0.5817
2788,133.96,134.205,0.245,0.5808
2789,236.235,236.45,0.215,0.57
2790,463.475,463.53,0.055,0.5668
2791,415.055,415.075,0.02,0.5652
2792,247.21,247.415,0.205,0.5649
2793,243.7,243.855,0.155,0.5623
2794,445.33,445.38,0.05,0.5611
2795,142.265,142.64,0.375,0.5564
2796,420.11,420.245,0.135,0.556
2797,245.485,245.92,0.435,0.5542
2798,148.535,148.86,0.325,0.5534
2799,490.635,490.75,0.115,0.5522
2800,161.435,161.56,0.125,0.5499
2801,451.855,452.135,0.28,0.5488
2802,114.605,114.79,0.185,0.5439
2803,534.31,534.68,0.37,0.5413
2804,557.365,557.865,0.5,0.5397
2805,79.415,79.54,0.125,0.5393
2806,49.96,50.02,0.06,0.535
2807,440.985,441.3,0.315,0.5317
2808,110.16,110.425,0.265,0.5308
2809,420.325,420.495,0.17,0.5273
2810,439.445,439.595,0.15,0.5256
2811,1055.42,1055.595,0.175,0.517
2812,102.455,102.605,0.15,0.5163
2813,428.355,428.46,0.105,0.5115
2814,129.745,130.245,0.5,0.5101
2815,556.865,557.365,0.5,0.5088
2816,53.875,54.27,0.395,0.5086
2817,439.235,439.31,0.075,0.5058
2818,423.635,423.65,0.015,0.5054
2819,546.695,546.8,0.105,0.5013
2820,443.245,443.345,0.1,0.496
2821,30.24,30.38,0.14,0.4958
2822,146.895,147.395,0.5,0.4933
2823,491.24,491.35,0.11,0.4903
2824,352.69,353.07,0.38,0.4872
2825,555.865,556.365,0.5,0.4853
2826,124.59,125.09,0.5,0.4842
2827,90.505,90.6,0.095,0.484
2828,439.64,439.7,0.06,0.4837
2829,150.79,151.15,0.36,0.4825
2830,422.945,423.145,0.2,0.4807
2831,556.365,556.865,0.5,0.4758
2832,51.815,52.03,0.215,0.4685
2833,152.435,152.935,0.5,0.4652
2834,475.9,476.015,0.115,0.4632
2835,82.65,82.935,0.285,0.4582
2836,518.075,518.155,0.08,0.4559
2837,554.53,554.645,0.115,0.4524
2838,113.015,113.27,0.255,0.451
2839,414.16,414.195,0.035,0.4496
2840,109.35,109.665,0.315,0.436
