start_s,end_s,duration_s,class,confidence
286.335,286.34,0.005,click,0.8584
286.725,286.76,0.035,water,0.9696
286.955,286.96,0.005,click,0.7445
287.005,287.14,0.135,other,0.9529
287.31,287.44,0.13,vocal,0.7226
287.635,287.64,0.005,click,0.9062
287.77,287.8,0.03,water,0.5447
287.945,287.985,0.04,water,0.7497
288.055,288.11,0.055,other,0.7024
288.31,288.365,0.055,water,0.6673
288.525,288.67,0.145,other,0.7035
288.825,288.87,0.045,vocal,0.4177
288.935,288.985,0.05,other,0.4927
289.095,289.145,0.05,vocal,0.6257
289.455,289.46,0.005,click,0.6975
289.555,289.62,0.065,vocal,0.9665
289.765,289.87,0.105,vocal,0.5919
290.12,290.185,0.065,vocal,0.6611
290.35,290.41,0.06,vocal,0.5777
290.715,290.72,0.005,click,0.7749
290.94,290.96,0.02,water,0.8916
291.025,291.1,0.075,vocal,0.835
291.175,291.185,0.01,water,0.6962
291.35,291.39,0.04,water,0.4698
291.67,291.715,0.045,other,0.3931
292.57,292.675,0.105,vocal,0.4552
292.965,293.115,0.15,other,0.7027
293.335,293.36,0.025,vocal,0.6008
293.43,293.555,0.125,other,0.779
293.805,294.11,0.305,other,0.9903
294.175,294.19,0.015,water,0.8587
294.27,294.28,0.01,water,0.4567
294.345,294.465,0.12,other,0.8064
294.585,294.62,0.035,water,0.5906
294.67,294.71,0.04,vocal,0.4156
294.895,294.9,0.005,click,0.7925
294.955,294.96,0.005,click,0.8383
295.28,295.285,0.005,click,0.7535
295.405,295.905,0.5,other,0.9922
295.905,296.405,0.5,other,0.9771
296.405,296.68,0.275,other,0.9223
296.735,296.94,0.205,other,0.9285
296.99,297.49,0.5,other,0.914
297.49,297.885,0.395,other,0.5947
297.955,297.96,0.005,click,0.7454
298.045,298.05,0.005,click,0.7262
298.165,298.175,0.01,water,0.4752
298.225,298.23,0.005,click,0.7947
298.495,298.5,0.005,click,0.8482
298.565,298.57,0.005,click,0.9035
298.615,298.64,0.025,water,0.6508
298.685,298.77,0.085,other,0.5543
298.855,298.86,0.005,click,0.7391
298.975,298.98,0.005,click,0.7722
299.095,299.24,0.145,other,0.7818
299.375,299.4,0.025,water,0.9733
299.545,299.57,0.025,click,0.4776
299.645,299.66,0.015,water,0.9551
299.78,299.82,0.04,water,0.4073
299.895,300.08,0.185,other,0.8493
300.185,300.49,0.305,other,0.9838
300.775,300.84,0.065,vocal,0.8205
300.885,300.945,0.06,other,0.5269
300.995,301.04,0.045,vocal,0.3993
301.13,301.605,0.475,other,0.9011
301.685,301.695,0.01,water,0.5198
301.915,301.94,0.025,water,0.7856
301.995,302.02,0.025,vocal,0.699
302.07,302.12,0.05,water,0.7742
302.485,302.64,0.155,other,0.727
302.725,302.73,0.005,click,0.7621
302.945,302.995,0.05,water,0.5718
303.055,303.11,0.055,other,0.5828
303.355,303.365,0.01,water,0.8809
303.41,303.475,0.065,water,0.7845
303.555,303.59,0.035,water,0.9577
303.645,303.65,0.005,click,0.7961
303.705,303.71,0.005,click,0.8239
303.85,303.885,0.035,vocal,0.5557
304.02,304.03,0.01,water,0.3868
304.13,304.135,0.005,click,0.757
304.265,304.29,0.025,vocal,0.6054
304.35,304.4,0.05,vocal,0.4469
304.56,304.61,0.05,other,0.443
304.765,304.77,0.005,click,0.8087
305.06,305.065,0.005,click,0.7826
305.185,305.23,0.045,vocal,0.5658
305.29,305.55,0.26,other,0.9768
305.615,305.66,0.045,water,0.4896
305.745,305.84,0.095,other,0.5355
305.885,305.89,0.005,click,0.8218
305.97,305.98,0.01,water,0.4787
306.095,306.12,0.025,vocal,0.5426
306.275,306.28,0.005,click,0.8501
306.405,306.45,0.045,vocal,0.8198
306.495,306.5,0.005,click,0.8026
306.63,306.635,0.005,click,0.7382
306.725,306.73,0.005,click,0.7555
306.775,306.78,0.005,click,0.8191
306.915,306.92,0.005,click,0.7692
307.075,307.08,0.005,click,0.7165
307.13,307.15,0.02,water,0.5814
307.225,307.23,0.005,click,0.7701
307.295,307.3,0.005,click,0.8496
307.54,307.555,0.015,water,0.8006
307.605,307.61,0.005,click,0.8314
307.715,307.75,0.035,water,0.6409
307.855,307.88,0.025,water,0.8898
307.955,307.96,0.005,click,0.6959
308.185,308.19,0.005,click,0.7993
308.255,308.26,0.005,click,0.8437
308.755,308.78,0.025,water,0.7656
308.835,308.93,0.095,other,0.6815
309.045,309.05,0.005,click,0.8507
309.295,309.34,0.045,vocal,0.472
309.53,309.54,0.01,click,0.4373
309.625,309.63,0.005,click,0.7755
309.715,309.765,0.05,other,0.745
309.815,309.885,0.07,other,0.7311
309.935,309.99,0.055,vocal,0.4065
310.225,310.23,0.005,click,0.8396
310.37,310.445,0.075,vocal,0.9473
310.765,310.96,0.195,other,0.9326
311.035,311.04,0.005,click,0.7396
311.1,311.105,0.005,click,0.7215
311.215,311.27,0.055,other,0.3474
311.32,311.42,0.1,vocal,0.782
311.53,311.63,0.1,water,0.6143
311.745,311.82,0.075,other,0.7467
311.905,311.935,0.03,water,0.8713
312.015,312.02,0.005,click,0.7573
312.085,312.18,0.095,other,0.7793
312.425,312.51,0.085,other,0.6246
312.575,312.825,0.25,other,0.9675
312.87,312.995,0.125,other,0.7589
313.04,313.14,0.1,other,0.8308
313.215,313.225,0.01,water,0.5031
313.3,313.305,0.005,click,0.7589
313.35,313.355,0.005,click,0.699
313.505,313.535,0.03,vocal,0.8414
313.58,313.585,0.005,click,0.804
313.64,313.645,0.005,click,0.7661
313.75,313.755,0.005,click,0.657
313.97,314.055,0.085,vocal,0.6473
314.11,314.285,0.175,other,0.5767
314.56,314.605,0.045,water,0.5223
314.8,314.805,0.005,click,0.8246
315.0,315.215,0.215,other,0.9538
315.325,315.415,0.09,vocal,0.7307
315.58,315.585,0.005,click,0.8088
315.63,315.695,0.065,vocal,0.8189
315.785,315.865,0.08,vocal,0.8488
316.02,316.055,0.035,water,0.7802
316.1,316.13,0.03,water,0.5679
316.195,316.275,0.08,vocal,0.7103
316.32,316.335,0.015,vocal,0.5984
316.55,316.63,0.08,vocal,0.8001
316.7,316.705,0.005,click,0.8316
316.805,316.81,0.005,click,0.7542
316.96,316.965,0.005,click,0.7491
317.01,317.075,0.065,vocal,0.7412
317.4,317.6,0.2,other,0.8757
317.79,317.87,0.08,vocal,0.8338
317.915,317.94,0.025,vocal,0.8786
318.17,318.255,0.085,vocal,0.9562
318.595,318.6,0.005,click,0.831
319.595,319.6,0.005,click,0.7501
320.195,320.29,0.095,vocal,0.8831
320.395,320.43,0.035,vocal,0.7684
320.495,320.5,0.005,click,0.5597
320.605,320.61,0.005,click,0.7693
320.735,320.75,0.015,water,0.5935
320.905,320.93,0.025,vocal,0.5511
321.145,321.15,0.005,click,0.8226
321.195,321.2,0.005,click,0.7499
321.285,321.33,0.045,vocal,0.9429
321.485,321.49,0.005,click,0.7755
321.695,321.7,0.005,click,0.8482
321.75,321.76,0.01,water,0.457
321.825,321.87,0.045,vocal,0.9172
321.925,321.93,0.005,click,0.8785
322.065,322.07,0.005,click,0.7674
322.225,322.32,0.095,vocal,0.7154
322.46,322.47,0.01,water,0.716
322.515,322.58,0.065,vocal,0.9366
322.805,322.85,0.045,vocal,0.971
323.395,323.4,0.005,click,0.8576
323.575,323.58,0.005,click,0.7958
323.835,323.925,0.09,vocal,0.9498
324.195,324.22,0.025,vocal,0.5241
324.285,324.29,0.005,click,0.7971
324.535,324.58,0.045,vocal,0.9067
324.955,324.98,0.025,vocal,0.811
325.025,325.03,0.005,click,0.7914
325.78,325.785,0.005,click,0.7961
326.16,326.2,0.04,vocal,0.946
326.255,326.285,0.03,vocal,0.4159
326.615,326.62,0.005,click,0.8307
326.73,326.755,0.025,vocal,0.7136
326.9,326.905,0.005,click,0.7808
327.045,327.09,0.045,vocal,0.9008
327.14,327.215,0.075,vocal,0.9089
327.415,327.455,0.04,vocal,0.458
327.625,327.635,0.01,vocal,0.5253
327.96,327.965,0.005,click,0.8365
328.175,328.185,0.01,vocal,0.4246
329.085,329.205,0.12,vocal,0.7256
329.25,329.265,0.015,vocal,0.6454
329.335,329.385,0.05,vocal,0.9529
329.44,329.445,0.005,click,0.7545
329.5,329.575,0.075,vocal,0.9676
329.835,330.02,0.185,vocal,0.4377
330.225,330.305,0.08,vocal,0.876
330.37,330.705,0.335,other,0.9688
331.02,331.08,0.06,vocal,0.9561
331.14,331.225,0.085,other,0.7745
331.515,331.545,0.03,vocal,0.9211
331.72,331.725,0.005,click,0.8626
331.88,331.965,0.085,vocal,0.8209
332.36,332.405,0.045,vocal,0.9102
333.04,333.065,0.025,water,0.725
333.16,333.225,0.065,other,0.7765
333.27,333.525,0.255,other,0.4754
333.59,333.595,0.005,click,0.6454
333.68,333.725,0.045,vocal,0.3867
334.12,334.175,0.055,vocal,0.5099
334.22,334.225,0.005,click,0.7807
334.27,334.285,0.015,click,0.4192
334.46,334.465,0.005,click,0.6501
334.51,334.565,0.055,vocal,0.9361
334.85,334.915,0.065,vocal,0.9715
334.96,334.965,0.005,click,0.6156
335.24,335.265,0.025,vocal,0.9046
335.46,335.465,0.005,click,0.9128
335.59,335.615,0.025,vocal,0.8669
335.825,336.325,0.5,other,0.6714
336.325,336.825,0.5,other,0.7454
336.825,336.865,0.04,water,0.6766
336.92,336.965,0.045,vocal,0.8254
337.04,337.05,0.01,water,0.4713
337.15,337.175,0.025,vocal,0.4201
337.23,337.285,0.055,vocal,0.6836
337.36,337.365,0.005,click,0.8376
337.81,337.815,0.005,click,0.729
337.92,337.925,0.005,click,0.6212
338.35,338.355,0.005,click,0.7697
338.46,338.465,0.005,click,0.746
338.56,338.605,0.045,vocal,0.8748
338.85,338.875,0.025,vocal,0.7785
339.1,339.105,0.005,click,0.8019
339.3,339.305,0.005,click,0.7142
339.51,339.535,0.025,vocal,0.8267
339.74,339.745,0.005,click,0.7797
340.2,340.225,0.025,vocal,0.7269
340.405,340.475,0.07,vocal,0.977
340.6,340.625,0.025,vocal,0.8217
340.86,340.865,0.005,click,0.7712
341.28,341.335,0.055,vocal,0.9337
341.495,341.525,0.03,vocal,0.5732
341.68,341.685,0.005,click,0.7641
342.075,342.195,0.12,vocal,0.6502
342.4,342.405,0.005,click,0.7313
342.455,342.57,0.115,vocal,0.5941
342.955,342.985,0.03,vocal,0.8544
343.355,343.48,0.125,silence,0.4704
343.555,343.59,0.035,water,0.5256
343.82,343.85,0.03,vocal,0.9231
344.095,344.105,0.01,water,0.4894
344.19,344.34,0.15,vocal,0.6245
344.615,344.645,0.03,vocal,0.7927
344.75,344.76,0.01,water,0.7889
345.005,345.21,0.205,other,0.7757
345.57,345.64,0.07,vocal,0.986
345.895,345.91,0.015,vocal,0.7012
346.035,346.09,0.055,vocal,0.9733
346.365,346.37,0.005,click,0.7417
346.435,346.44,0.005,click,0.8041
347.005,347.04,0.035,vocal,0.9658
347.5,347.545,0.045,vocal,0.9053
347.645,347.69,0.045,water,0.5187
347.91,347.97,0.06,vocal,0.9823
348.055,348.08,0.025,vocal,0.9247
348.345,348.41,0.065,vocal,0.9897
348.785,348.81,0.025,vocal,0.941
349.23,349.245,0.015,vocal,0.7245
349.835,349.925,0.09,vocal,0.8774
350.5,350.56,0.06,vocal,0.9809
351.12,351.18,0.06,vocal,0.9852
351.615,351.655,0.04,vocal,0.9349
352.03,352.065,0.035,vocal,0.9428
352.39,352.395,0.005,click,0.8002
352.45,352.455,0.005,click,0.7959
352.95,352.985,0.035,vocal,0.9741
353.37,353.435,0.065,vocal,0.9824
353.775,353.855,0.08,vocal,0.9004
354.18,354.285,0.105,vocal,0.6767
354.44,354.465,0.025,vocal,0.7587
354.555,354.595,0.04,vocal,0.9525
354.9,354.975,0.075,vocal,0.952
355.32,355.395,0.075,vocal,0.945
355.71,355.765,0.055,vocal,0.9745
356.19,356.23,0.04,vocal,0.9592
356.455,356.46,0.005,click,0.8181
356.595,356.65,0.055,vocal,0.9802
356.975,357.005,0.03,vocal,0.7141
357.075,357.08,0.005,click,0.6986
357.385,357.41,0.025,vocal,0.7897
357.745,357.77,0.025,vocal,0.8299
357.845,357.94,0.095,vocal,0.8298
358.075,358.11,0.035,vocal,0.9557
358.155,358.18,0.025,vocal,0.8622
358.225,358.23,0.005,click,0.8502
358.405,358.41,0.005,click,0.8109
358.615,358.62,0.005,click,0.5711
358.705,358.71,0.005,click,0.5651
359.99,360.045,0.055,vocal,0.9857
360.325,360.42,0.095,vocal,0.8265
360.72,360.76,0.04,vocal,0.9639
361.105,361.13,0.025,vocal,0.708
361.67,361.73,0.06,vocal,0.9716
362.015,362.02,0.005,click,0.7428
362.335,362.61,0.275,other,0.9712
363.185,363.19,0.005,click,0.7162
363.425,363.48,0.055,vocal,0.9726
363.83,363.855,0.025,vocal,0.7775
364.22,364.28,0.06,vocal,0.9854
364.575,364.58,0.005,click,0.69
365.045,365.11,0.065,vocal,0.986
365.52,365.55,0.03,vocal,0.9058
365.86,365.9,0.04,vocal,0.9626
366.24,366.31,0.07,vocal,0.9794
366.525,366.64,0.115,vocal,0.6813
367.01,367.05,0.04,vocal,0.9366
368.46,368.505,0.045,vocal,0.9634
368.71,368.835,0.125,vocal,0.6564
369.12,369.175,0.055,vocal,0.9376
369.49,369.495,0.005,click,0.79
369.72,369.765,0.045,vocal,0.9455
370.12,370.185,0.065,vocal,0.9884
370.555,370.56,0.005,click,0.8049
370.9,370.975,0.075,vocal,0.9509
371.265,371.32,0.055,vocal,0.9793
371.65,371.68,0.03,vocal,0.6853
371.98,371.985,0.005,click,0.8507
373.355,373.36,0.005,click,0.7441
374.05,374.11,0.06,vocal,0.9882
374.355,374.36,0.005,click,0.8038
374.805,374.9,0.095,vocal,0.9359
375.075,375.1,0.025,vocal,0.8484
375.19,375.27,0.08,vocal,0.9598
375.325,375.33,0.005,click,0.6214
375.425,375.47,0.045,vocal,0.9253
375.585,375.75,0.165,vocal,0.6996
375.965,375.995,0.03,vocal,0.9162
376.04,376.09,0.05,vocal,0.9653
376.385,376.415,0.03,vocal,0.8622
376.62,376.68,0.06,vocal,0.9898
376.75,376.81,0.06,vocal,0.9897
376.92,376.925,0.005,click,0.773
376.995,377.005,0.01,vocal,0.4424
377.14,377.195,0.055,vocal,0.9505
377.71,377.755,0.045,vocal,0.9406
377.82,377.915,0.095,vocal,0.853
378.075,378.225,0.15,vocal,0.8086
378.45,378.535,0.085,vocal,0.9502
378.8,378.915,0.115,vocal,0.7834
379.21,379.285,0.075,vocal,0.9694
379.575,379.695,0.12,vocal,0.779
380.01,380.355,0.345,vocal,0.4571
380.42,380.475,0.055,vocal,0.9788
380.66,380.755,0.095,vocal,0.9643
381.115,381.2,0.085,vocal,0.9785
381.45,381.575,0.125,vocal,0.8097
381.875,381.965,0.09,vocal,0.9607
382.015,382.02,0.005,click,0.7785
382.075,382.33,0.255,other,0.4993
382.39,382.42,0.03,vocal,0.9462
382.585,382.655,0.07,vocal,0.9669
382.965,383.03,0.065,vocal,0.9833
383.345,383.45,0.105,vocal,0.8596
383.505,383.56,0.055,vocal,0.903
383.705,383.78,0.075,vocal,0.9822
383.885,383.94,0.055,vocal,0.9445
384.275,384.3,0.025,vocal,0.8718
384.525,384.53,0.005,click,0.8038
384.625,384.65,0.025,vocal,0.7921
384.935,385.02,0.085,vocal,0.9393
385.31,385.355,0.045,vocal,0.9649
385.625,385.63,0.005,click,0.8499
385.675,385.735,0.06,vocal,0.9877
386.1,386.105,0.005,click,0.7613
386.22,386.225,0.005,click,0.8053
386.37,386.395,0.025,vocal,0.7369
386.5,386.615,0.115,other,0.4993
386.92,386.925,0.005,click,0.8413
387.135,387.185,0.05,vocal,0.9711
387.3,387.375,0.075,vocal,0.9478
387.61,387.73,0.12,vocal,0.7196
388.4,388.405,0.005,click,0.8595
388.62,388.625,0.005,click,0.8329
388.985,389.045,0.06,vocal,0.9713
389.17,389.18,0.01,water,0.5928
389.28,389.285,0.005,click,0.7904
389.59,389.63,0.04,vocal,0.9749
390.01,390.03,0.02,water,0.6596
390.1,390.105,0.005,click,0.843
390.29,390.325,0.035,water,0.8964
390.48,390.515,0.035,water,0.9648
390.85,390.88,0.03,vocal,0.8893
391.225,391.27,0.045,vocal,0.9645
391.62,391.65,0.03,vocal,0.9577
392.455,392.49,0.035,vocal,0.969
392.585,392.63,0.045,vocal,0.9575
393.055,393.06,0.005,click,0.7725
393.345,393.35,0.005,click,0.794
393.96,393.965,0.005,click,0.7156
394.105,394.18,0.075,vocal,0.7306
394.475,394.58,0.105,vocal,0.8793
394.655,394.66,0.005,click,0.7751
394.735,394.74,0.005,click,0.8008
394.865,394.93,0.065,vocal,0.991
395.095,395.1,0.005,click,0.8348
395.155,395.16,0.005,click,0.4996
395.595,395.64,0.045,water,0.8175
395.725,395.73,0.005,click,0.8228
396.22,396.285,0.065,vocal,0.9924
396.605,396.68,0.075,vocal,0.9833
397.455,397.465,0.01,vocal,0.5812
397.945,398.005,0.06,vocal,0.9739
398.13,398.22,0.09,water,0.6642
398.275,398.3,0.025,water,0.6392
398.62,398.66,0.04,vocal,0.9439
399.215,399.225,0.01,vocal,0.6258
399.27,399.375,0.105,vocal,0.6818
399.66,399.665,0.005,click,0.7895
400.005,400.015,0.01,vocal,0.5602
400.115,400.185,0.07,vocal,0.9735
400.325,400.375,0.05,vocal,0.9619
401.085,401.09,0.005,click,0.7454
401.22,401.245,0.025,water,0.9657
401.495,401.525,0.03,water,0.9848
401.615,401.66,0.045,water,0.8487
402.285,402.315,0.03,vocal,0.943
402.725,402.73,0.005,click,0.7534
403.115,403.12,0.005,click,0.8344
403.215,403.225,0.01,vocal,0.5771
403.455,403.465,0.01,vocal,0.7131
404.41,404.42,0.01,vocal,0.5306
405.185,405.19,0.005,click,0.7642
405.295,405.375,0.08,vocal,0.5335
405.535,405.585,0.05,vocal,0.9393
406.675,406.725,0.05,vocal,0.9261
407.025,407.035,0.01,water,0.4071
407.085,407.115,0.03,vocal,0.9237
407.465,407.51,0.045,vocal,0.9623
407.85,407.92,0.07,vocal,0.9886
408.215,408.3,0.085,vocal,0.9374
408.795,408.8,0.005,click,0.7707
408.865,408.92,0.055,vocal,0.9778
409.085,409.09,0.005,click,0.636
409.215,409.23,0.015,vocal,0.765
409.595,409.605,0.01,click,0.3945
409.815,409.86,0.045,vocal,0.8231
409.905,409.93,0.025,vocal,0.7207
410.255,410.31,0.055,vocal,0.9354
410.635,410.66,0.025,vocal,0.8783
410.915,410.92,0.005,click,0.5886
411.055,411.06,0.005,click,0.6448
411.155,411.19,0.035,vocal,0.9547
411.235,411.24,0.005,click,0.5616
412.585,412.61,0.025,water,0.4761
413.075,413.17,0.095,vocal,0.7901
413.615,413.62,0.005,click,0.7681
413.85,413.88,0.03,vocal,0.904
414.505,414.7,0.195,other,0.5098
414.93,414.94,0.01,water,0.9117
415.545,415.58,0.035,vocal,0.9303
415.655,415.67,0.015,water,0.8747
415.715,415.76,0.045,vocal,0.915
415.855,415.925,0.07,vocal,0.981
416.275,416.41,0.135,vocal,0.5344
416.505,416.525,0.02,vocal,0.9417
416.705,416.71,0.005,click,0.6977
416.855,416.865,0.01,vocal,0.4043
416.915,416.92,0.005,click,0.801
417.005,417.09,0.085,vocal,0.9019
417.365,417.42,0.055,vocal,0.9196
417.505,417.74,0.235,other,0.836
417.835,417.84,0.005,click,0.8411
417.96,418.065,0.105,vocal,0.7092
418.145,418.15,0.005,click,0.7183
418.215,418.22,0.005,click,0.7787
418.4,418.41,0.01,vocal,0.4715
418.575,418.6,0.025,vocal,0.8409
418.655,418.72,0.065,water,0.7853
418.955,418.98,0.025,vocal,0.8006
419.295,419.3,0.005,click,0.7926
419.655,419.72,0.065,vocal,0.9845
419.865,419.905,0.04,vocal,0.5888
420.085,420.16,0.075,vocal,0.8898
420.465,420.47,0.005,click,0.7476
420.705,420.73,0.025,vocal,0.9122
420.785,420.8,0.015,vocal,0.6702
422.015,422.02,0.005,click,0.8438
422.255,422.26,0.005,click,0.7759
422.835,422.84,0.005,click,0.8551
423.495,423.5,0.005,click,0.7311
424.405,424.41,0.005,click,0.5104
424.545,424.55,0.005,click,0.7426
424.875,424.88,0.005,click,0.8209
425.795,425.8,0.005,click,0.7754
425.875,425.88,0.005,click,0.7919
426.635,426.64,0.005,click,0.8202
426.985,427.02,0.035,vocal,0.85
427.065,427.105,0.04,vocal,0.8139
427.36,427.365,0.005,click,0.7435
427.695,427.7,0.005,click,0.8581
428.155,428.16,0.005,click,0.8225
428.915,428.92,0.005,click,0.8202
429.255,429.305,0.05,vocal,0.9708
429.35,429.405,0.055,vocal,0.9591
429.555,429.56,0.005,click,0.5824
429.67,429.695,0.025,vocal,0.8607
429.76,429.785,0.025,vocal,0.8813
429.885,429.925,0.04,vocal,0.958
430.225,430.255,0.03,vocal,0.8232
430.94,430.995,0.055,vocal,0.9372
431.06,431.065,0.005,click,0.8575
431.29,431.295,0.005,click,0.7221
431.34,431.375,0.035,vocal,0.9453
431.68,431.745,0.065,vocal,0.9838
431.925,431.985,0.06,vocal,0.9648
432.04,432.095,0.055,vocal,0.4723
432.39,432.415,0.025,vocal,0.4392
432.73,432.735,0.005,click,0.7396
433.03,433.055,0.025,vocal,0.7917
433.17,433.175,0.005,click,0.8014
433.325,433.4,0.075,vocal,0.9369
433.78,433.915,0.135,other,0.6739
433.96,433.965,0.005,click,0.7776
434.17,434.195,0.025,vocal,0.7429
434.32,434.495,0.175,other,0.924
434.54,434.615,0.075,vocal,0.7807
434.71,434.715,0.005,click,0.7138
434.92,434.975,0.055,vocal,0.8994
435.29,435.365,0.075,vocal,0.9301
435.43,435.435,0.005,click,0.6848
435.83,435.835,0.005,click,0.8227
435.97,436.005,0.035,water,0.9391
436.73,436.755,0.025,vocal,0.817
436.92,436.925,0.005,click,0.8316
437.065,437.155,0.09,vocal,0.9175
437.38,437.475,0.095,vocal,0.9525
437.52,437.525,0.005,click,0.8053
437.755,437.78,0.025,vocal,0.6829
438.05,438.155,0.105,vocal,0.7838
438.32,438.465,0.145,water,0.3622
438.515,438.535,0.02,vocal,0.7184
439.035,439.1,0.065,vocal,0.9899
439.235,439.305,0.07,vocal,0.9686
439.645,439.7,0.055,vocal,0.9676
439.925,439.95,0.025,vocal,0.8921
440.04,440.08,0.04,vocal,0.935
440.295,440.3,0.005,click,0.8249
440.375,440.39,0.015,vocal,0.4501
440.845,440.85,0.005,click,0.7726
441.325,441.33,0.005,click,0.8091
441.455,441.46,0.005,click,0.7532
441.585,441.61,0.025,vocal,0.8074
442.01,442.02,0.01,vocal,0.5788
442.355,442.38,0.025,vocal,0.9311
442.685,442.76,0.075,vocal,0.614
443.235,443.26,0.025,vocal,0.9391
443.565,443.62,0.055,vocal,0.9748
443.665,443.68,0.015,vocal,0.7549
443.985,444.03,0.045,vocal,0.8997
444.525,444.63,0.105,vocal,0.5406
445.295,445.32,0.025,vocal,0.8559
445.365,445.37,0.005,click,0.7145
445.45,445.5,0.05,vocal,0.9681
445.565,445.59,0.025,vocal,0.8383
445.665,445.71,0.045,vocal,0.9578
446.085,446.11,0.025,vocal,0.7502
446.435,446.44,0.005,click,0.8047
446.785,446.81,0.025,vocal,0.8696
447.175,447.18,0.005,click,0.8453
447.425,447.47,0.045,vocal,0.934
447.765,447.82,0.055,vocal,0.9595
447.885,447.89,0.005,click,0.597
448.045,448.07,0.025,vocal,0.9315
448.125,448.13,0.005,click,0.7863
448.515,448.55,0.035,vocal,0.9388
448.725,448.835,0.11,vocal,0.6872
448.925,448.99,0.065,vocal,0.9745
449.245,449.25,0.005,click,0.7832
449.835,449.94,0.105,vocal,0.5585
450.025,450.07,0.045,vocal,0.9251
450.255,450.26,0.005,click,0.8096
450.655,450.69,0.035,vocal,0.9766
450.845,450.85,0.005,click,0.8226
451.545,451.575,0.03,vocal,0.6905
452.085,452.12,0.035,water,0.9073
452.625,452.65,0.025,vocal,0.8959
453.525,453.56,0.035,vocal,0.6225
453.845,453.85,0.005,click,0.7898
453.945,453.95,0.005,click,0.7998
454.065,454.09,0.025,vocal,0.8828
454.265,454.27,0.005,click,0.7912
454.345,454.35,0.005,click,0.7999
454.395,454.4,0.005,click,0.8457
454.565,454.6,0.035,vocal,0.9704
454.845,454.85,0.005,click,0.579
455.765,455.77,0.005,click,0.8332
455.815,455.82,0.005,click,0.8007
456.035,456.04,0.005,click,0.7208
456.425,456.45,0.025,vocal,0.8586
456.885,456.91,0.025,vocal,0.8406
457.235,457.24,0.005,click,0.7233
457.35,457.47,0.12,other,0.374
457.525,457.565,0.04,vocal,0.9445
457.865,457.87,0.005,click,0.6313
457.975,458.0,0.025,vocal,0.9104
458.435,458.44,0.005,click,0.781
458.605,458.61,0.005,click,0.6266
458.865,458.87,0.005,click,0.7789
459.475,459.58,0.105,vocal,0.5406
459.745,459.75,0.005,click,0.8284
459.825,459.92,0.095,other,0.8167
460.205,460.21,0.005,click,0.8097
460.565,460.59,0.025,vocal,0.8844
463.19,463.215,0.025,vocal,0.8499
463.43,463.435,0.005,click,0.8467
463.91,463.92,0.01,vocal,0.4491
464.935,464.96,0.025,vocal,0.8534
465.57,465.575,0.005,click,0.812
465.63,465.635,0.005,click,0.787
466.57,466.575,0.005,click,0.729
467.405,467.415,0.01,vocal,0.5151
467.53,467.535,0.005,click,0.4782
467.76,467.765,0.005,click,0.7378
468.095,468.105,0.01,vocal,0.6452
468.455,468.465,0.01,vocal,0.6309
468.85,468.875,0.025,vocal,0.8761
469.42,469.445,0.025,vocal,0.8852
471.415,471.425,0.01,vocal,0.6741
471.615,471.62,0.005,click,0.8424
471.99,472.025,0.035,vocal,0.9746
472.19,472.23,0.04,vocal,0.9646
472.375,472.385,0.01,vocal,0.6186
473.29,473.31,0.02,vocal,0.8375
473.53,473.535,0.005,click,0.7979
473.645,473.675,0.03,vocal,0.8771
474.03,474.08,0.05,vocal,0.847
474.385,474.395,0.01,vocal,0.4249
474.725,474.76,0.035,vocal,0.9809
474.995,475.07,0.075,vocal,0.9639
475.305,475.465,0.16,silence,0.5251
475.675,475.8,0.125,vocal,0.694
476.015,476.13,0.115,vocal,0.8418
476.3,476.305,0.005,click,0.7847
476.375,476.38,0.005,click,0.7831
477.27,477.295,0.025,vocal,0.8805
477.825,477.835,0.01,water,0.3515
478.435,478.495,0.06,vocal,0.9806
479.415,479.44,0.025,vocal,0.9324
479.76,479.785,0.025,vocal,0.881
480.095,480.17,0.075,vocal,0.9755
480.39,480.41,0.02,vocal,0.8932
480.95,480.96,0.01,vocal,0.5852
481.225,481.295,0.07,vocal,0.9877
481.49,481.5,0.01,vocal,0.6893
481.78,481.82,0.04,vocal,0.934
483.08,483.12,0.04,vocal,0.981
483.51,483.54,0.03,vocal,0.8781
483.835,483.845,0.01,vocal,0.5524
484.775,484.855,0.08,vocal,0.9053
485.42,485.475,0.055,vocal,0.9851
485.68,485.685,0.005,click,0.6758
485.9,485.925,0.025,vocal,0.8946
486.545,486.615,0.07,vocal,0.98
487.185,487.215,0.03,vocal,0.8464
487.625,487.63,0.005,click,0.7995
488.01,488.045,0.035,vocal,0.9663
488.28,488.335,0.055,vocal,0.9662
488.6,488.645,0.045,vocal,0.9759
488.96,488.985,0.025,vocal,0.8495
489.275,489.32,0.045,vocal,0.9186
489.57,489.63,0.06,vocal,0.9797
490.715,490.74,0.025,vocal,0.8197
491.67,491.675,0.005,click,0.7755
492.155,492.17,0.015,vocal,0.7742
492.485,492.5,0.015,vocal,0.6914
492.935,492.97,0.035,vocal,0.9678
496.77,496.855,0.085,vocal,0.9155
500.75,500.775,0.025,vocal,0.8575
501.63,501.635,0.005,click,0.7773
502.4,502.405,0.005,click,0.7514
503.88,503.885,0.005,click,0.767
505.505,505.51,0.005,click,0.7031
505.78,505.785,0.005,click,0.8267
505.91,505.92,0.01,vocal,0.4309
