start_s,end_s,duration_s,class,confidence
16.49,16.495,0.005,click,0.894
16.55,16.585,0.035,vocal,0.9674
16.65,16.665,0.015,vocal,0.6791
16.79,16.795,0.005,click,0.7991
16.88,16.885,0.005,click,0.767
17.14,17.245,0.105,vocal,0.5866
17.32,17.335,0.015,vocal,0.658
17.4,17.405,0.005,click,0.6896
17.61,17.615,0.005,click,0.8118
17.67,17.685,0.015,water,0.4587
18.255,18.26,0.005,click,0.8113
18.32,18.335,0.015,vocal,0.6449
18.83,18.84,0.01,water,0.4918
19.0,19.005,0.005,click,0.7963
19.07,19.075,0.005,click,0.8254
19.185,19.19,0.005,click,0.7542
19.25,19.27,0.02,vocal,0.5151
19.335,19.34,0.005,click,0.7631
19.455,19.46,0.005,click,0.7951
19.545,19.55,0.005,click,0.7423
19.625,19.65,0.025,vocal,0.761
20.205,20.22,0.015,vocal,0.5057
20.265,20.28,0.015,vocal,0.6621
20.335,20.39,0.055,vocal,0.8965
20.515,20.52,0.005,click,0.7093
20.565,20.63,0.065,vocal,0.9556
20.675,20.72,0.045,vocal,0.9374
20.765,20.78,0.015,water,0.6187
20.875,20.88,0.005,click,0.7808
20.935,21.02,0.085,vocal,0.7693
21.075,21.1,0.025,water,0.7945
21.155,21.16,0.005,click,0.8055
21.255,21.29,0.035,vocal,0.9683
21.335,21.36,0.025,vocal,0.9215
21.405,21.44,0.035,vocal,0.9155
21.485,21.5,0.015,vocal,0.5638
21.635,21.64,0.005,click,0.8105
22.525,22.53,0.005,click,0.8137
22.825,22.83,0.005,click,0.7634
23.005,23.03,0.025,water,0.629
23.095,23.1,0.005,click,0.8044
23.33,23.335,0.005,click,0.7948
23.485,23.49,0.005,click,0.7534
23.8,23.805,0.005,click,0.7633
23.88,23.895,0.015,vocal,0.7914
23.96,23.985,0.025,vocal,0.7707
24.05,24.065,0.015,vocal,0.7441
24.13,24.135,0.005,click,0.7982
24.19,24.215,0.025,vocal,0.732
24.54,24.545,0.005,click,0.8054
24.6,24.605,0.005,click,0.8222
24.65,24.665,0.015,water,0.6092
24.73,24.785,0.055,vocal,0.7794
24.86,24.875,0.015,vocal,0.605
25.0,25.005,0.005,click,0.7588
25.05,25.055,0.005,click,0.783
25.1,25.115,0.015,vocal,0.6277
25.19,25.195,0.005,click,0.7667
25.27,25.285,0.015,vocal,0.7655
25.33,25.345,0.015,vocal,0.599
25.39,25.415,0.025,vocal,0.5295
25.46,25.465,0.005,click,0.7739
25.53,25.615,0.085,water,0.4506
25.66,25.665,0.005,click,0.819
26.16,26.175,0.015,water,0.6168
26.25,26.255,0.005,click,0.7476
26.56,26.565,0.005,click,0.7885
26.725,26.73,0.005,click,0.7794
27.1,27.11,0.01,water,0.5114
27.16,27.19,0.03,vocal,0.9196
27.24,27.245,0.005,click,0.7954
27.4,27.43,0.03,water,0.6273
27.485,27.49,0.005,click,0.8401
27.615,27.62,0.005,click,0.8606
27.665,27.67,0.005,click,0.7718
27.735,27.74,0.005,click,0.8647
27.925,27.93,0.005,water,0.4745
28.105,28.11,0.005,click,0.7668
28.185,28.19,0.005,click,0.8196
28.575,28.58,0.005,click,0.7852
28.665,28.67,0.005,click,0.7609
28.715,28.73,0.015,water,0.4362
28.805,28.83,0.025,vocal,0.8665
28.875,28.9,0.025,vocal,0.7703
28.965,28.97,0.005,click,0.7179
29.015,29.02,0.005,click,0.7689
29.205,29.29,0.085,vocal,0.8225
29.385,29.4,0.015,vocal,0.422
29.505,29.51,0.005,click,0.5416
29.575,29.59,0.015,vocal,0.5791
29.685,29.69,0.005,click,0.7939
29.745,29.76,0.015,vocal,0.683
29.835,29.85,0.015,vocal,0.4767
29.925,29.94,0.015,vocal,0.4867
30.115,30.12,0.005,click,0.811
30.2,30.265,0.065,vocal,0.9428
30.475,30.48,0.005,click,0.6836
30.565,30.57,0.005,click,0.6968
30.635,30.64,0.005,click,0.7367
30.875,30.88,0.005,click,0.7968
30.955,30.965,0.01,vocal,0.626
31.015,31.02,0.005,click,0.7839
31.26,31.265,0.005,click,0.8273
31.42,31.425,0.005,click,0.7539
31.475,31.485,0.01,vocal,0.4411
31.645,31.705,0.06,vocal,0.9755
31.8,31.805,0.005,click,0.7788
31.875,31.895,0.02,water,0.4601
31.96,32.065,0.105,vocal,0.5764
32.11,32.145,0.035,vocal,0.9101
32.2,32.205,0.005,click,0.7574
32.28,32.305,0.025,water,0.5305
32.35,32.365,0.015,vocal,0.6592
32.41,32.425,0.015,vocal,0.6758
32.51,32.535,0.025,vocal,0.8999
32.58,32.625,0.045,water,0.8126
32.67,32.765,0.095,vocal,0.5884
32.82,32.835,0.015,water,0.4068
32.89,32.975,0.085,vocal,0.8128
33.03,33.055,0.025,vocal,0.9222
33.12,33.125,0.005,click,0.7021
33.21,33.355,0.145,silence,0.3865
33.4,33.415,0.015,vocal,0.536
33.47,33.485,0.015,vocal,0.6186
33.54,33.545,0.005,click,0.7641
33.6,33.635,0.035,water,0.705
33.68,33.685,0.005,click,0.7217
33.76,33.815,0.055,vocal,0.8987
33.93,33.935,0.005,click,0.7875
33.98,34.105,0.125,vocal,0.5108
34.16,34.175,0.015,water,0.5305
34.24,34.245,0.005,click,0.8009
34.32,34.345,0.025,vocal,0.725
34.4,34.405,0.005,click,0.7189
34.62,34.635,0.015,vocal,0.8259
34.69,34.695,0.005,click,0.8491
34.75,34.805,0.055,vocal,0.9399
34.91,34.915,0.005,click,0.7494
34.97,34.975,0.005,click,0.8029
35.05,35.055,0.005,click,0.8015
35.11,35.115,0.005,click,0.8325
35.16,35.165,0.005,click,0.7243
35.39,35.395,0.005,click,0.6373
35.955,35.96,0.005,click,0.5497
36.09,36.095,0.005,click,0.8315
36.41,36.415,0.005,click,0.7615
36.675,36.69,0.015,water,0.4485
36.855,36.86,0.005,click,0.7883
37.065,37.08,0.015,vocal,0.6956
37.14,37.17,0.03,vocal,0.5407
37.215,37.22,0.005,click,0.7746
37.355,37.36,0.005,click,0.7886
37.455,37.46,0.005,click,0.7187
37.725,37.74,0.015,vocal,0.6666
37.835,37.9,0.065,vocal,0.7794
38.215,38.24,0.025,vocal,0.5979
38.295,38.3,0.005,click,0.8397
38.365,38.46,0.095,vocal,0.5468
38.505,38.51,0.005,click,0.7724
38.675,38.69,0.015,vocal,0.6598
38.745,38.77,0.025,vocal,0.9244
38.855,38.86,0.005,click,0.7512
38.935,38.95,0.015,water,0.9227
39.115,39.12,0.005,click,0.6658
39.175,39.26,0.085,vocal,0.7858
39.335,39.42,0.085,vocal,0.7644
39.475,39.5,0.025,vocal,0.8339
39.635,39.64,0.005,click,0.7767
39.685,39.69,0.005,click,0.7926
39.735,39.85,0.115,silence,0.4767
39.895,39.92,0.025,vocal,0.7981
39.975,39.99,0.015,vocal,0.6889
40.105,40.12,0.015,vocal,0.7644
40.405,40.42,0.015,water,0.751
40.465,40.48,0.015,water,0.4822
40.555,40.56,0.005,click,0.7809
40.605,40.64,0.035,vocal,0.6272
40.805,40.81,0.005,click,0.7734
40.865,40.88,0.015,water,0.5009
41.315,41.33,0.015,vocal,0.6454
41.405,41.41,0.005,click,0.8436
41.525,41.55,0.025,vocal,0.8085
41.625,41.63,0.005,click,0.7003
41.845,41.85,0.005,click,0.7586
42.035,42.04,0.005,click,0.6891
42.09,42.11,0.02,water,0.974
42.195,42.2,0.005,click,0.6748
42.285,42.29,0.005,click,0.7538
42.545,42.575,0.03,vocal,0.864
42.865,42.875,0.01,vocal,0.3708
43.19,43.31,0.12,silence,0.581
43.365,43.39,0.025,vocal,0.9044
43.445,43.45,0.005,click,0.8124
43.995,44.01,0.015,vocal,0.466
44.11,44.12,0.01,water,0.9337
44.225,44.23,0.005,click,0.7934
44.465,44.475,0.01,vocal,0.5124
44.57,44.575,0.005,click,0.8334
44.705,44.71,0.005,click,0.7876
45.055,45.06,0.005,click,0.7775
45.145,45.15,0.005,click,0.7818
45.275,45.28,0.005,click,0.8207
45.845,45.855,0.01,vocal,0.472
45.985,45.99,0.005,click,0.7595
46.135,46.14,0.005,click,0.7005
46.385,46.43,0.045,vocal,0.8971
46.475,46.495,0.02,vocal,0.7837
46.545,46.55,0.005,click,0.7737
46.725,46.73,0.005,click,0.8054
46.785,46.79,0.005,click,0.8037
46.865,46.875,0.01,vocal,0.49
46.95,46.955,0.005,click,0.7693
47.065,47.07,0.005,click,0.7807
47.325,47.33,0.005,click,0.8071
47.415,47.42,0.005,click,0.7507
47.67,47.675,0.005,click,0.7911
47.725,47.735,0.01,vocal,0.5406
48.085,48.09,0.005,click,0.7208
48.145,48.15,0.005,click,0.8207
48.205,48.21,0.005,click,0.7563
48.405,48.41,0.005,click,0.7533
48.665,48.67,0.005,click,0.7578
48.785,48.79,0.005,click,0.7806
48.865,48.87,0.005,click,0.7862
49.185,49.19,0.005,click,0.7993
49.515,49.535,0.02,vocal,0.8564
49.595,49.6,0.005,click,0.6661
49.865,49.87,0.005,click,0.7795
50.875,50.88,0.005,click,0.6483
50.975,50.98,0.005,click,0.5836
51.035,51.06,0.025,vocal,0.8683
51.115,51.14,0.025,vocal,0.8957
51.195,51.22,0.025,vocal,0.8621
51.275,51.3,0.025,vocal,0.8617
51.345,51.37,0.025,vocal,0.9371
51.445,51.52,0.075,vocal,0.8939
51.675,51.68,0.005,click,0.5301
51.825,51.84,0.015,vocal,0.6432
51.895,51.9,0.005,click,0.739
51.945,51.99,0.045,vocal,0.8848
52.065,52.07,0.005,click,0.7793
52.135,52.15,0.015,vocal,0.4513
52.205,52.23,0.025,vocal,0.9043
52.275,52.32,0.045,vocal,0.9716
52.535,52.54,0.005,click,0.7319
52.605,52.7,0.095,vocal,0.579
52.835,52.85,0.015,vocal,0.5286
52.915,52.92,0.005,click,0.7107
53.035,53.04,0.005,click,0.8082
53.125,53.14,0.015,vocal,0.5066
53.195,53.29,0.095,vocal,0.5623
53.335,53.36,0.025,vocal,0.9134
53.485,53.5,0.015,water,0.5619
53.555,53.66,0.105,vocal,0.5374
53.915,53.94,0.025,vocal,0.9081
54.165,54.4,0.235,other,0.9401
54.775,54.78,0.005,click,0.6757
54.955,55.09,0.135,other,0.9427
55.495,55.53,0.035,water,0.9802
55.59,55.6,0.01,water,0.9312
55.81,56.01,0.2,other,0.552
56.135,56.14,0.005,click,0.7973
56.53,56.535,0.005,click,0.6651
58.16,58.165,0.005,click,0.6077
58.7,58.735,0.035,vocal,0.616
58.83,59.195,0.365,other,0.7514
59.24,59.355,0.115,water,0.8687
59.42,59.845,0.425,water,0.5765
59.89,59.955,0.065,water,0.4927
60.035,60.355,0.32,other,0.7006
60.4,60.665,0.265,other,0.3825
60.71,60.795,0.085,vocal,0.7929
60.84,60.855,0.015,water,0.831
60.905,61.065,0.16,other,0.6823
61.12,61.195,0.075,vocal,0.7765
61.24,61.295,0.055,water,0.4861
61.36,61.585,0.225,other,0.8526
61.635,61.76,0.125,other,0.4032
61.835,61.88,0.045,vocal,0.7761
61.94,61.965,0.025,water,0.7141
62.02,62.255,0.235,other,0.8019
62.315,62.4,0.085,vocal,0.6646
62.465,62.49,0.025,water,0.6773
62.58,62.97,0.39,water,0.521
63.015,63.28,0.265,other,0.6072
63.335,63.36,0.025,water,0.8416
63.425,63.43,0.005,click,0.7407
63.475,63.59,0.115,vocal,0.5123
63.655,64.155,0.5,silence,0.4105
64.155,64.16,0.005,click,0.7773
64.215,64.25,0.035,vocal,0.5721
64.295,64.47,0.175,other,0.4743
64.545,64.61,0.065,vocal,0.5208
64.685,64.8,0.115,vocal,0.392
64.865,64.93,0.065,vocal,0.8806
65.015,65.06,0.045,vocal,0.4678
65.125,65.14,0.015,water,0.8864
65.185,65.22,0.035,water,0.7588
65.275,65.32,0.045,vocal,0.7455
65.435,65.67,0.235,other,0.4088
65.715,65.88,0.165,other,0.4455
65.95,65.985,0.035,vocal,0.7272
66.035,66.11,0.075,vocal,0.5404
66.175,66.29,0.115,other,0.6044
66.335,66.71,0.375,other,0.8093
66.765,66.845,0.08,vocal,0.8542
66.895,66.935,0.04,vocal,0.4766
67.075,67.08,0.005,click,0.7303
67.185,67.23,0.045,water,0.5965
67.31,67.315,0.005,click,0.4882
67.395,67.41,0.015,water,0.8563
67.485,67.65,0.165,other,0.6512
67.695,67.76,0.065,vocal,0.5606
67.805,68.04,0.235,other,0.7132
68.1,68.13,0.03,water,0.9679
68.265,68.45,0.185,silence,0.6295
68.525,68.605,0.08,vocal,0.6773
68.655,68.67,0.015,water,0.837
68.715,68.73,0.015,water,0.9381
69.0,69.04,0.04,water,0.9196
69.12,69.16,0.04,water,0.5238
69.26,69.27,0.01,water,0.9557
69.325,69.345,0.02,water,0.8136
69.42,69.465,0.045,water,0.6065
69.52,69.56,0.04,water,0.4735
69.615,69.69,0.075,water,0.4207
69.74,69.795,0.055,water,0.753
69.86,69.93,0.07,vocal,0.4051
70.15,70.245,0.095,other,0.5347
70.29,70.415,0.125,other,0.542
70.605,70.61,0.005,click,0.6488
70.68,70.685,0.005,click,0.7076
70.74,70.765,0.025,water,0.9632
70.91,70.95,0.04,water,0.8838
72.17,72.255,0.085,water,0.6374
72.46,72.465,0.005,click,0.7742
72.51,72.535,0.025,vocal,0.6623
72.68,72.685,0.005,click,0.7203
72.85,73.055,0.205,water,0.5842
73.18,73.235,0.055,vocal,0.6084
73.3,73.335,0.035,water,0.4932
73.68,73.69,0.01,water,0.8513
73.95,73.955,0.005,click,0.7868
75.43,75.435,0.005,click,0.7896
90.17,90.185,0.015,vocal,0.6953
101.365,101.37,0.005,click,0.8017
114.365,114.37,0.005,click,0.7393
116.21,116.215,0.005,click,0.7177
117.28,117.315,0.035,vocal,0.8745
117.36,117.365,0.005,click,0.638
117.5,117.505,0.005,click,0.6864
118.16,118.165,0.005,click,0.7323
126.485,126.49,0.005,click,0.7829
140.475,140.48,0.005,click,0.8092
179.47,179.475,0.005,click,0.7437
196.225,196.23,0.005,click,0.8144
196.355,196.37,0.015,vocal,0.5028
196.895,196.94,0.045,vocal,0.9634
197.215,197.37,0.155,silence,0.6509
198.09,198.14,0.05,vocal,0.9766
205.05,205.055,0.005,click,0.776
206.375,206.38,0.005,click,0.8224
209.16,209.66,0.5,other,0.6362
209.66,209.75,0.09,water,0.7051
209.975,209.98,0.005,click,0.6378
214.74,214.745,0.005,click,0.7732
214.8,214.805,0.005,click,0.821
214.85,214.855,0.005,click,0.5316
217.345,217.415,0.07,vocal,0.9782
217.59,217.595,0.005,click,0.6038
218.165,218.175,0.01,vocal,0.5048
218.29,218.335,0.045,vocal,0.9794
218.39,218.405,0.015,vocal,0.7266
218.735,218.755,0.02,vocal,0.9253
219.01,219.015,0.005,click,0.725
219.315,219.37,0.055,vocal,0.9674
219.685,219.69,0.005,click,0.8046
220.48,220.485,0.005,click,0.6429
221.155,221.17,0.015,water,0.9004
222.03,222.19,0.16,other,0.9589
222.265,222.27,0.005,click,0.6803
222.475,222.51,0.035,water,0.9247
224.205,224.21,0.005,click,0.7582
225.3,225.31,0.01,water,0.8682
225.395,225.4,0.005,click,0.6791
225.655,225.665,0.01,water,0.9131
225.875,225.95,0.075,water,0.638
226.045,226.07,0.025,water,0.9206
226.405,226.42,0.015,water,0.9614
226.53,226.535,0.005,click,0.7423
226.64,226.995,0.355,other,0.991
227.045,227.08,0.035,water,0.9381
227.21,227.265,0.055,water,0.6369
227.325,227.365,0.04,water,0.8573
227.41,227.81,0.4,other,0.8999
227.91,227.935,0.025,water,0.8822
228.49,228.515,0.025,water,0.9593
228.94,229.145,0.205,other,0.5735
229.19,229.195,0.005,click,0.6102
229.45,229.565,0.115,water,0.4983
229.655,229.755,0.1,water,0.4885
229.81,230.31,0.5,other,0.6898
230.31,230.365,0.055,water,0.6026
230.455,230.505,0.05,other,0.5086
230.56,230.565,0.005,click,0.8234
230.675,230.725,0.05,water,0.514
230.805,230.815,0.01,water,0.7975
231.01,231.025,0.015,water,0.5306
231.17,231.245,0.075,vocal,0.6966
231.52,231.525,0.005,click,0.7409
231.6,231.605,0.005,click,0.8588
231.68,231.685,0.005,click,0.804
231.73,231.735,0.005,click,0.4538
231.8,231.815,0.015,water,0.8985
231.9,231.905,0.005,click,0.7983
231.98,231.99,0.01,water,0.9025
232.33,232.39,0.06,other,0.3413
232.48,232.525,0.045,vocal,0.7131
233.0,233.005,0.005,click,0.7495
233.33,233.345,0.015,water,0.984
233.645,233.705,0.06,vocal,0.8196
233.78,233.785,0.005,click,0.7995
234.015,234.02,0.005,click,0.7024
234.14,234.145,0.005,click,0.6887
234.33,234.345,0.015,water,0.9431
234.39,234.415,0.025,water,0.6937
234.595,234.6,0.005,click,0.7178
234.735,234.84,0.105,other,0.6938
234.9,234.905,0.005,click,0.8173
234.95,235.005,0.055,water,0.3558
235.06,235.065,0.005,click,0.8349
235.15,235.155,0.005,click,0.7819
235.2,235.205,0.005,click,0.7855
235.475,235.54,0.065,water,0.6477
235.815,235.82,0.005,click,0.7348
235.905,235.955,0.05,water,0.565
236.01,236.07,0.06,vocal,0.8869
236.16,236.165,0.005,click,0.8202
236.355,236.365,0.01,water,0.6923
236.655,236.695,0.04,click,0.3373
236.895,236.9,0.005,click,0.8678
237.315,237.32,0.005,click,0.7947
237.94,238.44,0.5,other,0.8711
238.44,238.565,0.125,other,0.9267
238.705,238.765,0.06,water,0.7572
238.88,238.885,0.005,click,0.765
239.235,239.245,0.01,water,0.6622
239.7,239.705,0.005,click,0.8593
239.935,239.965,0.03,water,0.5652
240.065,240.07,0.005,click,0.5918
240.16,240.165,0.005,click,0.8123
240.52,240.525,0.005,click,0.7808
240.675,240.695,0.02,water,0.9376
240.785,240.79,0.005,click,0.7748
240.89,240.93,0.04,vocal,0.7849
241.025,241.11,0.085,vocal,0.9263
241.235,241.25,0.015,water,0.7048
241.565,241.63,0.065,vocal,0.793
241.695,241.7,0.005,click,0.8335
241.78,241.815,0.035,vocal,0.7999
242.02,242.09,0.07,other,0.6223
242.42,242.475,0.055,other,0.6833
242.615,242.63,0.015,water,0.9422
242.805,242.815,0.01,water,0.4987
242.88,242.885,0.005,click,0.8059
243.205,243.21,0.005,click,0.776
243.34,243.365,0.025,vocal,0.5391
243.445,243.45,0.005,click,0.8141
243.505,243.52,0.015,water,0.8246
243.74,243.745,0.005,click,0.775
243.79,243.795,0.005,click,0.8266
244.675,244.68,0.005,click,0.8243
244.955,244.96,0.005,click,0.739
245.045,245.05,0.005,click,0.7225
245.095,245.1,0.005,click,0.7551
245.165,245.185,0.02,water,0.9835
245.24,245.245,0.005,click,0.729
245.305,245.31,0.005,click,0.7481
245.385,245.39,0.005,click,0.7784
245.6,245.615,0.015,water,0.8371
245.66,245.735,0.075,vocal,0.6985
245.795,245.81,0.015,water,0.9226
245.96,245.965,0.005,click,0.8535
246.09,246.095,0.005,click,0.739
247.315,247.34,0.025,water,0.9833
247.475,247.64,0.165,other,0.5705
247.69,248.13,0.44,other,0.8872
248.175,248.215,0.04,water,0.9446
248.265,248.32,0.055,water,0.9036
248.375,248.38,0.005,click,0.7529
248.495,248.53,0.035,water,0.9596
248.695,249.195,0.5,other,0.8868
249.195,249.22,0.025,water,0.8553
249.36,249.385,0.025,water,0.912
249.48,249.825,0.345,other,0.5973
249.995,250.0,0.005,click,0.7105
250.335,250.49,0.155,other,0.8117
250.63,250.64,0.01,water,0.6893
250.905,250.93,0.025,water,0.8971
252.0,252.005,0.005,click,0.6346
252.07,252.08,0.01,water,0.8961
252.135,252.23,0.095,other,0.904
252.28,252.33,0.05,water,0.7845
252.525,252.55,0.025,water,0.9177
252.695,252.7,0.005,click,0.7098
252.815,252.86,0.045,vocal,0.8791
253.3,253.305,0.005,click,0.7233
253.38,253.385,0.005,click,0.702
253.98,254.425,0.445,other,0.8532
254.695,254.7,0.005,click,0.6764
255.325,255.33,0.005,click,0.8314
255.515,255.57,0.055,water,0.8705
255.705,255.71,0.005,click,0.6692
255.785,255.79,0.005,click,0.793
255.915,256.04,0.125,other,0.7361
256.12,256.17,0.05,other,0.3673
256.67,256.71,0.04,vocal,0.715
257.1,257.145,0.045,vocal,0.8398
257.36,257.425,0.065,water,0.8405
257.665,257.67,0.005,click,0.7937
257.745,257.755,0.01,water,0.5889
257.85,257.855,0.005,click,0.8109
258.065,258.075,0.01,water,0.7276
258.205,258.23,0.025,water,0.7613
258.28,258.335,0.055,other,0.8468
258.52,258.525,0.005,click,0.8646
258.645,258.7,0.055,vocal,0.873
259.13,259.135,0.005,click,0.792
259.23,259.25,0.02,water,0.7401
259.48,259.515,0.035,water,0.6378
259.57,259.575,0.005,click,0.7295
259.78,259.83,0.05,water,0.5465
260.065,260.155,0.09,vocal,0.519
260.2,260.215,0.015,water,0.9333
260.305,260.31,0.005,click,0.7981
260.36,260.365,0.005,click,0.7424
260.425,260.515,0.09,other,0.9228
260.75,260.825,0.075,vocal,0.806
260.87,260.875,0.005,click,0.7496
260.93,260.935,0.005,click,0.8154
261.0,261.145,0.145,other,0.7411
261.345,261.35,0.005,click,0.7988
261.43,261.44,0.01,water,0.8404
261.785,261.9,0.115,other,0.9298
261.945,261.95,0.005,click,0.6798
262.14,262.285,0.145,other,0.8076
262.365,262.37,0.005,click,0.7896
262.61,262.615,0.005,click,0.7876
262.67,262.675,0.005,click,0.8087
263.405,263.525,0.12,vocal,0.3968
263.735,263.8,0.065,water,0.5583
263.865,263.89,0.025,water,0.8296
264.015,264.2,0.185,other,0.901
264.345,264.56,0.215,other,0.8269
264.655,264.72,0.065,water,0.4723
264.97,264.975,0.005,click,0.6864
265.095,265.1,0.005,click,0.7415
265.27,265.28,0.01,water,0.3418
265.35,265.4,0.05,vocal,0.3192
265.505,265.63,0.125,other,0.8242
265.735,265.74,0.005,click,0.7858
265.85,265.975,0.125,other,0.9425
266.035,266.1,0.065,vocal,0.9277
266.26,266.29,0.03,vocal,0.4153
266.56,266.565,0.005,click,0.8266
266.67,266.8,0.13,other,0.9683
266.93,266.935,0.005,click,0.8081
267.155,267.16,0.005,click,0.7908
267.3,267.305,0.005,click,0.7311
267.56,267.565,0.005,click,0.799
267.625,267.665,0.04,water,0.8622
267.73,267.735,0.005,click,0.6828
267.83,267.835,0.005,click,0.8344
268.12,268.175,0.055,vocal,0.8884
268.55,268.565,0.015,water,0.4998
268.7,268.705,0.005,click,0.6527
268.9,268.905,0.005,click,0.7953
269.355,269.425,0.07,vocal,0.9804
269.815,269.845,0.03,vocal,0.6255
270.22,270.27,0.05,other,0.4886
270.325,270.33,0.005,click,0.7857
270.565,270.675,0.11,water,0.4585
270.985,270.99,0.005,click,0.7342
271.07,271.465,0.395,other,0.7344
271.645,271.655,0.01,water,0.9
272.165,272.17,0.005,click,0.8739
272.215,272.22,0.005,click,0.8488
272.335,272.41,0.075,other,0.7916
272.545,272.59,0.045,water,0.4581
272.675,272.68,0.005,click,0.8078
273.255,273.28,0.025,water,0.8891
273.4,273.44,0.04,water,0.6891
273.505,273.51,0.005,click,0.7128
273.575,273.68,0.105,other,0.7344
273.77,273.81,0.04,water,0.6436
273.865,273.87,0.005,click,0.7606
273.995,274.02,0.025,water,0.9503
274.195,274.21,0.015,water,0.8831
274.255,274.345,0.09,vocal,0.4551
274.43,274.45,0.02,water,0.9594
274.555,274.57,0.015,water,0.5156
274.87,274.91,0.04,water,0.3744
275.205,275.29,0.085,vocal,0.8975
275.415,275.42,0.005,click,0.5763
275.465,275.56,0.095,vocal,0.7805
275.64,275.67,0.03,water,0.7373
275.76,276.08,0.32,other,0.7293
276.16,276.37,0.21,other,0.9136
276.515,276.54,0.025,vocal,0.4361
276.67,276.675,0.005,click,0.7528
276.93,276.97,0.04,vocal,0.2939
277.325,277.33,0.005,click,0.7953
277.39,277.565,0.175,other,0.5949
277.81,277.825,0.015,water,0.9728
277.97,277.98,0.01,click,0.5643
278.195,278.2,0.005,click,0.8124
278.69,278.695,0.005,click,0.8405
278.82,278.825,0.005,click,0.8533
279.06,279.075,0.015,click,0.4014
280.19,280.23,0.04,water,0.6102
280.385,280.405,0.02,water,0.9514
280.59,280.615,0.025,vocal,0.8567
280.665,280.735,0.07,water,0.7344
280.815,281.095,0.28,other,0.9072
281.26,281.31,0.05,water,0.9779
281.39,281.395,0.005,click,0.6368
281.53,281.585,0.055,water,0.6627
281.735,281.775,0.04,vocal,0.8136
281.835,281.84,0.005,click,0.8432
281.93,281.935,0.005,click,0.7946
282.315,282.325,0.01,water,0.754
282.48,282.485,0.005,click,0.8183
282.565,282.6,0.035,vocal,0.4761
282.81,282.845,0.035,vocal,0.5588
282.905,282.91,0.005,click,0.789
283.005,283.04,0.035,vocal,0.9383
283.145,283.21,0.065,vocal,0.7819
283.265,283.27,0.005,click,0.8297
283.45,283.49,0.04,vocal,0.7825
283.675,283.685,0.01,vocal,0.4755
283.895,283.925,0.03,vocal,0.5208
284.175,284.18,0.005,click,0.8432
284.395,284.425,0.03,water,0.8559
284.64,284.69,0.05,water,0.9257
284.895,284.97,0.075,vocal,0.9717
285.405,285.45,0.045,vocal,0.7672
285.77,285.855,0.085,vocal,0.6876
286.04,286.045,0.005,click,0.6728
286.145,286.15,0.005,click,0.8039
